# generated using QSOGen (Temple+2021) https://arxiv.org/abs/2109.04472
# g,r,i,z,Y are for DECam and AB
# J,H,Ks are VISTA and AB
# WISE are in Vega (and therefore K2-W1 or z-W1 are in the weird AB-VEGA convention)
redshift g-r r-i i-z z-Y Y-J J-H H-Ks Ks-W1 W1-W2 W2-W3 W3-W4
6.101202404809619395e+00 inf 8.364068640137745092e-01 2.412288508301998036e+00 -2.680688949665110954e-02 1.888479992007106034e-01 8.439279891541318079e-02 1.864331041357729646e-01 2.575428398059823820e+00 7.476761436395698013e-01 2.922079875798848647e+00 2.358350736615612675e+00
6.104208416833666995e+00 inf 8.493183968539064210e-01 2.419423474868334978e+00 -3.237237009885163275e-02 1.881960556874666679e-01 8.502833760564953991e-02 1.876608291642369863e-01 2.574624623519991218e+00 7.477439334847062469e-01 2.921159978309995964e+00 2.358900078606412265e+00
6.107214428857715482e+00 inf 8.460041602440853126e-01 2.421362378366371360e+00 -3.034967185802273093e-02 1.876492766291200098e-01 8.552138609219639420e-02 1.888924037391817023e-01 2.574593588087417118e+00 7.469037508698477268e-01 2.920374375629902985e+00 2.359451520074921760e+00
6.110220440881763082e+00 inf 8.477635770921700953e-01 2.417493430894353423e+00 -2.063541015416348046e-02 1.870350988012354776e-01 8.610516129993328605e-02 1.900903099125734741e-01 2.574258258548191236e+00 7.456863406706339958e-01 2.919723178282374931e+00 2.360461440704131775e+00
6.113226452905811570e+00 inf 8.468759241446122132e-01 2.424508168194254409e+00 -2.618189148969563007e-02 1.865106440436150592e-01 8.662137354699694924e-02 1.912626300806685720e-01 2.573113543466266862e+00 7.450514252944842042e-01 2.918941125667018355e+00 2.361768068651819874e+00
6.116232464929860058e+00 inf 8.582194893482650855e-01 2.425830942756491027e+00 -2.410240291732534956e-02 1.859117143212785095e-01 8.717364740866173634e-02 1.924854239396864841e-01 2.571947170321500664e+00 7.455626446876664204e-01 2.917989983071674231e+00 2.362281564805664758e+00
6.119238476953907657e+00 inf 8.630550289325711333e-01 2.418054885057973280e+00 -1.421469069790148865e-02 1.854538233169513717e-01 8.763218840632092110e-02 1.936935605189944454e-01 2.571379379464922010e+00 7.456299759278728345e-01 2.916984352690107585e+00 2.362709998276312007e+00
6.122244488977956145e+00 inf 8.595255310862945919e-01 2.420714693058780398e+00 -1.201582199136908002e-02 1.849073399274452356e-01 8.817200512600109619e-02 1.948865385752256429e-01 2.571583085911250066e+00 7.447729922894623655e-01 2.916105702648906117e+00 2.363159240684165496e+00
6.125250501002003745e+00 inf 8.715545324499203161e-01 2.429280420482125891e+00 -1.764436391920654046e-02 1.844096965552672884e-01 8.864715349781349119e-02 1.960855301016550811e-01 2.572663893205834995e+00 7.427494897221755821e-01 2.915519557401056616e+00 2.363615411681628586e+00
6.128256513026052232e+00 inf 8.702534672173847241e-01 2.421068637195649131e+00 -7.579636087619689988e-03 1.839454859690050625e-01 8.911061922666618784e-02 1.972624958898769876e-01 2.574016338436052820e+00 7.405476029168056584e-01 2.914784391287817300e+00 2.364125884750556850e+00
6.131262525050099832e+00 inf 8.734762295831366430e-01 2.423371806766308367e+00 -5.317212200377952058e-03 1.835155748335601800e-01 8.957141462254014641e-02 1.983960527534911478e-01 2.574245289195456365e+00 7.392144543286356395e-01 2.913796086315839418e+00 2.365069527529103155e+00
6.134268537074148320e+00 inf 8.724432490075066937e-01 2.414774636151580722e+00 4.780773261749970970e-03 1.830891735249728924e-01 9.004671776843053976e-02 1.995334911546073897e-01 2.571982589354746551e+00 7.409218716913663627e-01 2.912704464821771921e+00 2.365653348471948192e+00
6.137274549098195919e+00 inf 8.848317741403484149e-01 2.423137231942845915e+00 -7.780468141334040411e-04 1.826603119528371622e-01 9.051425490570608190e-02 2.006624855712750843e-01 2.569748020167839542e+00 7.424961870318469437e-01 2.911741930644444309e+00 2.366231684656545653e+00
6.140280561122244407e+00 inf 8.816138106295454691e-01 2.425376556862161692e+00 1.437527796884552345e-03 1.823438655648601525e-01 9.090855005732478844e-02 2.017360551641935729e-01 2.567685338967443442e+00 7.427561452773865369e-01 2.911103283373885020e+00 2.367496784896065520e+00
6.143286573146292895e+00 inf 8.873242248594159776e-01 2.416474493776771482e+00 1.165173652216466849e-02 1.819806048775980400e-01 9.136455231506346308e-02 2.028249435522653243e-01 2.566625790015940822e+00 7.430978472429323745e-01 2.910368229084781433e+00 2.367952024062422112e+00
6.146292585170340494e+00 inf 8.866879691915023898e-01 2.424795690405577631e+00 5.980015437629049302e-03 1.816456075660255465e-01 9.179949398880893341e-02 2.039013718687421317e-01 2.566417108665937974e+00 7.429373574316144868e-01 2.909376524398556541e+00 2.368354120832567133e+00
6.149298597194388982e+00 inf 8.960037161035359077e-01 2.426955262237992628e+00 8.156357903917665908e-03 1.813350193081255668e-01 9.224375441168675138e-02 2.049358961501610565e-01 2.566483836392809081e+00 7.426265202894803963e-01 2.908244954034515217e+00 2.368780107001812851e+00
6.152304609218436582e+00 inf 9.028064241763225084e-01 2.417738385566714499e+00 1.839892471441118005e-02 1.811292492900200557e-01 9.261692738423121796e-02 2.059308857355546252e-01 2.566336121018419902e+00 7.418517366454544515e-01 2.907248313232472015e+00 2.369680309591061018e+00
6.155310621242485070e+00 inf 9.006378164277357712e-01 2.417979483925481787e+00 2.063917420285577009e-02 1.808736274101327979e-01 9.303606446178847023e-02 2.069318276518359312e-01 2.565459849561509742e+00 7.418571772462208003e-01 2.906609366205712419e+00 2.370251385370698571e+00
6.158316633266533557e+00 inf 9.152486184252026646e-01 2.424748694244161840e+00 1.474565275897532501e-02 1.805995907135660161e-01 9.348814563680463152e-02 2.078826801229354260e-01 2.564815384494139039e+00 7.417821663981811753e-01 2.905804864040355540e+00 2.370864577382878480e+00
6.161322645290581157e+00 inf 9.123335380421266905e-01 2.418485173385697351e+00 2.502934003207712976e-02 1.804366458698964948e-01 9.387147837806608663e-02 2.088079410813001857e-01 2.564707071514170877e+00 7.414671094043931987e-01 2.904794490699805110e+00 2.371415120513335140e+00
6.164328657314628757e+00 inf 9.170548755706526833e-01 2.418680726593454011e+00 2.717956740168148144e-02 1.802722517447605810e-01 9.424633400419679674e-02 2.097066791505071137e-01 2.564983496784002170e+00 7.401946954773634957e-01 2.903520544218492816e+00 2.372679828953978998e+00
6.167334669338677244e+00 inf 9.182642308602702030e-01 2.409096773745382336e+00 3.746850531666368056e-02 1.801365756368333848e-01 9.464819726744977402e-02 2.105859993458878421e-01 2.566156032223219086e+00 7.387682088494820221e-01 2.902592144065888391e+00 2.373065342297424607e+00
6.170340681362725732e+00 inf 9.283656914406392957e-01 2.418903498312520384e+00 3.153687856100972908e-02 1.799411360526050885e-01 9.511029138400672878e-02 2.114193116207481182e-01 2.566497130597937826e+00 7.374963592512742139e-01 2.901860608689109000e+00 2.373870981394697210e+00
6.173346693386773332e+00 inf 9.288031493925501536e-01 2.417470683119375963e+00 3.357463287078132907e-02 1.799107578542020747e-01 9.541432160179041944e-02 2.122523767571813380e-01 2.566138509686613389e+00 7.375371690139722602e-01 2.901021850901251753e+00 2.374278239476248942e+00
6.176352705410821819e+00 inf 9.354279866450170289e-01 2.409368323904516274e+00 4.391532254125962709e-02 1.797603908250451354e-01 9.584795727355910344e-02 2.130436657348688811e-01 2.564269018177842696e+00 7.391897217669409770e-01 2.899949587213910718e+00 2.374815881179053179e+00
6.179358717434869419e+00 inf 9.458140423775986960e-01 2.410994392041342138e+00 4.607463303101155816e-02 1.797118677308340295e-01 9.619933994895291107e-02 2.138015881487334013e-01 2.563037670337614315e+00 7.403668041029654034e-01 2.898676804062679579e+00 2.375409100277343200e+00
6.182364729458917907e+00 inf 9.463310309360473127e-01 2.417694578011786888e+00 3.984302980308740416e-02 1.796242845290443313e-01 9.663027012733849119e-02 2.145386792667451914e-01 2.562066693927846472e+00 7.409231660426129906e-01 2.897778107829040550e+00 2.376006877071814571e+00
6.185370741482966395e+00 inf 9.514150479055345500e-01 2.409421356747266429e+00 5.022978171581371498e-02 1.796421034737107902e-01 9.692294809184787141e-02 2.152540941939911079e-01 2.561629376470417441e+00 7.409272486123263946e-01 2.896997705103956378e+00 2.376544085533410566e+00
6.188376753507013994e+00 inf 9.495238011757152208e-01 2.411117916747532064e+00 5.228689823298537931e-02 1.795615703472499547e-01 9.734825688896009410e-02 2.159320663094774773e-01 2.561205739075695931e+00 7.402990177618100631e-01 2.896082623289295555e+00 2.377712894016633882e+00
6.191382765531062482e+00 inf 9.643734615112684594e-01 2.417857221485668617e+00 4.596512658891072078e-02 1.795509568748059337e-01 9.768598778714476794e-02 2.165915138551568475e-01 2.561304565770115005e+00 7.399673214888728978e-01 2.894855521690397282e+00 2.378488966641150171e+00
6.194388777555110082e+00 inf 9.624422622103416813e-01 2.409352122677525188e+00 5.647464839730176323e-02 1.795359399402975953e-01 9.805936133522763498e-02 2.172411282924002762e-01 2.561138372880318315e+00 7.403944942665319218e-01 2.893649021048711134e+00 2.378851893356161540e+00
6.197394789579158569e+00 inf 9.711171960676381332e-01 2.407752127650351071e+00 5.846040949423780830e-02 1.795966076466015693e-01 9.836694038833826426e-02 2.178618025044549711e-01 2.560829745338239150e+00 7.405489182385913693e-01 2.892707561012507256e+00 2.379362420975763115e+00
6.200400801603206169e+00 inf 9.675738060750518343e-01 2.400854716725902449e+00 6.899168593842830433e-02 1.795379141050830185e-01 9.876626481287331671e-02 2.184539091193400395e-01 2.561256630291158132e+00 7.397558300873825488e-01 2.891932956491919171e+00 2.379928880365609345e+00
6.203406813627254657e+00 inf 9.810904171781800187e-01 2.409188793229517955e+00 6.263515487661663883e-02 1.795977888122664012e-01 9.908042883942869139e-02 2.190206148760012184e-01 2.562074186108748819e+00 7.387084457077222055e-01 2.891004720766542135e+00 2.380528686096695878e+00
6.206412825651302256e+00 inf 9.808673992778587092e-01 2.407486173623340164e+00 6.465658544071928304e-02 1.796246374442382887e-01 9.938390304237287864e-02 2.195754480424696453e-01 2.563505849750551846e+00 7.374291299810131761e-01 2.889749047698600748e+00 2.381095918506900944e+00
6.209418837675350744e+00 inf 9.864442504130011002e-01 2.400500177815040104e+00 7.527535644341298848e-02 1.796724977258179479e-01 9.971407820546573930e-02 2.201146562624636260e-01 2.564620385505264721e+00 7.366604065589577033e-01 2.888535837331929201e+00 2.381473041488604281e+00
6.212424849699399232e+00 inf 1.001942354996725015e+00 2.398685823878121681e+00 7.738567003989516024e-02 1.796724739527775228e-01 1.000662553520079712e-01 2.206331284506610757e-01 2.564541102917484494e+00 7.363865834632719043e-01 2.887510803903321488e+00 2.382288989412531421e+00
6.215430861723446831e+00 inf 1.000076013879088066e+00 2.407150145996865831e+00 7.086505759228600709e-02 1.797299831820957650e-01 1.003271604358815239e-01 2.211287227269735922e-01 2.562864903706021380e+00 7.371356969242555124e-01 2.886685804659535393e+00 2.383425587192352424e+00
6.218436873747495319e+00 inf 1.005791892634555040e+00 2.400062530760443735e+00 8.160466384954290220e-02 1.798288069960527480e-01 1.006117762866338694e-01 2.216190515583633669e-01 2.561647510558394458e+00 7.383497817942128449e-01 2.885745801900817753e+00 2.383902999327773387e+00
6.221442885771542919e+00 inf 1.005647069454056464e+00 2.398210552664700401e+00 8.370976532917850932e-02 1.798358832585478240e-01 1.009099995248305959e-01 2.220893050735064378e-01 2.561047461692879779e+00 7.391712103762451136e-01 2.884503804431771457e+00 2.384460117596814754e+00
6.224448897795591407e+00 inf 1.019780913288119706e+00 2.406819183085932679e+00 7.703306202033743944e-02 1.798631994110166943e-01 1.012314362515986943e-01 2.225559498236009404e-01 2.560785980240048332e+00 7.396946706849973907e-01 2.883202334149961743e+00 2.385041367076544461e+00
6.227454909819639006e+00 inf 1.017993933608622115e+00 2.399612574368862994e+00 8.801656676813607305e-02 1.799765293553043932e-01 1.014210299909059643e-01 2.230042123992177494e-01 2.560903592724731226e+00 7.396188169017392511e-01 2.882192516015253503e+00 2.385574683019310527e+00
6.230460921843687494e+00 inf 1.025488465407899952e+00 2.397747185391843061e+00 9.012310820376256970e-02 1.799776428051913513e-01 1.016979926881269591e-01 2.234430418988573308e-01 2.561056909805561332e+00 7.389272273472045072e-01 2.881348970009549149e+00 2.386448240734688753e+00
6.233466933867735094e+00 inf 1.024535293573904937e+00 2.388786339352147792e+00 1.010622581707281142e-01 1.800474830053246933e-01 1.019377714175391247e-01 2.238822364592891745e-01 2.561260551569596089e+00 7.388656145543741616e-01 2.880493798117226945e+00 2.386782094889246864e+00
6.236472945891783581e+00 inf 1.039757473604829840e+00 2.395701576509718933e+00 9.445860337377709470e-02 1.799742412363514177e-01 1.022398806227471368e-01 2.243152291826895350e-01 2.561010032742672138e+00 7.395080593150247239e-01 2.879289820736742556e+00 2.387201112378626533e+00
6.239478957915832069e+00 inf 1.038008699216060648e+00 2.397318368685745327e+00 9.660193241285242038e-02 1.801606021563095794e-01 1.023416674007506799e-01 2.247154721519173393e-01 2.560919037576169899e+00 7.392019184444613700e-01 2.877909250761458537e+00 2.388430097324135915e+00
6.242484969939879669e+00 inf 1.043934970797039341e+00 2.388199470219934284e+00 1.077094285523898520e-01 1.801201916365187117e-01 1.026095715486725624e-01 2.251115979411579815e-01 2.561840628208869930e+00 7.384153944952629445e-01 2.876830293704365715e+00 2.388979366059405862e+00
6.245490981963928157e+00 inf 1.060325153055778458e+00 2.386366465260881142e+00 1.099551258191198144e-01 1.801091721268122114e-01 1.028023438991354510e-01 2.255116082763137797e-01 2.563290495511484579e+00 7.368426351492267656e-01 2.876008340784899531e+00 2.389534975560151153e+00
6.248496993987975756e+00 inf 1.058547298536094416e+00 2.397054430564171668e+00 1.031792101610164991e-01 1.800652348644149470e-01 1.030320537525675206e-01 2.259167046815235835e-01 2.564619272395013638e+00 7.354863739081629603e-01 2.875173866022112890e+00 2.390020269495819250e+00
6.251503006012024244e+00 inf 1.064632064049909843e+00 2.387776067693344828e+00 1.145140123639478702e-01 1.801134481782753483e-01 1.031101683665482938e-01 2.262950426454111152e-01 2.564801307136566066e+00 7.351234363598173616e-01 2.874000523791705675e+00 2.390915744994828174e+00
6.254509018036071843e+00 inf 1.065359644829573682e+00 2.385993247466284828e+00 1.167214994614766965e-01 1.800897659105267223e-01 1.033089510831430857e-01 2.266981211272387498e-01 2.564367866245831351e+00 7.361358060580514007e-01 2.872747371174975584e+00 2.391251760961285555e+00
6.257515030060120331e+00 inf 1.077782537900372262e+00 2.378431985033664375e+00 1.280440236192497139e-01 1.800087651121309307e-01 1.034934374532525680e-01 2.270926052362511882e-01 2.563428146302872079e+00 7.374068389075496555e-01 2.871638894979675172e+00 2.391675199750709524e+00
6.260521042084167931e+00 inf 1.079422483493889473e+00 2.385712794447307772e+00 1.213507510155693581e-01 1.800040508552243068e-01 1.036085363972176765e-01 2.274685606711415176e-01 2.562876324051810428e+00 7.379663790465968987e-01 2.870787364156171861e+00 2.392169030399699636e+00
6.263527054108216419e+00 inf 1.086507837799096876e+00 2.385659642603787489e+00 1.236028308293910527e-01 1.800010944383565459e-01 1.036970929668434849e-01 2.278268118469490844e-01 2.562336909767161330e+00 7.375860720693729888e-01 2.869891973071503344e+00 2.393465490844892685e+00
6.266533066132264906e+00 inf 1.083003376690136577e+00 2.377955459089879042e+00 1.351155083241089017e-01 1.799092983437944326e-01 1.038092855877863485e-01 2.282003911573013966e-01 2.562186093171973766e+00 7.378482324074617793e-01 2.868855205683269460e+00 2.394029446273673756e+00
6.269539078156312506e+00 inf 1.100855846210087918e+00 2.385449775680896778e+00 1.282729355108536140e-01 1.798002734382073697e-01 1.039869361133582970e-01 2.285831610345532283e-01 2.562316505537939548e+00 7.381351710979693337e-01 2.867638732998834428e+00 2.394482130414761656e+00
6.272545090180360994e+00 inf 1.107265517808464494e+00 2.385156148712365365e+00 1.306665941560467559e-01 1.797888466714567812e-01 1.039811930059677536e-01 2.289602939700188244e-01 2.562161649773951666e+00 7.381992272322577264e-01 2.866441176701105320e+00 2.395344337576293725e+00
6.275551102204408593e+00 inf 1.108022171983247262e+00 2.374033425021512045e+00 1.423361548417325650e-01 1.797007499582790047e-01 1.040849254516871270e-01 2.293439178583902560e-01 2.562215408523030646e+00 7.383182867193802679e-01 2.865556943612975971e+00 2.395731187380540916e+00
6.278557114228457081e+00 inf 1.121069291166605808e+00 2.375391262670731862e+00 1.447300463699932038e-01 1.796850442334410047e-01 1.041136399594719819e-01 2.297150349443164430e-01 2.562532106710762037e+00 7.379788181998776508e-01 2.864836625205363418e+00 2.396153302580241728e+00
6.281563126252504681e+00 inf 1.120951688128918988e+00 2.384874774563748190e+00 1.377586860276558411e-01 1.794961849499259188e-01 1.042521303633989760e-01 2.300848469606542324e-01 2.563279410290498106e+00 7.373578581811983668e-01 2.863909827519016460e+00 2.396631922295282990e+00
6.284569138276553169e+00 inf 1.130040883876670676e+00 2.373517680666413554e+00 1.496735468100247601e-01 1.795790719788676881e-01 1.041687574436203079e-01 2.304502050489993792e-01 2.564554988748273701e+00 7.363603669782960992e-01 2.862775922062478884e+00 2.397152720412714544e+00
6.287575150300600768e+00 inf 1.126598209345985424e+00 2.374864876122451562e+00 1.520992056781587110e-01 1.794373102300141909e-01 1.042444333031014025e-01 2.308103540156842826e-01 2.565427283283224114e+00 7.349424969743942881e-01 2.861469137249320838e+00 2.398498602241467381e+00
6.290581162324649256e+00 inf 1.143293781564896250e+00 2.365531192529918059e+00 1.639586359946605398e-01 1.794092930843902423e-01 1.042156272950904849e-01 2.311830833196886203e-01 2.565540829767606112e+00 7.344766910707996033e-01 2.860491788830055171e+00 2.399409675580352896e+00
6.293587174348697744e+00 inf 1.143269611409074571e+00 2.372697285318210447e+00 1.571163343757753239e-01 1.793171004644591449e-01 1.042761768371285314e-01 2.315578457843407989e-01 2.565367736946445376e+00 7.346443104651072531e-01 2.859815032500327092e+00 2.399784518106601539e+00
6.296593186372745343e+00 inf 1.149140174315860463e+00 2.374219877251917410e+00 1.595860433986615590e-01 1.793492069569708747e-01 1.041636112292252392e-01 2.319524773748575797e-01 2.564559072567305975e+00 7.355878332924596918e-01 2.858987391490380503e+00 2.400175061174799396e+00
6.299599198396793831e+00 inf 1.150671783380186497e+00 2.362971094719227949e+00 1.716537815224512542e-01 1.792845500039419449e-01 1.041824199660261741e-01 2.323293651151026040e-01 2.564027567252825435e+00 7.364363691272721724e-01 2.857929155106553765e+00 2.400607623630154563e+00
6.302605210420841431e+00 inf 1.166175270787075391e+00 2.371990287139730924e+00 1.646467832031639489e-01 1.792728776461025575e-01 1.041277231674868631e-01 2.327006194045679877e-01 2.563871748343515833e+00 7.369546559347135428e-01 2.856761540959011469e+00 2.401096468452578847e+00
6.305611222444889918e+00 inf 1.172202404308595902e+00 2.373434739339508326e+00 1.671791855618565137e-01 1.792649802021131222e-01 1.040723260876958989e-01 2.330938627686265363e-01 2.563919512700703507e+00 7.369932533058154434e-01 2.855844423630095719e+00 2.401606872966150164e+00
6.308617234468937518e+00 inf 1.172270144018288107e+00 2.361329326229437697e+00 1.794904382965682998e-01 1.793348339692393267e-01 1.039548624509372132e-01 2.334805656297902487e-01 2.563933937180930656e+00 7.368001477320866854e-01 2.855197628679949418e+00 2.402109534463908957e+00
6.311623246492986006e+00 inf 1.189649324982660517e+00 2.361272194471666808e+00 1.820799402397383915e-01 1.793322585670011904e-01 1.039184849836196634e-01 2.338434438946670468e-01 2.563583428481969406e+00 7.366570190167607279e-01 2.854344499305749849e+00 2.403056216158390157e+00
6.314629258517033605e+00 inf 1.189719528235485768e+00 2.368641573799138200e+00 1.748890176497042148e-01 1.794006826845020441e-01 1.038000468435527068e-01 2.342275855040227839e-01 2.563670072785516396e+00 7.361315047883749685e-01 2.853177520960237246e+00 2.404207452488856589e+00
6.317635270541082093e+00 inf 1.195969790351455231e+00 2.360084483493157137e+00 1.873970230436796669e-01 1.794706438950406380e-01 1.036689617053632162e-01 2.346098889015522104e-01 2.564118255184617112e+00 7.361382851276587758e-01 2.852023311044684206e+00 2.404624293994393369e+00
6.320641282565130581e+00 inf 1.195767249789660980e+00 2.360072914251830412e+00 1.899349428012371277e-01 1.795873398286857991e-01 1.035261464209895621e-01 2.350062149832794489e-01 2.564638267190595400e+00 7.357448738572678337e-01 2.851156261507121314e+00 2.405063068334996501e+00
6.323647294589178181e+00 inf 1.213832580747247647e+00 2.347833585246299037e+00 2.023095019304790299e-01 1.796656011158574984e-01 1.034256840044349701e-01 2.354028178075111555e-01 2.565608875163682967e+00 7.345923460598591248e-01 2.850560646014818289e+00 2.405536697015245196e+00
6.326653306613226668e+00 inf 1.211211525632464259e+00 2.358835712401845086e+00 1.951966566896068400e-01 1.798204264331957347e-01 1.032493498804711862e-01 2.358053084570599367e-01 2.566680221862128519e+00 7.334504813332145545e-01 2.849831473604563570e+00 2.406027265223471545e+00
6.329659318637274268e+00 inf 1.218707287221516111e+00 2.358018811928630498e+00 1.978099426169848130e-01 1.799904907366851603e-01 1.030657602165057085e-01 2.361992631478635474e-01 2.567260844181799229e+00 7.331745286276607487e-01 2.848785598963672783e+00 2.406475901793093897e+00
6.332665330661322756e+00 inf 1.220125295135279231e+00 2.346245560787018292e+00 2.104096916879214518e-01 1.801722018582658791e-01 1.028696073526980115e-01 2.365837056418307327e-01 2.566622749872085052e+00 7.337856165594907054e-01 2.847523219003360140e+00 2.407380857448927713e+00
6.335671342685370355e+00 inf 1.235852198279239644e+00 2.347431487929281246e+00 2.130663181039871290e-01 1.803292661491582294e-01 1.027168205948960633e-01 2.369839990000315311e-01 2.566176637706202968e+00 7.343705234884012611e-01 2.846705678300388342e+00 2.407788476706469893e+00
6.338677354709418843e+00 inf 1.245313011109125512e+00 2.354701856035116947e+00 2.057877089991038133e-01 1.806101274743490137e-01 1.024627843656453763e-01 2.373601826565518991e-01 2.565611429702588708e+00 7.339415947634684301e-01 2.846026928136428324e+00 2.409015145291187210e+00
6.341683366733466443e+00 inf 1.244876305674935679e+00 2.344465669637852301e+00 2.185367976597518691e-01 1.808453663111322385e-01 1.022488038203412941e-01 2.377580440949706997e-01 2.565562351981895972e+00 7.339073761323362532e-01 2.845377756044754847e+00 2.409461633454331064e+00
6.344689378757514930e+00 inf 1.260412903241007854e+00 2.345272673023011123e+00 2.211973331126557696e-01 1.811116076974208511e-01 1.019821230064472672e-01 2.381758236794979666e-01 2.565786550026086132e+00 7.340120897827944191e-01 2.844285403855650429e+00 2.409930378390880534e+00
6.347695390781563418e+00 inf 1.261121129503951721e+00 2.352968194655385759e+00 2.138737583936745068e-01 1.813206431319152045e-01 1.017903249256626452e-01 2.385810335059517229e-01 2.565621400107986005e+00 7.346517463934674197e-01 2.843089223250997222e+00 2.410367800070444488e+00
6.350701402805611018e+00 inf 1.269092232543037824e+00 2.341836804479630274e+00 2.266832815911925536e-01 1.817010922499946446e-01 1.014515882862205842e-01 2.389791282761244418e-01 2.565042039023076370e+00 7.348655440998399513e-01 2.842174586911253797e+00 2.411269233930319444e+00
6.353707414829659506e+00 inf 1.270109402750527750e+00 2.339940604918741229e+00 2.293229996846335439e-01 1.820221186114068246e-01 1.011957743650135910e-01 2.393886568768053280e-01 2.565297443473838257e+00 7.344060515624839525e-01 2.841744006175737525e+00 2.411641448726829395e+00
6.356713426853707105e+00 inf 1.286433392828413957e+00 2.330997827442089942e+00 2.420743670687812710e-01 1.824050675828168266e-01 1.008750798201987209e-01 2.397927222604643305e-01 2.565905171692136832e+00 7.337130279114134623e-01 2.841156254520727842e+00 2.412044931158161987e+00
6.359719438877755593e+00 inf 1.284865565263160647e+00 2.339936851202345736e+00 2.347986698838546715e-01 1.827054925122730822e-01 1.006252933299904839e-01 2.402050666166850590e-01 2.566801739937144333e+00 7.331730090640462549e-01 2.840038057011637918e+00 2.412518571238296161e+00
6.362725450901804081e+00 inf 1.295210747663926298e+00 2.338111366037455952e+00 2.373989606343336334e-01 1.831913369595525864e-01 1.002076389376149734e-01 2.406039008180940186e-01 2.567810853536705906e+00 7.318234551838784796e-01 2.838647686582817187e+00 2.413792004393441104e+00
6.365731462925851680e+00 inf 1.311648283203894039e+00 2.329014354154718802e+00 2.498677466284853210e-01 1.835600904164920166e-01 9.991250131232831677e-02 2.410163634716653291e-01 2.568989161834679180e+00 7.307361896341397767e-01 2.837773394893943646e+00 2.414282931852033798e+00
6.368737474949900168e+00 inf 1.310187165999380454e+00 2.328662426381626460e+00 2.522738916520488317e-01 1.840461500909604808e-01 9.952247891504484301e-02 2.414333879178265363e-01 2.569609480384308142e+00 7.297814851958648319e-01 2.837415649995755018e+00 2.414698899154812395e+00
6.371743486973947768e+00 inf 1.320378803999556538e+00 2.336833508540745896e+00 2.448811171179521295e-01 1.844412948901457128e-01 9.920488666316629178e-02 2.418371982875555659e-01 2.568526238466553480e+00 7.303128077018286035e-01 2.836770801416214738e+00 2.415536940021633328e+00
6.374749498997996255e+00 inf 1.317054129221485681e+00 2.328059641320173512e+00 2.570470612703843472e-01 1.849790777897446503e-01 9.873946312628589794e-02 2.422502303004350210e-01 2.567961949853650339e+00 7.313220691628075087e-01 2.835723900451830204e+00 2.415879681377051114e+00
6.377755511022043855e+00 inf 1.337320142150016267e+00 2.326195182175027298e+00 2.592372474111144243e-01 1.854388149674619513e-01 9.838440865593511830e-02 2.426601988892436168e-01 2.567698438274589989e+00 7.322454908310653821e-01 2.834428408082320772e+00 2.416254634416198144e+00
6.380761523046092343e+00 inf 1.335667072386396370e+00 2.315651901671063939e+00 2.714754170225504026e-01 1.859793890321128629e-01 9.793505796786661222e-02 2.430770782195494917e-01 2.567947404662376698e+00 7.321224822786760456e-01 2.833548194661318576e+00 2.416725222483062652e+00
6.383767535070139942e+00 inf 1.342214340820195417e+00 2.327246823635910289e+00 2.641092208059738766e-01 1.865255672008920840e-01 9.752393825781524583e-02 2.434913427388387674e-01 2.568597109344857188e+00 7.309992084766641085e-01 2.833187368693920405e+00 2.417257854988969612e+00
6.386773547094188430e+00 inf 1.342287292631034745e+00 2.324859833985581048e+00 2.664497528606410981e-01 1.871433348608206870e-01 9.702396885921515945e-02 2.438965166760169723e-01 2.568924130391465610e+00 7.304255729455100266e-01 2.832664674306750285e+00 2.417741235681061696e+00
6.389779559118236918e+00 inf 1.360982702702880687e+00 2.315270665781564929e+00 2.781890681481407057e-01 1.876683866366803954e-01 9.660802855716710269e-02 2.442977031375299646e-01 2.568499939913049701e+00 7.303678647417370939e-01 2.831445333333773462e+00 2.418985041468175723e+00
6.392785571142284518e+00 inf 1.360517752082969878e+00 2.323692538675679486e+00 2.705862340077231920e-01 1.883010188182581146e-01 9.609110977318380264e-02 2.447094783907921567e-01 2.568050547376408588e+00 7.310578951242732160e-01 2.830030374676647753e+00 2.419800149658955846e+00
6.395791583166333005e+00 inf 1.367490398235112536e+00 2.325588905709540910e+00 2.721633799134686171e-01 1.889083466677377032e-01 9.560446869640770728e-02 2.451212126232711341e-01 2.568527880109716222e+00 7.308542346844930648e-01 2.829217335410383782e+00 2.420086425006394037e+00
6.398797595190380605e+00 inf 1.386626398086828971e+00 2.316335486708680946e+00 2.834773110461377144e-01 1.896189273092829808e-01 9.504103375886430172e-02 2.455287020747682902e-01 2.569342520044756384e+00 7.297928793742656239e-01 2.828826442112633899e+00 2.420457020335659237e+00
6.401803607214429093e+00 inf 1.386603322224399193e+00 2.314356311523010135e+00 2.855008481060785641e-01 1.902060338655182647e-01 9.457759893954786889e-02 2.459297260238955118e-01 2.570800315593888996e+00 7.281028079800755393e-01 2.828345721937356672e+00 2.420892958307810261e+00
6.404809619238476692e+00 inf 1.394055883415290964e+00 2.325507345301542017e+00 2.777571424844360592e-01 1.909267200131310460e-01 9.399177281078152646e-02 2.463309152464283613e-01 2.572344169632593491e+00 7.267773815819325023e-01 2.827303601629767016e+00 2.421415252674503193e+00
