_RAJ2000,_DEJ2000,Type,WISEP,OName,p,SpType,l_W1mag,W1mag,e_W1mag,W2mag,e_W2mag,l_W3mag,W3mag,e_W3mag,l_Jmag,Jmag,l_Hmag,Hmag,l_Ksmag,Ksmag,WISE,2M,Simbad,_RA,_DE
22.3015833,35.2992778,L,J012912.38+351757.4,2MASSW J0129122+351758,,L4,,14.089,0.032,13.677,0.042,,12.117,0.308,,16.779,,15.343,,14.696,WISE,2M,Simbad,22.30158,35.29928
22.8280417,38.0319444,L,J013118.73+380155.0,2MASS J01311838+3801554,,L4:,,12.544,0.017,12.214,0.018,,11.975,0.275,,14.679,,13.696,,13.054,WISE,2M,Simbad,22.82804,38.03194
23.8992917,12.08825,L,J013535.83+120517.7,2MASSW J0135358+120522,,L1.5,,12.51,0.025,12.258,0.025,,11.717,0.254,,14.412,,13.527,,12.918,WISE,2M,Simbad,23.89929,12.08825
26.148625,-7.2711944,L,J014435.67-071616.3,2MASS J01443536-0716142,,L5,,11.63,0.026,11.356,0.023,,10.812,0.099,,14.191,,13.008,,12.268,WISE,2M,Simbad,26.14862,-7.27119
26.8894167,34.88625,L,J014733.46+345310.5,2MASSW J0147334+345311,,L0.5,,13.178,0.026,12.863,0.031,,11.679,0.19,,14.946,,14.162,,13.574,WISE,2M,Simbad,26.88942,34.88625
30.889375,-1.1370556,L,J020333.45-010813.4,SDSS J020333.26-010812.5,,L9.5 (IR),,15.414,0.058,14.76,0.096,>,12.479,,>,16.858,,16.516,,16.076,WISE,2M,Simbad,30.88937,-1.13706
31.2654167,12.8617222,L,J020503.70+125142.2,2MASSW J0205034+125142,,L5,,12.92,0.026,12.526,0.027,,11.44,0.207,,15.679,,14.449,,13.671,WISE,2M,Simbad,31.26542,12.86172
31.3737083,-11.9914167,L,J020529.69-115929.1,DENIS-P J0205.4-1159,p,L7,,12.219,0.027,11.768,0.025,,10.865,0.119,,14.587,,13.568,,12.998,WISE,2M,Simbad,31.37371,-11.99142
31.899,13.9317778,L,J020735.76+135554.4,SDSS J020735.60+135556.3,,L3,,13.478,0.029,13.228,0.037,>,12.495,,,15.462,,14.474,,13.808,WISE,2M,Simbad,31.899,13.93178
32.0777083,25.7147222,L,J020818.65+254253.0,2MASSW J0208183+254253,,L1,,12.193,0.026,11.924,0.026,,11.326,0.328,,13.989,,13.107,,12.588,WISE,2M,Simbad,32.07771,25.71472
32.09925,27.6274167,L,J020823.82+273738.7,2MASSW J0208236+273740,,L5,,13.268,0.028,12.955,0.038,,12.065,0.407,,15.714,,14.56,,13.872,WISE,2M,Simbad,32.09925,27.62742
32.2290833,25.0136111,L,J020854.98+250049.0,2MASSW J0208549+250048,,L5,,13.656,0.032,13.251,0.048,>,11.418,,,16.206,,14.974,,14.405,WISE,2M,Simbad,32.22908,25.01361
34.62075,-31.5566944,L,J021828.98-313324.1,2MASSI J0218291-313322,,L3,,12.61,0.026,12.292,0.025,,12.153,0.288,,14.728,,13.808,,13.154,WISE,2M,Simbad,34.62075,-31.55669
34.8675,-19.6451944,L,J021928.20-193842.7,SSSPM J0219-1939,,L1,,12.552,0.026,12.332,0.027,,12.309,0.365,,14.11,,13.339,,12.91,WISE,2M,Simbad,34.8675,-19.64519
36.79425,-16.4140833,L,J022710.62-162450.7,2MASS J02271036-1624479,,L1,,11.793,0.025,11.548,0.023,,11.163,0.126,,13.573,,12.63,,12.143,WISE,2M,Simbad,36.79425,-16.41408
37.0466667,25.6271667,L,J022811.20+253737.8,2MASSW J0228110+253738,,L0:,,12.123,0.024,11.889,0.024,,11.392,0.174,,13.839,,12.993,,12.471,WISE,2M,Simbad,37.04667,25.62717
37.56525,27.0683056,L,J023015.66+270405.9,2MASS J02301551+2704061,,L0:,,12.642,0.025,12.378,0.027,,11.909,0.287,,14.294,,13.478,,12.986,WISE,2M,Simbad,37.56525,27.06831
38.9480417,-8.8221389,L,J023547.53-084919.7,SDSS J023547.56-084919.8,,L2,,13.762,0.031,13.493,0.039,>,12.048,,,15.571,,14.812,,14.191,WISE,2M,Simbad,38.94804,-8.82214
39.0750417,0.8146667,L,J023618.01+004852.8,SDSSp J023617.93+004855.0,,L6,,13.806,0.029,13.36,0.036,,12.362,0.393,,16.098,,15.265,,14.666,WISE,2M,Simbad,39.07504,0.81467
39.927,-17.59675,L,J023942.48-173548.3,2MASSI J0239424-173547,,L0,,12.705,0.025,12.407,0.026,,11.717,0.227,,14.291,,13.525,,13.039,WISE,2M,Simbad,39.927,-17.59675
40.474625,-12.6854167,L,J024153.91-124107.5,2MASSI J0241536-124106,,L2:,,13.603,0.028,13.271,0.032,,12.675,0.493,,15.605,,14.646,,13.931,WISE,2M,Simbad,40.47462,-12.68542
40.682,16.1271111,L,J024243.68+160737.6,2MASSW J0242435+160739,,L1.5,,13.897,0.03,13.495,0.04,>,12.324,,,15.776,,14.998,,14.349,WISE,2M,Simbad,40.682,16.12711
44.0079583,1.1795278,L,J025601.91+011046.3,SDSS J025601.86+011047.2,,L0,,14.919,0.042,14.526,0.078,>,12.464,,,16.212,,15.696,,15.216,WISE,2M,Simbad,44.00796,1.17953
45.402375,0.3491667,L,J030136.57+002057.0,SDSSp J030136.53+002057.9,,L1:,,15.512,0.052,15.215,0.113,>,12.585,,,16.882,,16.326,>,15.619,WISE,2M,Simbad,45.40237,0.34917
45.8385,-0.1605556,L,J030321.24-000938.0,SDSSp J030321.24-000938.2,,L0,,14.645,0.036,14.215,0.057,,12.451,0.436,,16.12,,15.609,,14.88,WISE,2M,Simbad,45.8385,-0.16056
47.2876667,-19.8275,L,J030909.04-194939.0,2MASSW J0309088-194938,,L4.5,,13.38,0.027,13.071,0.028,,12.746,0.361,,15.752,,14.656,,14.057,WISE,2M,Simbad,47.28767,-19.8275
47.5579167,-27.9460556,L,J031013.90-275645.8,2MASS J03101401-2756452,,L5,,13.183,0.026,12.82,0.029,,12.336,0.357,,15.795,,14.662,,13.959,WISE,2M,Simbad,47.55792,-27.94606
49.188375,-28.8146667,L,J031645.21-284852.8,2MASSI J0316451-284852,,L0:,,12.681,0.025,12.315,0.025,,11.928,0.226,,14.57,,13.77,,13.11,WISE,2M,Simbad,49.18837,-28.81467
49.7265417,-34.3579722,L,J031854.37-342128.7,2MASS J03185403-3421292,,L7,,12.622,0.025,12.123,0.024,,11.157,0.104,,15.569,,14.346,,13.507,WISE,2M,Simbad,49.72654,-34.35797
54.2655417,-17.9685,L,J033703.73-175806.6,2MASSW J0337036-175807,,L4.5,,12.832,0.026,12.445,0.027,,11.866,0.228,,15.621,,14.412,,13.581,WISE,2M,Simbad,54.26554,-17.9685
59.594125,-41.2680556,L,J035822.59-411605.0,2MASS J03582255-4116060,,L5,,12.9,0.026,12.43,0.024,,11.658,0.15,,15.846,,14.608,,13.838,WISE,2M,Simbad,59.59412,-41.26806
103.0815417,-25.5804167,L,J065219.57-253449.5,DENIS-P J0652197-253450,,L0,,11.125,0.024,10.792,0.022,,10.355,0.059,,12.759,,12.02,,11.516,WISE,2M,Simbad,103.08154,-25.58042
103.1274167,47.17675,L,J065230.58+471036.3,2MASSI J0652307+471034,,L4.5,,10.874,0.024,10.505,0.02,,9.86,0.048,,13.511,,12.384,,11.694,WISE,2M,Simbad,103.12742,47.17675
109.3175833,57.0954444,L,J071716.22+570543.6,2MASSW J0717163+570543,,L3,,12.303,0.025,11.935,0.024,,11.34,0.152,,14.636,,13.593,,12.945,WISE,2M,Simbad,109.31758,57.09544
109.8836667,-50.8615278,L,J071932.08-505141.5,2MASS J07193188-5051410,,L0,,12.441,0.026,12.213,0.025,,11.579,0.135,,14.094,,13.282,,12.773,WISE,2M,Simbad,109.88367,-50.86153
110.8112083,57.4515556,L,J072314.69+572705.6,2MASS J07231462+5727081,,L1,,12.291,0.026,12.046,0.023,,11.668,0.191,,13.97,,13.156,,12.613,WISE,2M,Simbad,110.81121,57.45156
116.6759583,20.00875,L,J074642.23+200031.5,2MASSI J0746425+200032,p,L0.5,,10.133,0.024,9.866,0.022,,9.383,0.039,,11.759,,11.007,,10.468,WISE,2M,Simbad,116.67596,20.00875
118.2475417,41.6096111,L,J075259.41+413634.6,SDSS J075259.43+413634.6,,L0,,14.919,0.04,14.749,0.079,>,12.6,,,16.356,,15.601,>,15.191,WISE,2M,Simbad,118.24754,41.60961
118.383625,29.2861944,L,J075332.07+291710.3,2MASSI J0753321+291711,,L2,,13.319,0.028,13.002,0.031,>,11.874,,,15.516,,14.527,,13.849,WISE,2M,Simbad,118.38362,29.28619
118.81325,29.5791667,L,J075515.18+293445.0,SDSS J075515.26+293445.4,,L3.5: (IR),,15.151,0.047,14.817,0.097,>,12.325,,,17.229,,16.231,,15.638,WISE,2M,Simbad,118.81325,29.57917
119.1053333,12.7483889,L,J075625.28+124454.2,2MASSI J0756252+124456,,L6,,14.19,0.032,13.577,0.036,>,12.032,,,16.659,,15.758,,14.73,WISE,2M,Simbad,119.10533,12.74839
119.235125,23.2487222,L,J075656.43+231455.4,SDSS J075656.54+231458.5,,L3.5: (IR),,14.179,0.034,13.83,0.047,>,11.893,,,16.773,,15.552,,14.994,WISE,2M,Simbad,119.23512,23.24872
120.2005417,46.9738333,L,J080048.13+465825.8,SDSS J080048.13+465825.5,,L2,,13.806,0.028,13.547,0.038,>,12.307,,,15.513,,14.549,,14.315,WISE,2M,Simbad,120.20054,46.97383
120.4179583,46.4793889,L,J080140.31+462845.8,2MASSW J0801405+462850,,L6.5,,13.937,0.03,13.674,0.038,>,12.846,,,16.275,,15.452,,14.536,WISE,2M,Simbad,120.41796,46.47939
120.84475,12.6458889,L,J080322.74+123845.2,SDSS J080322.77+123845.3,,L2.5,,14.625,0.036,14.313,0.062,>,12.339,,,16.308,,15.436,,15.227,WISE,2M,Simbad,120.84475,12.64589
121.3807083,48.2093611,L,J080531.37+481233.7,SDSS J080531.84+481233.0,,L4,,12.886,0.026,12.429,0.025,,11.971,0.257,,14.734,,13.917,,13.444,WISE,2M,Simbad,121.38071,48.20936
122.49525,44.5720833,L,J080958.86+443419.5,SDSS J080959.01+443422.2,,L6 (IR),,13.34,0.027,12.802,0.028,,11.601,0.183,,16.437,,15.184,,14.417,WISE,2M,Simbad,122.49525,44.57208
123.1325417,-24.7455278,L,J081231.81-244443.9,DENIS-P J0812316-244442,,L2.5+/-1,,12.046,0.025,11.817,0.023,,11.351,0.134,,13.817,,12.929,,12.391,WISE,2M,Simbad,123.13254,-24.74553
125.12425,45.0076111,L,J082029.82+450027.4,2MASSW J0820299+450031,,L5,,13.512,0.026,13.174,0.033,,12.221,0.324,,16.279,,15.0,,14.218,WISE,2M,Simbad,125.12425,45.00761
125.1253333,10.6268889,L,J082030.08+103736.8,SDSS J082030.12+103737.0,,L9.5: (IR),,14.703,0.038,14.171,0.06,,12.083,0.347,,16.98,,16.079,,15.538,WISE,2M,Simbad,125.12533,10.62689
125.781875,61.4218056,L,J082307.65+612518.5,2MASS J08230838+6125208,,L2:,,12.747,0.026,12.407,0.025,,12.502,0.381,,14.82,,13.814,,13.196,WISE,2M,Simbad,125.78187,61.42181
125.9502083,24.4828333,L,J082348.05+242858.2,2MASS J08234818+2428577,,L3,,12.812,0.026,12.478,0.027,,12.034,0.265,,14.986,,14.06,,13.377,WISE,2M,Simbad,125.95021,24.48283
127.2774167,14.9387778,L,J082906.58+145619.6,2MASSW J0829066+145622,,L2,,12.817,0.026,12.519,0.029,>,12.156,,,14.75,,13.801,,13.166,WISE,2M,Simbad,127.27742,14.93878
127.4875,26.9192778,L,J082957.00+265509.4,2MASSW J0829570+265510,,L6.5,,13.897,0.031,13.391,0.038,>,12.625,,,17.109,,15.807,,14.959,WISE,2M,Simbad,127.4875,26.91928
128.0189583,-1.4766111,L,J083204.55-012835.8,2MASSW J0832045-012835,,L1.5,,12.408,0.026,12.16,0.026,,11.627,0.22,,14.128,,13.318,,12.712,WISE,2M,Simbad,128.01896,-1.47661
128.7754167,19.8843333,L,J083506.10+195303.6,SDSS J083506.16+195304.4,,L4.5 (IR),,13.609,0.029,13.166,0.04,>,11.939,,,16.094,,14.889,,14.319,WISE,2M,Simbad,128.77542,19.88433
128.9925417,5.8084722,L,J083558.21+054830.5,2MASS J08355829+0548308,,L2:,,12.715,0.026,12.388,0.027,,11.997,0.287,,14.533,,13.683,,13.168,WISE,2M,Simbad,128.99254,5.80847
130.0683333,54.5003889,L,J084016.40+543001.4,SDSS J084016.42+543002.1,,L1,,14.758,0.035,14.365,0.057,,12.772,0.499,,16.393,,15.512,,15.347,WISE,2M,Simbad,130.06833,54.50039
131.8701667,-15.5442778,L,J084728.84-153239.4,2MASSI J0847287-153237,,L2,,11.71,0.026,11.452,0.023,,10.925,0.089,,13.513,,12.629,,12.061,WISE,2M,Simbad,131.87017,-15.54428
133.1452083,47.3419444,L,J085234.85+472031.0,SDSS J085234.90+472035.0,,L9.5: (IR),,13.762,0.029,13.183,0.031,,11.738,0.185,,16.182,,15.419,,14.718,WISE,2M,Simbad,133.14521,47.34194
134.4914583,57.1465278,L,J085757.95+570847.5,SDSSp J085758.45+570851.4,,L8,,12.026,0.026,11.416,0.022,,10.298,0.058,,15.038,,13.79,,12.962,WISE,2M,Simbad,134.49146,57.14653
134.9099167,63.6917778,L,J085938.38+634130.4,2MASS J08593854+6341355,,L0,,12.0,0.026,11.753,0.022,,11.434,0.133,,13.701,,12.89,,12.387,WISE,2M,Simbad,134.90992,63.69178
135.9480833,1.2458889,L,J090347.54+011445.2,SDSS J090347.55+011446.0,,L2,,14.555,0.034,14.235,0.051,>,12.855,,,16.449,,15.603,,14.887,WISE,2M,Simbad,135.94808,1.24589
136.4439583,56.3869167,L,J090546.55+562312.9,2MASS J09054654+5623117,,L5,,12.995,0.027,12.643,0.027,,12.172,0.277,,15.395,,14.284,,13.73,WISE,2M,Simbad,136.44396,56.38692
137.1565,50.5343333,L,J090837.56+503203.6,2MASSI J0908380+503208,,L5,,12.1,0.024,11.635,0.024,,10.709,0.093,,14.549,,13.477,,12.945,WISE,2M,Simbad,137.1565,50.53433
137.4889583,-6.9717778,L,J090957.35-065818.4,DENIS-P J0909-0658,,L0,,12.218,0.024,11.965,0.024,,11.188,0.136,,13.89,,13.09,,12.539,WISE,2M,Simbad,137.48896,-6.97178
137.8020833,74.0185,L,J091112.50+740106.6,2MASS J09111297+7401081,,L0,,11.344,0.025,11.019,0.021,,10.543,0.062,,12.921,,12.205,,11.748,WISE,2M,Simbad,137.80208,74.0185
138.2634583,18.6966389,L,J091303.23+184147.9,2MASSW J0913032+184150,,L3,,13.756,0.03,13.417,0.038,>,12.6,,,15.966,,14.844,,14.279,WISE,2M,Simbad,138.26346,18.69664
138.892,4.3680833,L,J091534.08+042205.1,2MASS J09153413+0422045,,L7,,12.077,0.024,11.704,0.022,,10.952,0.119,,14.548,,13.531,,13.011,WISE,2M,Simbad,138.892,4.36808
139.3114583,31.8066944,L,J091714.75+314824.1,SDSS J091714.76+314824.8,,L2,,14.76,0.037,14.494,0.071,>,11.971,,,16.297,,15.731,,15.011,WISE,2M,Simbad,139.31146,31.80669
139.6601667,21.5678056,L,J091838.44+213404.1,2MASSW J0918382+213406,,L2.5,,13.377,0.027,13.067,0.033,,12.534,0.517,,15.662,>,14.58,,13.903,WISE,2M,Simbad,139.66017,21.56781
141.9892083,60.4627778,L,J092757.41+602746.0,SDSS J092757.46+602746.3,,L1,,13.851,0.028,13.547,0.034,>,12.38,,,15.52,,14.743,,14.231,WISE,2M,Simbad,141.98921,60.46278
142.3893333,34.4977222,L,J092933.44+342951.8,2MASSW J0929336+342952,,L8,,13.868,0.031,13.253,0.033,,12.093,0.292,,16.601,,15.44,,14.644,WISE,2M,Simbad,142.38933,34.49772
146.0117917,31.5255833,L,J094402.83+313132.1,2MASSW J0944027+313132,,L2,,13.576,0.027,13.265,0.034,,12.745,0.526,,15.495,,14.629,,14.007,WISE,2M,Simbad,146.01179,31.52558
155.5615,41.2404444,L,J102214.76+411425.6,HD 89744B,p,L0,,13.055,0.025,12.759,0.029,>,12.021,,,14.901,,14.022,,13.608,WISE,2M,Simbad,155.5615,41.24044
156.4690833,32.20875,L,J102552.58+321231.5,SDSS J102552.43+321234.0,,L7.5:: (IR),,14.396,0.031,14.033,0.045,,12.509,0.396,>,15.913,,15.593,,15.072,WISE,2M,Simbad,156.46908,32.20875
157.4484167,48.5699444,L,J102947.62+483411.8,SDSS J102947.68+483412.2,,L0,,15.24,0.044,15.063,0.101,,12.773,0.539,,16.764,,16.039,,15.585,WISE,2M,Simbad,157.44842,48.56994
158.3417083,40.0966111,L,J103322.01+400547.8,SDSS J103321.92+400549.5,,L6 (IR),,14.846,0.036,14.568,0.066,>,12.258,,,16.644,,15.874,>,15.408,WISE,2M,Simbad,158.34171,40.09661
159.01025,37.4131667,L,J103602.46+372447.4,SDSS J103602.44+372448.5,,L0,,14.896,0.037,14.603,0.067,>,12.351,,,16.42,,15.541,,14.993,WISE,2M,Simbad,159.01025,37.41317
162.8279583,56.2181944,L,J105118.71+561305.5,2MASS J10511900+5613086,,L2,,11.517,0.024,11.257,0.023,,10.758,0.08,,13.244,,12.423,,11.905,WISE,2M,Simbad,162.82796,56.21819
165.0395417,49.9626111,L,J110009.49+495745.4,2MASS J11000965+4957470,,L3.5,,12.96,0.027,12.61,0.025,,12.172,0.255,,15.282,,14.192,,13.474,WISE,2M,Simbad,165.03954,49.96261
167.126375,68.5041111,L,J110830.33+683014.8,2MASSW J1108307+683017,,L1,,11.123,0.026,10.759,0.021,,10.151,0.045,,13.123,,12.235,,11.583,WISE,2M,Simbad,167.12637,68.50411
174.638125,67.6774444,L,J113833.15+674038.8,SDSS J113833.10+674040.3,,L0,,13.63,0.028,13.336,0.032,>,12.553,,,15.215,,14.482,,13.95,WISE,2M,Simbad,174.63812,67.67744
178.675375,-34.0107778,L,J115442.09-340038.8,2MASS J11544223-3400390,,L0,,12.363,0.025,12.051,0.025,,11.552,0.172,,14.195,,13.331,,12.851,WISE,2M,Simbad,178.67537,-34.01078
181.76475,-31.8584722,L,J120703.54-315130.5,2MASS J12070374-3151298,,L3:,,13.584,0.029,13.237,0.033,>,12.42,,,15.85,,14.719,,13.997,WISE,2M,Simbad,181.76475,-31.85847
181.908,-39.1512778,L,J120737.92-390904.6,2MASS J12073804-3909050,,L2:,,12.886,0.028,12.54,0.025,,12.238,0.281,,14.689,,13.817,,13.244,WISE,2M,Simbad,181.908,-39.15128
187.0639583,-15.7934444,L,J122815.35-154736.4,DENIS-P J1228.2-1547,p,L5,,12.009,0.023,11.67,0.024,,10.995,0.124,,14.378,,13.347,,12.767,WISE,2M,Simbad,187.06396,-15.79344
194.2364167,1.7710833,L,J125656.74+014615.9,2MASS J12565688+0146163,,L2:,,12.332,0.025,12.043,0.024,,11.523,0.197,,14.48,,13.516,,12.791,WISE,2M,Simbad,194.23642,1.77108
194.4055833,-1.2268056,L,J125737.34-011336.5,SDSSp J125737.26-011336.1,,L4,,13.488,0.028,13.183,0.036,>,11.856,,,15.941,,14.722,,14.123,WISE,2M,Simbad,194.40558,-1.22681
195.4775,-15.1730556,L,J130154.60-151023.0,2MASS J13015465-1510223,,L1,,12.794,0.028,12.52,0.028,,11.961,0.297,,14.538,,13.665,,13.098,WISE,2M,Simbad,195.4775,-15.17306
196.4164167,-25.6850278,L,J130539.94-254106.1,Kelu-1Aab,,L2,,11.248,0.025,10.909,0.024,,10.372,0.077,,13.414,,12.392,,11.747,WISE,2M,Simbad,196.41642,-25.68503
198.8764583,-26.8318333,L,J131530.35-264954.6,2MASSI J1315309-264951,,L5.5,,12.733,0.025,12.28,0.025,,11.87,0.275,,15.195,,14.058,,13.462,WISE,2M,Simbad,198.87646,-26.83183
201.5825417,-27.4936667,L,J132619.81-272937.2,2MASSW J1326201-272937,,L5,,12.863,0.026,12.329,0.026,,11.275,0.166,,15.847,,14.741,,13.852,WISE,2M,Simbad,201.58254,-27.49367
201.6235833,-0.6423889,L,J132629.66-003832.6,SDSSp J132629.82-003831.5,p,L8:,,13.267,0.027,12.718,0.03,,11.824,0.27,,16.103,,15.05,,14.208,WISE,2M,Simbad,201.62358,-0.64239
203.52575,19.6767778,L,J133406.18+194036.4,2MASSW J1334062+194034,,L1.5,,13.678,0.029,13.388,0.035,,12.207,0.322,,15.477,,14.833,,14.001,WISE,2M,Simbad,203.52575,19.67678
205.2984583,-30.8811389,L,J134111.63-305252.1,2MASS J13411160-3052505,,L2::,,12.736,0.026,12.386,0.026,,11.952,0.288,,14.607,,13.725,,13.081,WISE,2M,Simbad,205.29846,-30.88114
205.513,13.6728889,L,J134203.12+134022.4,SDSS J134203.11+134022.2,,L5.5 (IR),,14.523,0.084,13.874,0.13,>,11.353,,,16.756,,15.708,,15.109,WISE,2M,Simbad,205.513,13.67289
209.97975,-40.58425,L,J135955.14-403503.3,2MASS J13595510-4034582,,L1,,12.179,0.024,11.885,0.023,,11.342,0.141,,13.645,,13.034,,12.566,WISE,2M,Simbad,209.97975,-40.58425
210.6316667,1.8083611,L,J140231.60+014830.1,SDSS J140231.75+014830.3,,L1,,13.806,0.031,13.435,0.039,,12.31,0.452,,15.451,,14.653,,14.176,WISE,2M,Simbad,210.63167,1.80836
211.17375,2.5965278,L,J140441.70+023547.5,SDSS J140441.68+023550.1,,L1,,14.188,0.032,13.889,0.05,>,11.891,,,15.601,,14.908,,14.53,WISE,2M,Simbad,211.17375,2.59653
211.9724583,12.6863889,L,J140753.39+124111.0,2MASS J14075361+1241099,,L1::,,13.048,0.026,12.734,0.028,,11.915,0.262,,15.378,,14.344,,13.598,WISE,2M,Simbad,211.97246,12.68639
212.2632917,-33.9655,L,J140903.19-335755.8,2MASS J14090310-3357565,,L2,,12.569,0.026,12.278,0.028,,12.001,0.289,,14.248,,13.424,,12.865,WISE,2M,Simbad,212.26329,-33.9655
212.5461667,13.4835556,L,J141011.08+132900.8,SDSS J141011.14+132900.8,,L4,,15.166,0.048,15.019,0.11,>,12.196,,,16.846,,15.894,,15.531,WISE,2M,Simbad,212.54617,13.48356
213.102125,16.5529167,L,J141224.51+163310.5,2MASSW J1412244+163312,,L0.5,,12.172,0.027,11.895,0.024,,11.429,0.182,,13.888,,13.15,,12.521,WISE,2M,Simbad,213.10212,16.55292
215.6134583,22.2661944,L,J142227.23+221558.3,SDSS J142227.25+221557.1,,L6.5:: (IR),,14.93,0.038,14.649,0.073,>,12.83,,,17.064,,16.032,,15.642,WISE,2M,Simbad,215.61346,22.26619
216.1623333,9.2860556,L,J142438.96+091709.8,GD 165B,p,L4,,13.214,0.027,13.01,0.032,>,12.466,,,15.687,,14.781,,14.169,WISE,2M,Simbad,216.16233,9.28606
217.6809167,29.2616944,L,J143043.42+291542.1,2MASSI J1430435+291540,,L2,,12.328,0.025,12.002,0.025,,11.201,0.136,,14.273,,13.439,,12.771,WISE,2M,Simbad,217.68092,29.26169
217.733,0.2310556,L,J143055.92+001351.8,SDSS J143055.90+001352.1,,L0,,14.663,0.036,14.32,0.063,>,12.506,,,16.29,,15.375,,14.981,WISE,2M,Simbad,217.733,0.23106
217.8776667,14.6147222,L,J143130.64+143653.0,2MASS J14313097+1436539,,L2,,13.715,0.029,13.36,0.037,,12.556,0.52,,15.151,,14.501,,14.125,WISE,2M,Simbad,217.87767,14.61472
218.82175,-0.7701667,L,J143517.22-004612.6,SDSS J143517.20-004612.9,,L0,,15.071,0.046,14.744,0.091,>,12.107,,,16.484,,15.613,,15.321,WISE,2M,Simbad,218.82175,-0.77017
218.8989583,-0.7298333,L,J143535.75-004347.4,SDSS J143535.72-004347.0,,L3,,14.896,0.044,14.694,0.091,>,12.45,,,16.488,,15.664,,15.025,WISE,2M,Simbad,218.89896,-0.72983
219.729625,-13.153,L,J143855.11-130910.8,2MASSW J1438549-130910,,L3:,,13.288,0.027,12.93,0.034,,11.747,0.28,,15.49,,14.504,,13.863,WISE,2M,Simbad,219.72962,-13.153
219.9204167,18.4438056,L,J143940.90+182637.7,2MASSW J1439409+182637,,L1,,14.331,0.034,13.97,0.054,>,12.224,,,16.22,,15.454,,14.542,WISE,2M,Simbad,219.92042,18.44381
220.0072917,0.3629722,L,J144001.75+002146.7,SDSSp J144001.82+002145.8,,L1,,14.1,0.03,13.835,0.046,>,12.625,,,15.948,,15.08,,14.598,WISE,2M,Simbad,220.00729,0.36297
220.0675417,0.4443056,L,J144016.21+002639.5,SDSS J144016.20+002638.9,,L3,,14.28,0.032,13.955,0.05,>,12.115,,,16.069,,15.414,,14.815,WISE,2M,Simbad,220.06754,0.44431
221.5030417,0.4142222,L,J144600.73+002451.2,SDSSp J144600.60+002452.0,p,L6,,13.253,0.027,12.9,0.032,,11.946,0.3,,15.894,,14.514,,13.935,WISE,2M,Simbad,221.50304,0.41422
222.4088333,23.92675,L,J144938.12+235536.3,2MASSW J1449378+235537,,L0,,14.241,0.032,14.528,0.095,>,12.473,,,15.818,,15.004,,14.311,WISE,2M,Simbad,222.40883,23.92675
227.901125,35.5865278,L,J151136.27+353511.5,SDSS J151136.24+353511.4,,L1,,14.618,0.035,14.236,0.055,>,12.632,,,16.294,,15.621,,14.946,WISE,2M,Simbad,227.90112,35.58653
228.77575,44.6133611,L,J151506.18+443648.1,SDSS J151506.11+443648.3,,L7.5:: (IR),,13.982,0.029,13.465,0.033,,12.331,0.3,,16.583,,15.636,,14.757,WISE,2M,Simbad,228.77575,44.61336
230.8447083,30.2484167,L,J152322.73+301454.3,Gl 584C,,L8,,13.555,0.034,12.994,0.035,,11.919,0.262,,16.056,,14.928,,14.348,WISE,2M,Simbad,230.84471,30.24842
231.5577083,20.7269444,L,J152613.85+204337.0,2MASSI J1526140+204341,,L7,,13.147,0.027,12.794,0.029,,12.18,0.305,,15.586,,14.497,,13.922,WISE,2M,Simbad,231.55771,20.72694
235.0385417,37.7076944,L,J154009.25+374227.7,SDSS J154009.36+374230.3,,L9:: (IR),,13.999,0.03,13.568,0.037,,12.113,0.279,,16.558,,15.348,,14.739,WISE,2M,Simbad,235.03854,37.70769
236.2868333,35.9245833,L,J154508.84+355528.5,SDSS J154508.93+355527.3,,L7.5,,14.587,0.033,14.116,0.047,>,12.566,,,16.834,,15.997,,15.427,WISE,2M,Simbad,236.28683,35.92458
243.9269167,49.88925,L,J161542.46+495321.3,2MASS J16154255+4953211,,L4,,13.221,0.027,12.598,0.025,,12.428,0.261,,16.789,,15.332,,14.306,WISE,2M,Simbad,243.92692,49.88925
248.1224583,19.07775,L,J163229.39+190439.9,2MASSW J1632291+190441,p,L8,,13.143,0.027,12.62,0.026,,11.703,0.187,,15.867,,14.612,,14.003,WISE,2M,Simbad,248.12246,19.07775
259.3097083,65.4391389,L,J171714.33+652620.9,SDSS J171714.10+652622.2,,L4,,12.54,0.024,12.212,0.023,,11.553,0.109,,14.95,,13.84,,13.177,WISE,2M,Simbad,259.30971,65.43914
260.0279167,61.9268056,L,J172006.70+615536.5,SDSS J172006.69+615537.7,,L3,,15.366,0.036,15.252,0.067,>,13.442,,,,,,,,WISE,2M,Simbad,260.02792,61.92681
271.8165417,50.2583889,L,J180715.97+501530.2,2MASSI J1807159+501531,,L1.5,,11.249,0.025,10.966,0.022,,10.483,0.049,,12.934,,12.127,,11.602,WISE,2M,Simbad,271.81654,50.25839
280.2860833,31.2911944,L,J184108.66+311728.3,2MASSW J1841086+311727,,L4pec,,13.612,0.031,13.235,0.033,,12.762,0.371,,16.158,,14.971,,14.22,WISE,2M,Simbad,280.28608,31.29119
287.2840833,-19.6304444,L,J190908.18-193749.6,DENIS-P J1909081-193748,,L1+/-1,,12.464,0.03,12.156,0.05,,,,,14.52,,13.543,,12.915,WISE,2M,Simbad,287.28408,-19.63044
