# Name,redshift,ra,dec,OBJ_TYPE
PSO~J249.4674+02.6995,5.76,249.4674059,2.6995546,HIGH_Z_QUASAR
CFHQS~J1641+3755,6.047,250.34016,37.922361,HIGH_Z_QUASAR
J165042.26+161721.5,5.52,252.6760804,16.28930654,HIGH_Z_QUASAR
SRGEJ170245.3+130104,5.466,255.688797,13.017288,HIGH_Z_QUASAR
PSO~J261.0364+19.0286,6.48,261.036428,19.02864457,HIGH_Z_QUASAR
P265+41,6.0263,265.9298036,41.41394843,HIGH_Z_QUASAR
PSO~J267.0021+22.7812,5.95,267.0021164,22.78121598,HIGH_Z_QUASAR
P271+49,5.74,271.4455546,49.30672182,HIGH_Z_QUASAR
PSO281.33615+53.76311,6.1,281.3361511,53.76311874,HIGH_Z_QUASAR
PSO289.37498+50.05371,6.84,289.3749825,50.05371525,HIGH_Z_QUASAR
PSO~J293.0317+71.6523,6.08,293.0317707,71.65234921,HIGH_Z_QUASAR
 J2002--3013,6.6876,300.6733083,-30.22269167,HIGH_Z_QUASAR
PSO~J308.0416--21.2339,6.2355,308.0416401,-21.23397495,HIGH_Z_QUASAR
PSO~J308.4829--27.6485,5.8,308.48297,-27.6485,HIGH_Z_QUASAR
SDSS~J2053+0047,5.92,313.3407,0.7852222,HIGH_Z_QUASAR
SDSS~J2054--0005,6.0389,313.52704,-0.0874444,HIGH_Z_QUASAR
CFHQS~J2100--1715,6.0807,315.22758,-17.256249,HIGH_Z_QUASAR
VHS~J2102--1458,6.6645,315.5801117,-14.9816292,HIGH_Z_QUASAR
PSO~J319.6040--10.9326,5.9,319.60403,-10.93262,HIGH_Z_QUASAR
SDSS~J2119--0040,5.87,319.9662,-0.67225,HIGH_Z_QUASAR
PSO~J320.8703--24.3604,5.73,320.87033,-24.3604,HIGH_Z_QUASAR
DES~J2131--4359,6.45,322.7928625,-43.98401667,HIGH_Z_QUASAR
PSO~J323.1382+12.2986,6.5872,323.1382865,12.29868221,HIGH_Z_QUASAR
J2142--0120,5.61,325.6636413,-1.333416878,HIGH_Z_QUASAR
SDSS~J2147+0107,5.81,326.98087,1.1320277,HIGH_Z_QUASAR
PSO~J328.7339--09.5076,5.92,328.7339966,-9.507627404,HIGH_Z_QUASAR
HSC~J2201+0155,6.16,330.383625,1.924722222,HIGH_Z_QUASAR
IMS~J2204+0012,5.926,331.0746667,1.19577778,HIGH_Z_QUASAR
J220710.12--041656.28,5.53,331.792177,-4.2823,HIGH_Z_QUASAR
HSC~J2210+0304,6.9,332.6135,3.074583333,HIGH_Z_QUASAR
DES~J2211--6320,6.8449,332.752502,-63.348846,HIGH_Z_QUASAR
VIK~J2211--3206,6.3394,332.80163,-32.103597,HIGH_Z_QUASAR
PSO~J333.9859+26.1081,6.03,333.9859694,26.10817443,HIGH_Z_QUASAR
PSO334.01815-05.00488,6.2,334.0181578,-5.004884549,HIGH_Z_QUASAR
HSC~J2216--0016,6.0962,334.1852917,-0.280583333,HIGH_Z_QUASAR
VIMOS2911001793,6.1492,334.82175,1.046916667,HIGH_Z_QUASAR
SDSS~J2220--0101,5.62,335.07704,-1.02969114,HIGH_Z_QUASAR
PSO~J335.6172--15.6807,6.5182,335.61728,-15.68079,HIGH_Z_QUASAR
HSC~J2223+0326,6.05,335.789625,3.438972222,HIGH_Z_QUASAR
VIK~J2227--3323,6.16,336.82741,-33.393061,HIGH_Z_QUASAR
HSC~J2228+0128,6.01,337.1159583,1.469305556,HIGH_Z_QUASAR
SDSS~J2228+0110,5.95,337.18141,1.1756111,HIGH_Z_QUASAR
HSC~J2228+0152,6.0805,337.1987917,1.877916667,HIGH_Z_QUASAR
CFHQS~J2229+1457,6.1517,337.2569167,14.9523056,HIGH_Z_QUASAR
HSC~J2231--0035,5.87,337.9537083,-0.596527778,HIGH_Z_QUASAR
HSC~J2232+0012,6.18,338.050125,0.210666667,HIGH_Z_QUASAR
PSO~J338.2298+29.5089,6.666,338.2298078,29.50895498,HIGH_Z_QUASAR
HSC~J2236+0032,6.4,339.18575,0.549138889,HIGH_Z_QUASAR
HSC~J2239+0207,6.2497,339.9477917,2.129861111,HIGH_Z_QUASAR
PSO~J340.2041--18.6621,6.01,340.20417,-18.66217,HIGH_Z_QUASAR
CFHQS~J2242+0334,5.88,340.65645,3.5726666,HIGH_Z_QUASAR
VDESJ2250--5015,6,342.50837,-50.26171,HIGH_Z_QUASAR
HSC~J2252+0225,6.12,343.0226667,2.425527778,HIGH_Z_QUASAR
J2255+0503,6.2,343.8365833,5.062027778,HIGH_Z_QUASAR
HSC~J2255+0251,6.34,343.9085,2.857388889,HIGH_Z_QUASAR
PSO~J344.1443-02.7664,6.5,344.144296,-2.76644,HIGH_Z_QUASAR
HSC~J2304+0045,6.36,346.0957083,0.7515,HIGH_Z_QUASAR
SDSS~J2307+0031,5.87,346.89729,0.5303888,HIGH_Z_QUASAR
SDSS~J2310+1855,6.0031,347.662,18.922138,HIGH_Z_QUASAR
VIK~J2315--2856,5.88,348.78089,-28.938175,HIGH_Z_QUASAR
SDSS~J2315--0023,6.12,348.94404,-0.3994722,HIGH_Z_QUASAR
VIK~J2316--2802,6.46,349.1457042,-28.04977778,HIGH_Z_QUASAR
J231738.25+224409.63,5.5,349.4093817,22.73600925,HIGH_Z_QUASAR
CFHQS~J2318--0246,6.05,349.51166,-2.7761111,HIGH_Z_QUASAR
VIK~J2318--3113,6.4429,349.57647,-31.229539,HIGH_Z_QUASAR
VIK~J2318--3029,6.1456,349.63793,-30.4926,HIGH_Z_QUASAR
SDSS~J2325+2628,5.77,351.3093333,26.47988889,HIGH_Z_QUASAR
CFHQS~J2329--0301,6.4164,352.2845,-3.0329999,HIGH_Z_QUASAR
CFHQS~J2329--0403,5.9,352.31025,-4.0566944,HIGH_Z_QUASAR
PSO~J352.4034--15.3373,5.84,352.4034846,-15.33735,HIGH_Z_QUASAR
PSOJ354.5293+21.7328,6.565,354.5293012,21.73282677,HIGH_Z_QUASAR
VIK~J2348--3054,6.9007,357.1389,-30.902844,HIGH_Z_QUASAR
PSO~J357.8289+06.4019,5.81,357.8289832,6.401932091,HIGH_Z_QUASAR
PSO~J359.1352--06.3831,6.1722,359.1352149,-6.383126444,HIGH_Z_QUASAR
J2356+0017,7.01,359.1930417,0.296472222,HIGH_Z_QUASAR
SDSS~J2356+0023,6.044,359.21491,0.3925833,HIGH_Z_QUASAR
