COADD_OBJECT_ID,ra_des,dec_des,g_mag,g_magerr,r_mag,r_magerr,i_mag,i_magerr,z_mag,z_magerr,Y_mag,Y_magerr,J_mag,J_magerr,K_mag,K_magerr,W1_mag,W1_magerr,W2_mag,W2_magerr,g_flux,g_fluxerr,r_flux,r_fluxerr,i_flux,i_fluxerr,z_flux,z_fluxerr,Y_flux,Y_fluxerr,J_flux,J_fluxerr,K_flux,K_fluxerr,W1_flux,W1_fluxerr,W2_flux,W2_fluxerr
1210949117,27.947027,-27.011381,22.44797516,0.0119805,21.29880333,0.00584239,20.89925194,0.00691729,18.30117416,0.0014068,20.53672218,0.03062156,19.7052,0.2267,19.232799999999997,0.2635,19.485999999999997,0.089,19.462,0.175,3.8089909079277064,0.042030113182597355,10.976873719231897,0.05906699709142499,15.85985542261216,0.1010440831165987,173.59225149444953,0.22492533483931704,22.146807358128193,0.6246174598888322,47.63432330570383,9.945971264547353,73.60037040573093,17.862255598477027,58.290797886723595,4.778214992908069,59.593651925593846,9.60536181926638
890190253,308.163851,-43.354745,23.67280197,0.04691775,21.76044655,0.0103117,19.39348221,0.002527,18.36720657,0.00170339,18.16937447,0.00415436,17.2647,0.0131,17.3072,0.0264,17.65,0.035,17.631999999999998,0.048,1.2327619240689154,0.05327114957529584,7.174991319746989,0.06814395399876809,63.47564403558772,0.14773657889916575,163.34933545537348,0.2562755329535263,195.99735565113056,0.7499460466128792,450.9412870111976,5.440852790906673,433.63067842009934,10.543859420107365,316.2277660168386,10.193978760296543,321.5140824832699,14.214019843461797
876064226,305.27997,-45.648343,20.3310833,0.00460625,19.90586281,0.0040991,19.58311081,0.0053919,18.39436913,0.00370427,19.69363785,0.03868336,18.4678,0.0569,17.7656,0.0706,17.159,0.029,17.06,0.036,26.764965012216845,0.11355071291464247,39.5963246160419,0.14949238454268468,53.303493803111415,0.2647117292188137,159.31341531341715,0.5435389391610992,48.1442981587405,1.715318333735385,148.89496088861776,7.803113903206066,284.28896344034956,18.485890708010302,497.0499105762355,13.276196688975615,544.502652842422,18.054197158041685
1238476031,30.879397,-64.856473,24.97860146,0.10093255,23.34690475,0.02878155,22.39768028,0.02076601,18.70081139,0.00173818,21.79987717,0.08320835,20.3568,0.1368,19.755000000000003,0.3196,19.389000000000003,0.065,19.012999999999998,0.089,0.37030486348975256,0.03442439699959058,1.6643248589223558,0.04411923350570028,3.989586521651572,0.07630563781645085,120.1366296635226,0.19232948669613584,6.9190924260661895,0.5302634855017289,26.138460200755382,3.2933794965968803,45.498806015004796,13.393141297738097,63.73823014383456,3.815830163158447,90.11560443397074,7.386958968002805
1073415276,7.977128,-57.932819,22.1425209,0.01066795,21.26966476,0.00622656,20.91979218,0.0075853,18.47609329,0.00172439,20.84778404,0.04235949,19.5802,0.1817,18.9827,0.1998,20.201999999999998,0.145,20.038999999999998,0.256,5.046515831231734,0.049584768681248566,11.27545551797943,0.06466331324529251,15.562634863926801,0.10872553914663041,147.76197388044704,0.23467880045177816,16.629775410588813,0.6488029063781741,53.44658980718579,8.94438752747408,92.66591107402425,17.052621945783386,30.143938842794718,4.025721084965511,35.0267626913814,8.258775206811116
1424683291,58.611117,-24.883277,25.17186165,0.1618073,22.8301239,0.02468938,20.08301926,0.00371745,18.64706421,0.00184792,18.11110687,0.00339833,17.0862,0.0098,16.899,0.0207,17.264,0.029,17.358999999999998,0.035,0.3099240937811218,0.04618799723164948,2.6788626059765104,0.060916690957614594,33.63506691320537,0.11516303771444172,126.23341053310939,0.2148489135483044,206.8031987647829,0.6472893796655559,531.5204763655524,4.797574811961627,631.538745374385,12.040541682186992,451.2321133443382,12.052403916935724,413.4281080471359,13.327347580596935
1548815709,80.369803,-48.946582,20.76354027,0.00385796,19.40594101,0.00161874,19.41125107,0.00220112,18.34916687,0.00157343,18.80482864,0.00669083,17.5883,0.0153,16.704,0.0205,16.036,0.024,15.531,0.021,17.971481990117013,0.06385829113438955,62.751425504933266,0.09355701880134351,62.44527348780206,0.12659570508666113,166.08608653773896,0.24068906424584985,109.16126103171902,0.6727043244464376,334.71871840767403,4.716796187871681,755.788013680452,14.270182952866348,1398.298848465837,30.90914000667049,2226.383629552907,43.06207715623382
1558968033,82.180213,-51.407769,21.48332024,0.00609028,20.3174057,0.00282122,19.37424469,0.00219673,18.28009033,0.00146483,18.01869583,0.00489837,17.3197,0.0105,17.000799999999998,0.0189,16.974,0.034,16.494,0.029,9.261298966375684,0.05194991529411478,27.10427031768567,0.07042881058083147,64.6103545139611,0.13072374620046126,176.99616966802583,0.23879584937721768,225.17577595719808,1.0158952615208916,428.66694909037807,4.145576932705917,575.0160936911839,10.009617550871305,589.3862502405815,18.45672311594685,917.0647491149332,24.49478759921949
1185153369,23.648603,-9.517477,24.12619781,0.06520292,21.45624542,0.00765085,19.86495781,0.00305281,18.72220039,0.00211743,18.51996422,0.00587984,16.926000000000002,0.006,15.1604,0.0039,15.306,0.023,14.84,0.021,0.8119342766767388,0.048759989263879124,9.495150045669757,0.0669094098626801,41.116569804596494,0.11560918288907264,117.79309799169503,0.22972305647311267,141.91042869296112,0.768520577456384,616.0273583272378,3.404292989185918,3132.131591807569,11.250719239643237,2739.0502512868684,58.02344575368759,4207.266283844446,81.37574447046808
1100357110,12.037611,-56.417974,24.44531822,0.07889032,22.59123802,0.01999491,19.8644619,0.00367679,18.72035408,0.00219895,18.54917526,0.00725864,17.561,0.0153,17.7757,0.0432,18.029,0.035,18.11,0.05,0.6051634805160279,0.043971583908688605,3.338141884473405,0.06147519651161045,41.13535408695219,0.13930276791963309,117.99357725616228,0.23897331190612606,138.14332216304268,0.9235508953198515,343.2416650121206,4.836900023846352,281.6566438268847,11.206743369151994,223.04885593776137,7.190245589683322,207.01413487910455,9.533353220233698
1477511760,66.411324,-30.290112,23.94995308,0.06588292,22.07040596,0.01337566,19.69075775,0.00310158,18.67349815,0.00237407,18.40421867,0.00575447,17.6067,0.0178,17.714100000000002,0.049,18.383,0.043,18.502,0.078,0.9550338568385534,0.057951847706324486,5.393089355948683,0.06643983065007801,48.272178637797595,0.1378972379877242,123.19717237400391,0.2693828480032193,157.87469770985038,0.8367458022943859,329.0940270032301,5.395301045489646,298.09864365307016,13.453390865099148,160.99040762157102,6.375938738516788,144.27796231294818,10.365023300403758
1193604751,26.106924,-5.117869,20.36839676,0.00331439,19.67681122,0.00240139,19.75655556,0.00332283,18.6601963,0.00274272,19.33027077,0.01255512,18.1429,0.0454,17.7339,0.057,17.532,0.032,17.25,0.04,25.860760723784214,0.07894426506150952,48.89624537771202,0.10814685387942959,45.43366547233413,0.1390469857962113,124.71580089602058,0.31504938302184987,67.28088446480302,0.7780154833741744,200.83527717919327,8.3979161273033,292.71164473516444,15.367051109455458,352.53318119588624,10.39024189193493,457.08818961487515,16.839751225453558
1105176403,12.129841,-60.343119,20.66733742,0.00336545,20.11805725,0.00269236,20.0195446,0.00384164,18.75004578,0.00219854,19.84408569,0.02090012,18.6811,0.0626,17.980199999999996,0.0796,16.717,0.026,15.687000000000001,0.022,19.6365429578155,0.060867274396640546,32.56695094566703,0.08075806596834365,35.66006742571739,0.12617534611535872,114.81052106909898,0.23248328819198558,41.91463841665964,0.806845133123242,122.33761230327218,7.053586770546067,233.3028263008255,17.104435582198136,746.7925899308842,17.883356245386,1928.4127756394248,39.07494369087417
903699384,315.240897,-62.765434,99.0,99.0,23.04844093,0.03029601,20.65464973,0.00736223,18.62973213,0.00264882,18.11359215,0.00441822,16.4502,0.0061,16.0975,0.0106,16.161,0.024,16.230999999999998,0.025,0.0,0.14358902769679205,2.190905411184202,0.061134271801387766,19.8673575597995,0.13471785799025365,128.26469949379435,0.31292140745075253,206.3303619362231,0.8396265388579728,954.8166860875183,5.364453869742111,1321.2956341865765,12.899757474236369,1246.2351604865141,27.54780002785238,1168.4227381673359,26.903927792193926
1548167334,79.24696,-60.325659,21.19189262,0.00458137,21.01561165,0.00475436,20.75104332,0.00641925,18.71423912,0.00196328,20.29817772,0.02528955,19.8813,0.1002,19.945,0.3467,20.249000000000002,0.09,20.316,0.194,12.112755529802303,0.05111095545895755,14.248047030715458,0.06239116332686255,18.17953087463392,0.10748370834054567,118.66000218540627,0.21456667657358053,27.588552324121903,0.6426073574509977,40.50232926950872,3.7378631890688885,38.194427084004715,12.19633996913124,28.866890179482724,2.3928649563014326,27.13938487641589,4.84928166063835
1599078182,90.379611,-55.863599,23.75198555,0.03920158,22.32011986,0.01471458,19.90061188,0.00292479,18.72375679,0.00203514,18.43629837,0.00420375,17.427500000000002,0.0114,17.4922,0.0326,17.672,0.029,17.746,0.037,1.1460558438256743,0.0413794802543295,4.285012133349467,0.05807317980262764,39.78828755661917,0.10718292809315368,117.62436286444853,0.22047901211259793,153.278291872458,0.5934624051727061,388.1503659906478,4.075496564360334,365.69582314457375,10.980276592295187,309.88460420120606,8.277013774111863,289.4676264176034,9.864552854104435
901769274,314.795349,-44.779192,24.2460804,0.06713804,22.36018372,0.01821317,19.903265,0.00333287,18.81012535,0.00236834,18.51206398,0.0069518,17.6671,0.0222,17.7068,0.055,18.256999999999998,0.042,18.376,0.08,0.7270559618458423,0.044958537842549676,4.129776151550849,0.06927678636902172,39.69117904325627,0.12183948487502715,108.63002012627912,0.23695702578434769,142.9467902216907,0.9152660580979015,311.286294697062,6.364857054586521,300.10967739849457,15.202617527702564,180.80065521100116,6.993989410672446,162.03170427400002,11.938937179319426
