t1_coadd_object_id,t1_ra,t1_dec,t1_mag_aper_4_g,t1_mag_aper_4_r,t1_mag_aper_4_i,t1_mag_aper_4_z,t1_mag_aper_4_y,t1_magerr_aper_4_g,t1_magerr_aper_4_r,t1_magerr_aper_4_i,t1_magerr_aper_4_z,t1_magerr_aper_4_y,fluxlbs_w1,fluxlbs_w2,dfluxlbs_w1,dfluxlbs_w2,mag_w1_vg,mag_w2_vg,mag_w1_ab,mag_w2_ab,dmag_w1,dmag_w2
931684428,324.850726,-42.589015,16.59947395,16.39365959,16.71150398,15.67686081,15.33211136,0.00031146,0.00027259,0.00041749,0.00025945,0.00057004,33422.754,74348.875,30.999132,95.513985,11.189637,10.32141,13.888637,13.66041,0.001007004986138374,0.0013948158808754663
1556041733,81.563282,-41.218403,16.37479973,16.46563339,17.46332932,15.78396988,15.41530991,0.0002726,0.00029896,0.00059308,0.00025365,0.00054066,3525.5322,5923.622,13.24678,33.45192,13.637177,13.065583,16.336177,16.404583,0.004079528373749045,0.0061313771646253875
995403105,347.111985,-53.411194,17.3934021,16.07078934,17.27444839,15.8926506,14.99840164,0.00049061,0.0002313,0.00059399,0.00037449,0.00036796,10385.307,18389.441,21.238377,52.96528,12.462234,11.837237,15.161234,15.176237,0.0022203748853261967,0.0031271381273172832
979002481,342.171547,-51.16481,15.67311382,16.06835556,17.0936985,15.90231609,15.74335289,0.00032173,0.00026585,0.00055374,0.00033545,0.00066817,30659.105,77761.86,29.45853,95.6131,11.282861,10.272022,13.981861,13.611022,0.001043220033981863,0.001334980983211558
1202849140,27.093035,-27.973787,15.96055698,16.34968185,17.33796692,16.12548447,15.43697929,0.00024508,0.00025622,0.00053535,0.00033763,0.00061082,47139.785,112593.85,36.23562,113.97397,10.819148,9.871126,13.518148,13.210126,0.0008345885441746874,0.0010990446248086987
979097465,342.171892,-45.439281,16.90551567,16.11104584,17.14220238,16.10911369,15.09325314,0.00037136,0.00025477,0.00055419,0.00035826,0.0005753,6881.0796,12015.878,19.04653,46.550224,12.910409,12.295991,15.609409,15.634991000000001,0.0030052707421102725,0.004206206449200033
901157280,308.945956,-57.39155,16.52719498,16.4169693,17.34007645,16.20581245,15.47086334,0.00040836,0.00031713,0.00065158,0.00042,0.00071659,12046.165,27419.508,19.84164,62.73685,12.301916,11.405765,15.000916,14.744765000000001,0.0017883523021457114,0.002484204655221387
1365235479,44.648299,-12.338425,22.01330185,20.27596664,17.44159508,16.42836952,15.70997524,0.01024823,0.00314643,0.00068259,0.00048878,0.00095805,4455.4395,7409.6465,15.318433,43.165936,13.379016,12.824734,16.078015999999998,16.163733999999998,0.003732915082397974,0.006325108698164254
1048638437,2.457463,-54.368942,19.33003044,17.96482086,17.93798447,16.89517403,16.76642036,0.00133117,0.00062721,0.00070311,0.00053794,0.00117665,5319.51,10888.513,14.097838,43.34946,13.186163,12.403765,15.885163,15.742765,0.002877432907432252,0.004322544150768277
983946122,344.187156,0.519867,22.97040939,20.70811462,17.87511253,16.62669182,16.39925766,0.02120589,0.00436159,0.00074867,0.00045832,0.00116119,10149.302,18233.076,21.685806,56.754997,12.488234,11.841991,15.187234,15.180991,0.0023198703421733902,0.00337962475688902
973869060,340.11224,-42.891135,22.84487534,20.92042351,17.94206619,16.47093773,16.61912537,0.02006037,0.00477617,0.00079715,0.00040348,0.00131904,7207.999,11921.944,17.363588,46.7621,12.857268,12.306177,15.556268,15.645177,0.0026154659755229996,0.004258643135760421
1182803195,22.649272,-44.761582,23.1382618,20.84315681,18.02996063,16.48607826,16.24250793,0.02420975,0.00432581,0.00082201,0.00046233,0.00098457,9331.098,14981.765,18.319561,47.643417,12.577462,12.060536,15.276462,15.399536000000001,0.002131604515671687,0.0034527429014731548
1599128797,91.606265,-32.838604,20.80651093,19.9086113,18.39408302,17.36998558,17.27511215,0.00528954,0.00285564,0.00137281,0.00098425,0.00253797,2448.5063,7220.6304,11.133063,39.494354,14.030154,12.852997,16.729154,16.191997,0.00493671164699603,0.005938601984299606
894139096,305.788089,-42.782623,21.96538734,20.0918026,18.31654739,17.22119713,17.25612068,0.01155049,0.00307977,0.00133916,0.00094485,0.00233547,1189.6018,2443.413,10.461062,34.786724,14.807714,14.021654,17.506714000000002,17.360654,0.009547693819578526,0.01545756108023021
1532711648,77.536029,-53.584252,23.73181915,21.84861946,18.84126472,17.39985657,17.17084694,0.04735769,0.01110452,0.00157133,0.0008775,0.00213271,2644.2268,4310.9375,10.563692,28.344734,13.946733,13.415835,16.645733,16.754835,0.004337518574546561,0.0071387961245178615
1056009417,4.311568,-40.913089,23.94843864,21.35347176,18.69285965,17.13261604,16.81541443,0.05437058,0.00755011,0.00139555,0.00069017,0.00160674,4415.826,7495.08,13.957495,39.449944,13.388577,12.812279,16.087577,16.151279,0.0034317832381145835,0.005714713182044855
1207256075,27.920813,-0.865736,22.58786583,21.21393013,19.25257492,17.79957199,17.37476921,0.01969885,0.00708447,0.00216854,0.00110632,0.00225535,4476.846,7104.5303,15.701489,43.751823,13.374403,12.873662,16.073403,16.212661999999998,0.0038079654908637736,0.0066862883610010705
1261251312,34.613224,-19.25568,22.00104523,20.65158844,18.82927322,17.76833725,17.43732834,0.01393579,0.00512221,0.00177932,0.00173292,0.00293743,1041.4867,1539.9175,10.647817,33.370895,15.100764,14.533679,17.799764,17.872678999999998,0.011100209362768718,0.023528525967580757
1449896172,48.568055,-62.821675,20.45261192,19.74326897,19.76087189,18.00541878,19.98885536,0.0033383,0.00225229,0.00348139,0.00134352,0.02355347,874.59186,4182.685,6.873984,28.950056,15.139342,13.449846,17.838341999999997,16.788846,0.00853350418757397,0.0075148197698309376
1329143664,40.050376,-34.440411,23.04645538,19.29057693,18.31084442,17.29468346,17.37620354,0.02111845,0.00132808,0.00099612,0.00069969,0.00224343,12415.566,20250.982,19.923933,55.655884,12.262957,11.73331,14.961957,15.07231,0.0017423398497720729,0.002983934718159283
1294850667,39.063162,-30.94108,23.43268776,21.61012459,19.00119591,17.97538185,17.71973801,0.03071907,0.00820072,0.00147466,0.0011136,0.00267284,1119.7764,1988.571,9.39002,30.271187,14.876628,14.243277,17.575628000000002,17.582277,0.009104571838987616,0.016527709439041218
1534684543,77.927143,-46.297658,25.57179642,22.53207779,19.90307426,18.13577271,17.85105896,0.20553085,0.01784364,0.00290887,0.00136279,0.00325896,2074.5088,3855.9683,10.264812,29.016108,14.209793,13.527566,16.908793,16.866566,0.005372297299214014,0.008170149888621232
1077037342,8.023107,2.315623,24.31104088,21.21095657,18.91319656,17.56338692,16.8069706,0.08565485,0.00719599,0.00164583,0.00090616,0.00159212,7657.8125,12198.735,18.319016,49.116676,12.790847,12.280625,15.489847,15.619625000000001,0.0025972977148165295,0.004371580609839849
1002169017,349.222497,-48.101135,21.42377853,20.63117981,20.23416138,17.91620064,19.92351341,0.00585949,0.00371267,0.00385203,0.0010593,0.01689239,622.3938,1389.666,8.680594,28.36062,15.507213,14.622118,18.206212999999998,17.961118,0.015142880897281092,0.022157951567777803
1229269158,30.783791,-28.843909,23.64225006,21.75188828,19.31708336,18.27610588,18.06357574,0.0445919,0.01109658,0.00267329,0.00204216,0.00528807,909.9396,1475.1682,9.03888,30.34207,15.09704,14.577595,17.796039999999998,17.916595,0.010785154604178301,0.022332018766609462
1366809861,46.089981,-39.763459,24.98657608,22.757761,19.6243782,18.29179382,17.96846962,0.15504068,0.02428107,0.00272056,0.00167465,0.00364391,1122.1364,2365.7803,9.105533,28.859625,14.87383,14.066246,17.57283,17.405245999999998,0.00881016500464641,0.013244653241149587
1302362793,34.028799,-25.939146,20.21380234,18.64732933,18.4262085,17.13273048,16.88128853,0.00238126,0.00094874,0.00108526,0.00070408,0.00161243,3344.8635,7201.665,12.159657,40.522373,13.689364,12.855169,16.388364,16.194169,0.003947001078621183,0.006109227167441599
1559006014,82.386638,-21.813884,19.82045174,19.07156754,19.19859505,18.19702339,18.8250103,0.00320779,0.0014848,0.0019122,0.00137062,0.00718089,2653.7524,7665.004,11.083747,39.8171,13.938814,12.789701,16.637814,16.128701,0.004534720497013703,0.005640031895413874
1611651818,96.693409,-59.430093,23.95760536,22.22541428,19.56246567,18.21982574,17.78426933,0.05173674,0.01462986,0.00260662,0.0014156,0.00302247,896.5932,1497.9689,9.818254,27.543745,15.172601,14.491054,17.871601,17.830054,0.011889487713392566,0.01996385983789497
1269986898,35.503013,-16.254595,19.88603973,19.48450089,19.34441948,18.23396683,19.75407791,0.00193897,0.00158114,0.00202187,0.00151987,0.02120009,1528.7771,3899.715,9.807961,35.188004,14.537749,13.53124,17.236749,16.87024,0.0069656056154659505,0.00979684154251628
889513337,304.2411,-55.102771,23.64352226,21.74617386,19.4339962,18.40134811,18.09664345,0.0383657,0.00933895,0.00204414,0.0014782,0.00429242,1017.6319,1598.8085,9.537508,30.35211,14.984338,14.484094,17.683338,17.823094,0.010175799067197382,0.02061183982809778
1609212755,93.343994,-43.207445,23.76823425,22.21310043,19.72474289,18.51745987,18.12677956,0.0351358,0.01132437,0.00229261,0.00141596,0.00313989,950.7079,1664.0016,8.69565,25.460714,15.053902,14.46329,17.752902,17.80229,0.009930686416832164,0.0166127358223647
1184011544,23.308527,-29.119676,23.27457809,21.44407082,19.23371887,18.21505165,17.98457909,0.02945559,0.00770666,0.00235459,0.00143696,0.00352605,707.6807,1432.5507,8.718861,30.424706,15.379442,14.620334,18.078442,17.959334,0.013376630240097928,0.023059012726964496
1286413405,37.419546,-28.012574,21.07563972,19.75318336,19.44661903,18.22771835,18.0581646,0.00449012,0.00206103,0.00224361,0.00165569,0.0039282,1258.4678,2841.2046,9.042501,32.710934,14.757694,13.868768,17.456694,17.207767999999998,0.007801368233070082,0.012500136503810273
1161695107,20.301472,-42.594268,23.67372704,21.73726273,19.2831974,18.16031075,17.99656487,0.04699539,0.01130743,0.0025078,0.00198982,0.00458042,1064.5505,1853.9034,8.772097,27.46764,14.93299,14.335956,17.631990000000002,17.674955999999998,0.008946671204935955,0.016086388971109603
1181123335,23.150272,-9.738821,20.2738266,19.90133095,19.72574997,18.25600624,20.37681961,0.00331723,0.00267068,0.00374895,0.00184683,0.02914794,1147.4946,2722.3882,9.71631,36.017624,14.854842,13.920943,17.553842,17.259943,0.009193376198592536,0.014364460728328648
1548815709,80.369803,-48.946582,20.76354027,19.40594101,19.41125107,18.34916687,18.80482864,0.00385796,0.00161874,0.00220112,0.00157343,0.00669083,4615.826,12781.569,12.119712,41.75706,13.338855,12.233109,16.037855,15.572109000000001,0.002850802891972436,0.0035470724952670137
917620855,320.522972,-53.412919,23.00587654,21.83609962,19.49296379,18.22898865,18.01007462,0.01877504,0.01066282,0.002371,0.00135904,0.00396928,913.8628,1309.8236,10.026842,30.631832,15.196486,14.689271,17.895486,18.028271,0.011912625591926287,0.025391273313802427
1558968033,82.180213,-51.407769,21.48332024,20.3174057,19.37424469,18.28009033,18.01869583,0.00609028,0.00282122,0.00219673,0.00146483,0.00489837,1968.9066,5055.5464,9.203237,30.696047,14.264096,13.239551,16.963096,16.578551,0.005075043992370991,0.006592325919678468
958355441,334.703928,-0.960909,23.84823608,22.01818466,19.59505844,18.48764992,18.32117081,0.04822769,0.01375504,0.00256794,0.0017228,0.00441181,484.78952,1012.7585,9.1985,33.15434,15.785069,14.958333,18.484068999999998,18.297333,0.020600990878407714,0.03554338698007535
1289674526,38.339119,-44.881803,23.30524635,21.8861351,21.22858047,18.52693176,20.8376255,0.03153798,0.01137689,0.01166542,0.00172268,0.03902014,238.6164,531.55743,6.440414,23.75156,16.551947,15.651555,19.250946999999996,18.990555,0.0293047361934516,0.04851390866925706
1568732757,84.397725,-53.316144,23.61123276,21.81488419,19.6035347,18.56899643,18.19730377,0.03715478,0.00947465,0.00257142,0.00185809,0.00401691,835.6359,1401.5223,6.913596,21.045736,15.198508,14.635591,17.897508000000002,17.974591,0.008982789612402944,0.016303784485613638
969592632,338.70436,-62.975811,24.14719391,22.29170227,19.73028755,18.60022163,18.34233093,0.07128446,0.01798569,0.00322844,0.00217023,0.00586403,1397.8578,2778.5234,10.161721,30.458275,14.645308,13.89116,17.344307999999998,17.230159999999998,0.007892754464975612,0.011901879934493055
1581925982,87.31368,-20.052447,22.98007202,21.3847084,19.16082573,18.14576149,17.83837509,0.03012882,0.00912272,0.00217028,0.00171332,0.00486922,831.7396,1269.9635,10.402123,32.82197,15.229191,14.714395,17.928190999999998,18.053395,0.013578722892894904,0.02806064988520157
1532934101,76.632896,-28.269773,22.20127869,21.18501854,20.62160492,18.27908707,20.24594688,0.01016819,0.0048469,0.00579208,0.00139312,0.02354968,373.515,606.4438,7.223535,26.219263,16.075304,15.554294,18.774304,18.893294,0.02099742574150306,0.046941205600873906
876064226,305.27997,-45.648343,20.3310833,19.90586281,19.58311081,18.39436913,19.69363785,0.00460625,0.0040991,0.0053919,0.00370427,0.03868336,1158.5333,2133.8816,9.395015,33.10323,14.834341,14.185861,17.533341,17.524860999999998,0.008804673918087378,0.016843190974342465
1106603940,12.566884,-31.337508,23.53534317,21.95271683,19.89256668,18.33334732,17.89998817,0.04799175,0.01492644,0.00459931,0.00256649,0.00418152,1457.0516,2234.3645,11.013432,34.351665,14.656028,14.102884,17.355027999999997,17.441883999999998,0.008206766226427216,0.01669237332772816
1462659641,63.409385,-16.454297,23.33547211,21.54803467,19.36738014,18.32151031,18.00979805,0.0358579,0.00917532,0.00233784,0.00204467,0.00379659,814.5789,1577.5396,9.544808,31.350073,15.227466,14.513322,17.926465999999998,17.852322,0.012722086974097945,0.021576579933657646
1368752792,46.462425,-51.580236,20.71259499,19.1408062,18.63925934,17.5588932,17.80926132,0.0038464,0.00138525,0.00143102,0.00092777,0.00347216,17563.107,52857.625,22.417202,78.652405,11.889097,10.691711,14.588097,14.030711,0.001385812192613548,0.0016155807927389725
1082465518,8.727438,-49.026294,21.4257679,20.4444828,18.92131042,17.90829277,17.7412281,0.00561555,0.00293068,0.00140645,0.00101263,0.0021691,1202.0646,3059.5085,10.983555,34.98711,14.803285,13.785507,17.502285,17.124507,0.009920634315703315,0.012415972051345897
1032954080,359.790676,-63.764858,23.85166359,21.93278694,19.460289,18.39529037,18.02253532,0.05205416,0.01236504,0.0023816,0.00172625,0.00446151,555.9812,1277.8562,8.388131,27.529392,15.646515,14.727903,18.345515,18.066903,0.01638058538122155,0.023390470374819027
1238476031,30.879397,-64.856473,24.97860146,23.34690475,22.39768028,18.70081139,21.79987717,0.10093255,0.02878155,0.02076601,0.00173818,0.08320835,214.94707,529.9555,5.800346,22.213882,16.66738,15.724041,19.36638,19.063041,0.029298588030644,0.04551026630655768
1602026175,92.427705,-36.934567,23.47831154,21.76450539,19.76476097,18.72361374,18.44689178,0.04223648,0.01171541,0.00366633,0.00238207,0.00522787,819.6955,1369.1501,8.47868,26.708529,15.208276,14.646777,17.907276,17.985777,0.011230523828127222,0.021179866919728115
1280793770,37.215256,-5.998835,23.02554131,21.88805199,19.98247147,18.76289558,18.51330757,0.02640381,0.01205397,0.00366222,0.00265878,0.0076363,913.755,1472.7185,9.62696,31.491549,15.100545,14.573943,17.799545000000002,17.912943,0.011438885711988799,0.023216599026368363
1608199831,93.660701,-60.783515,22.93753433,21.45691681,19.67741776,18.38450432,18.10726738,0.0248181,0.00751004,0.00258296,0.00182308,0.00439518,120342.04,305868.22,54.934544,174.82774,9.8001,8.784827,12.4991,12.123827,0.0004956241668553939,0.0006205836190305782
1215216982,28.921551,-3.526575,22.97565842,21.28541946,19.32386398,18.270401,17.96017838,0.02859074,0.00884393,0.00252348,0.00183659,0.00368238,780.65344,1298.5524,11.47627,35.262707,15.247403,14.702024,17.946403,18.041024,0.015961246304864268,0.029483598557653833
970053914,338.47975,-60.637531,22.99997139,21.41301346,19.34027863,18.32248306,18.06848526,0.0215161,0.00687035,0.00195983,0.00153782,0.00384156,631.61707,1287.1597,10.779488,34.358925,15.574556,14.717926,18.273556,18.056926,0.018529708816064458,0.02898220697017567
1569492654,84.420184,-27.216576,23.91722679,22.09009361,19.69223785,18.64249039,18.36484909,0.06172772,0.01365522,0.00323929,0.00197378,0.00498736,621.64264,1130.5359,8.050646,29.881353,15.524764,14.850831,18.223764,18.189830999999998,0.014060936736725808,0.028697245969153164
889828541,308.104497,-63.823592,24.64282036,22.53222466,20.20389366,18.73098755,18.27275848,0.10145048,0.02065717,0.00465583,0.00217691,0.00478087,1489.271,2909.1821,10.587213,31.871588,14.576141,13.845789,17.275140999999998,17.184789,0.007718488080131778,0.011894799227155545
1393635864,52.574672,-35.541934,24.43766022,22.49098396,20.33702087,18.75171852,18.14041328,0.09867489,0.02099219,0.00492921,0.00263446,0.00406638,1930.3025,3102.6465,9.658608,30.383045,14.290516,13.777629,16.989516000000002,17.116629,0.005432672025843881,0.010632204463929573
1159979725,19.764255,-42.089739,23.5263958,21.87734795,19.67721558,18.67716789,18.49062347,0.03468753,0.01035599,0.00283171,0.00219815,0.00658921,508.8588,817.0434,7.265163,24.842838,15.727876,15.204295,18.426876,18.543295,0.015501452470841002,0.03301265103609067
1562519737,82.936383,-18.383301,23.17157745,21.70624352,19.70374298,18.69438744,18.52805901,0.03628368,0.00911614,0.0025759,0.0019139,0.00532921,589.7184,1118.848,8.357348,28.739475,15.570991,14.894192,18.269990999999997,18.233192,0.015386793593964415,0.027888943371433068
1487367455,68.345873,-19.482097,23.62909889,21.9415741,19.75141335,18.74870491,18.47667885,0.03925449,0.01109148,0.00283218,0.00242849,0.00676658,571.2666,961.76624,8.278049,27.976591,15.602201,15.035145,18.301201,18.374145,0.01573307017084813,0.031582724024925686
1089922020,10.579042,-41.122911,24.23341942,22.399086,19.93875313,18.76861954,18.52755737,0.07939187,0.01931716,0.00401806,0.00276028,0.00733781,497.44952,786.2506,7.717375,27.782785,15.755674,15.248082,18.454674,18.587082,0.016843987392319265,0.03836534502296226
1238841505,31.554829,-33.66053,24.29389191,22.42842674,19.89800644,18.76922798,18.61356735,0.08157755,0.02083921,0.00375878,0.00277344,0.00707101,549.721,857.5591,8.275867,30.106627,15.652704,15.147591,18.351703999999998,18.486591,0.016345397806638365,0.03811732035383758
1217389347,28.564206,-45.170399,22.02249146,20.30182457,19.81892204,18.79655457,19.15898705,0.01013415,0.00294544,0.00338065,0.00240265,0.0081869,3591.797,9915.472,11.959708,42.08014,13.611383,12.506917,16.310383,15.845917,0.0036152065314201884,0.004607741467001345
1018755092,355.846344,-1.42072,23.85622787,22.05908394,19.93470383,18.77369308,18.82937241,0.04679102,0.01289405,0.00355783,0.00199411,0.00678976,379.00928,647.23334,8.514949,33.89519,16.04572,15.480833,18.74472,18.819833,0.024392512001207546,0.05685930046520117
1076601898,7.527731,1.776818,23.66928864,21.7531414,19.33412933,18.16148186,17.91474724,0.0403226,0.0104328,0.00222708,0.00132233,0.00329295,1387.8375,2366.1475,10.947736,35.76709,14.642758,14.055967,17.341758,17.394967,0.008564657847430946,0.01641217403050421
1375884604,47.771104,-51.459992,25.04755211,23.06095886,20.214674,18.86651802,18.55973625,0.11900607,0.02757771,0.00384888,0.00231053,0.00543257,671.0446,1189.6356,7.361001,23.917112,15.436275,14.820493,18.135275,18.159493,0.0119099465057327,0.021828259352405992
1593621837,89.541112,-48.681315,24.22051811,22.38867378,19.93895531,18.87672997,18.71846771,0.07525836,0.01926233,0.00419881,0.00284252,0.00783081,479.08588,788.2801,6.135622,19.859762,15.801378,15.258076,18.500377999999998,18.597076,0.013904953625664119,0.027353808146723127
1133830143,16.162849,-31.354335,23.63996124,21.78208351,19.53961563,18.51613998,18.32798195,0.03950488,0.00975477,0.00237184,0.00188869,0.0050516,544.9572,926.0434,8.298923,29.36743,15.653125,15.077345,18.352125,18.416345,0.016534218029599302,0.03443173612781003
1473179616,63.897417,-66.099953,24.26605988,22.25049782,19.66980934,18.52241135,18.0756321,0.06601613,0.01615557,0.00290699,0.00230704,0.00923932,655.1606,1147.9274,6.821613,21.464962,15.458705,14.842139,18.157705,18.181138999999998,0.011304819320558528,0.020302056016048987
951168040,332.800291,-44.801261,24.06476021,22.11328506,19.75184059,18.62838936,18.36180496,0.0531122,0.01154714,0.002645,0.00174169,0.00457849,964.39325,1561.6599,9.157861,30.72017,15.03515,14.513122,17.73415,17.852121999999998,0.010310131521391807,0.021358043953952167
1285172073,37.899974,-56.103391,24.13106537,22.33534813,19.81054306,18.72006798,18.53051949,0.05853544,0.01546799,0.00334054,0.00231173,0.00681523,603.3184,993.5758,7.03723,22.692905,15.559117,15.019351,18.258117,18.358351,0.01266425057185402,0.024797814670643934
1594567413,89.836497,-33.843047,23.75538635,21.92631912,19.79061317,18.74163437,18.48819351,0.05015668,0.01275888,0.00310049,0.002456,0.00508138,685.40576,1340.6469,8.059623,26.286907,15.406609,14.68353,18.105609,18.02253,0.012767071709174621,0.02128871266625829
890577212,309.7006,-58.085486,24.60754967,21.93425369,19.77342606,18.46750259,18.08196259,0.10875434,0.01311663,0.00336061,0.00197371,0.00760821,1360.1522,2329.467,10.057596,31.280655,14.666958,14.104246,17.365958,17.443246,0.008028436898481322,0.014579532417522295
972912551,340.075757,-0.884367,24.06574821,22.45224571,19.87203789,18.51848602,18.26186943,0.06351206,0.02188463,0.00356948,0.00184255,0.00446187,860.1929,1319.4056,10.694814,35.942554,15.227754,14.709964,17.926754,18.048963999999998,0.01349900326188941,0.02957705512942656
1605038379,93.449444,-46.473491,23.79473305,22.20290184,19.90472412,18.84737968,18.47408867,0.04394823,0.01333314,0.00314068,0.00212116,0.00651771,628.9796,1021.93005,6.819388,20.98604,15.507499,14.985482,18.206499,18.324482,0.011771536701497365,0.02229634349484321
1081352928,8.773869,3.28567,24.29712677,22.38994598,20.0001545,18.95073509,18.64442825,0.07259045,0.01755133,0.00327131,0.00277204,0.00619867,542.7345,868.0476,8.816756,32.796757,15.658281,15.136389,18.357281,18.475389,0.017637852758058438,0.041021513651503236
987544688,345.139827,-44.700852,24.06707191,22.29517555,19.77082634,18.65479279,18.34753799,0.06751455,0.01627672,0.00314008,0.00235728,0.00791024,573.6021,1030.2213,8.006721,27.395336,15.60633,14.970413,18.305329999999998,18.309413,0.015155430691584319,0.028871571706694243
1123096474,14.037779,4.716366,24.12061119,21.99389458,19.77544975,18.72176361,18.52628517,0.08137268,0.01519119,0.00336083,0.00270734,0.00707141,625.1482,1007.10443,9.385925,34.12294,15.511556,14.981324,18.210556,18.320324,0.016301156410023172,0.03678715957072036
917265514,320.254866,-62.656427,26.98918724,24.98085022,21.9400692,18.74217415,17.90317345,0.92377234,0.18512022,0.02192565,0.00232072,0.00368794,2949.9346,5939.146,11.296067,37.09057,13.826179,13.064233,16.525179,16.403233,0.0041575663790219455,0.006780532875284719
1272493342,36.299298,-22.380324,23.88540268,22.12242126,19.78512955,18.7426796,18.49534607,0.04694533,0.01237688,0.00278769,0.00234013,0.0069655,636.71875,1456.1482,9.048175,31.23024,15.489607,14.596082,18.188606999999998,17.935081999999998,0.015428996216127436,0.023285955544418847
1211606605,28.050004,-29.893256,24.84256172,22.73381996,19.97335434,18.5132637,18.07217026,0.0895462,0.01803854,0.00279414,0.00139302,0.00340576,1168.9081,2348.4927,10.155092,32.297752,14.828539,14.067476,17.527538999999997,17.406475999999998,0.009432521724376487,0.014931636227227487
1193604751,26.106924,-5.117869,20.36839676,19.67681122,19.75655556,18.6601963,19.33027077,0.00331439,0.00240139,0.00332283,0.00274272,0.01255512,863.50385,2010.9445,9.079639,34.163406,15.158029,14.232226,17.857029,17.571226,0.0114163854491603,0.018445286168788405
1532999583,76.168822,-33.18493,22.38490868,20.67258644,20.52243614,18.90933418,18.44757462,0.01234088,0.00390429,0.00546109,0.00263637,0.00557526,894.2241,1671.627,7.776549,26.784449,15.122407,14.453097,17.821407,17.792097,0.00944201883775625,0.01739673145013671
929336649,324.120427,-46.774971,22.99299812,22.15179634,20.09469986,18.94596672,18.7125721,0.0213543,0.01259877,0.00398794,0.00251361,0.00761348,480.196,970.08875,8.406332,29.599619,15.795157,15.032166,18.494157,18.371166,0.019006945084125686,0.03312828645352977
872311405,305.300147,-46.224768,23.12721443,21.66980934,19.91226959,18.40797043,18.99926186,0.03094846,0.01279877,0.00521183,0.00202426,0.01665844,328.564,524.80255,7.811144,29.312225,16.218737,15.685296,18.917737000000002,19.024296,0.025811841350176022,0.06064251007262897
941832300,329.354043,-45.674669,23.54906654,21.69714165,19.52952576,18.44123077,18.26522636,0.04876041,0.01163952,0.00315156,0.00249338,0.00613212,744.0504,1222.713,8.927739,30.844702,15.321788,14.786072,18.020788,18.125072,0.013027571060953855,0.027389264436033223
885456761,314.30254,-47.18768,23.11999893,21.91438484,19.66784668,18.59374046,18.3300457,0.02213848,0.01085045,0.00260343,0.00193889,0.00500315,510.69507,897.5797,8.547853,29.227978,15.726087,15.113146,18.425086999999998,18.452146,0.018172710136109972,0.035354937178808866
1084281745,8.883643,-25.383542,23.93823814,22.31304741,19.92733574,18.92286491,18.71243095,0.05124483,0.01437732,0.0029109,0.00259563,0.0072785,346.06143,640.46893,8.249233,30.872631,16.127867,15.472627,18.826867,18.811626999999998,0.02588121689720094,0.0523359239500317
1185153369,23.648603,-9.517477,24.12619781,21.45624542,19.86495781,18.72220039,18.51996422,0.06520292,0.00765085,0.00305281,0.00211743,0.00587984,8721.516,23465.111,17.650743,61.068398,12.648795,11.571816,15.347795,14.910816,0.0021973302251559385,0.002825649138211149
1411972336,56.062751,-59.049027,22.73996162,21.74852562,19.76101303,18.74658203,18.35029602,0.01792776,0.00937387,0.00281373,0.00217461,0.00475626,397.68808,672.14465,7.709821,23.257318,16.164427,15.367455,18.863427,18.706455,0.02104873696969878,0.03756827072591136
903699384,315.240897,-62.765434,26.32691002,23.04844093,20.65464973,18.62973213,18.11359215,0.48736519,0.03029601,0.00736223,0.00264882,0.00441822,4173.1357,6739.6104,13.078112,38.87614,13.448513,12.929263,16.147513,16.268263,0.003402568406362092,0.006262859452416673
878607892,311.6619,-40.418391,23.7827034,21.87478256,19.69331169,18.68961906,18.47767639,0.05574191,0.01357114,0.00351402,0.00255069,0.00629173,511.21698,1027.3184,8.795365,32.166477,15.723045,14.972518,18.422045,18.311518,0.018679829872948445,0.033995603172706404
1475578575,66.407989,-32.933957,24.14050293,22.12730026,19.84080124,18.835783,18.58492661,0.06425444,0.01407786,0.00343664,0.00241531,0.00639339,448.61667,850.33704,7.887845,26.941341,15.859146,15.159734,18.558146,18.498734,0.01909005943542042,0.034399523897529614
1178572749,22.70703,-47.724565,24.09915924,22.75657082,21.73876762,18.74801636,21.37838173,0.07396892,0.02938694,0.02211331,0.00291194,0.0839344,223.75412,586.2785,6.465945,23.433796,16.649467,15.562531,19.348467,18.901531,0.03137511204028245,0.04339732862814556
1048653056,2.629772,-54.51536,24.51080513,22.6342411,20.06382751,18.87269402,18.70048523,0.0851206,0.02191363,0.00370768,0.00257801,0.00563084,500.34274,1134.5118,8.079622,27.591745,15.755245,14.856368,18.454245,18.195368,0.017532657965938087,0.02640550455178527
1042712358,2.246353,-30.817963,24.13671303,22.136446,20.06414604,18.94518471,18.77389336,0.1082154,0.0233686,0.00666856,0.00446385,0.00981697,357.53488,590.206,7.871269,30.01367,16.106792,15.564718,18.805791999999997,18.903717999999998,0.02390290348927724,0.0552128039305987
1094778480,10.539925,-37.954865,24.25317574,22.37219429,20.07554054,19.03845406,18.89702415,0.07234959,0.01736811,0.00416316,0.00329378,0.00872326,381.91458,911.86694,8.132628,29.352028,16.035202,15.097105,18.734202000000003,18.436105,0.0231200617149251,0.03494869490791535
1297907736,39.571017,-46.523558,23.83038902,21.92593765,19.63172531,18.52332115,18.33670616,0.04540374,0.01132998,0.00270265,0.00209329,0.00628868,683.45935,1149.1224,7.832281,25.50876,15.419952,14.850383,18.118952,18.189383,0.012442277726596626,0.024101683398118412
