#lambda_mu flux_mjy
0.816559374332428 1.9948792171512712e-05
0.8169351816177368 1.970053066384704e-05
0.8173110485076904 1.9451722975133988e-05
0.8176871538162231 1.914078116562537e-05
0.8180633783340454 1.8827340011928963e-05
0.8184398412704468 1.8513095105800213e-05
0.8188164830207825 1.8198125218010864e-05
0.8191931843757629 1.7967678835132328e-05
0.8195701241493225 1.7788134776433876e-05
0.8199472427368164 1.7608120672586708e-05
0.8203245997428894 1.742765968279137e-05
0.820702075958252 1.6770941343354212e-05
0.821079671382904 1.4865961110187527e-05
0.8214575052261353 1.2956466431096787e-05
0.8218355178833008 1.1042448376902766e-05
0.8222136497497559 9.124395894280038e-06
0.82259202003479 9.386751945059588e-06
0.8229705095291138 9.816801672432528e-06
0.8233492374420166 1.0247852804781972e-05
0.8237281441688538 1.0679907829527319e-05
0.8241071105003357 1.0554823424567274e-05
0.8244863152503967 1.0027678159565619e-05
0.8248656988143921 9.499276655191608e-06
0.8252453207969666 8.969618161667787e-06
0.8256250023841858 1.0655182591449632e-05
0.8260049819946289 1.960274850328281e-05
0.8263850808143616 2.856907471804214e-05
0.8267653584480286 3.7556495813309826e-05
0.8271456956863403 4.6562735031402753e-05
0.8275263905525208 4.8753376488061645e-05
0.827907145023346 5.007473218690407e-05
0.8282880783081055 5.1399133778626076e-05
0.8286692500114441 5.2726598248452794e-05
0.829050600528717 5.441274675888679e-05
0.8294320106506348 5.640618270659046e-05
0.8298136591911316 5.84042373825316e-05
0.8301954865455627 6.040691838477253e-05
0.830577552318573 6.162472209955821e-05
0.8309597373008728 5.9519252379446305e-05
0.8313421010971069 5.74092868387531e-05
0.8317245841026306 5.529428738241845e-05
0.8321073055267334 5.317423261896155e-05
0.8324902057647705 5.436350372123467e-05
0.8328733444213867 5.616629164283557e-05
0.8332565426826477 5.7972789987469856e-05
0.8336400389671326 5.978392112423065e-05
0.834023654460907 5.869690992096553e-05
0.8344074487686157 5.4670779580424544e-05
0.8347913026809692 5.0636143213106204e-05
0.8351755142211914 4.6590922460349696e-05
0.8355597853660583 4.301285313948753e-05
0.8359442353248596 4.212827394652204e-05
0.83632892370224 4.124155879619698e-05
0.8367137908935547 4.035271311402531e-05
0.8370987176895142 3.946195345587976e-05
0.8374840021133423 3.9467077192283795e-05
0.8378693461418152 3.9693591104810486e-05
0.8382548689842224 3.992058675348576e-05
0.8386406302452087 4.014806194327943e-05
0.8390264511108398 4.0081939735613576e-05
0.8394125699996948 3.9662942572547026e-05
0.8397988080978394 3.924301738787831e-05
0.8401852250099182 3.8822056021955455e-05
0.8405718803405762 3.821221821603649e-05
0.8409587144851685 3.604176903214645e-05
0.8413456082344055 3.386672247852074e-05
0.8417328000068665 3.1685983471353725e-05
0.8421201109886169 2.950063157921476e-05
0.8425076007843018 3.017841051316887e-05
0.8428953289985657 3.176324322093908e-05
0.8432831168174744 3.335135683168353e-05
0.8436712026596069 3.494354936190927e-05
0.8440593481063843 3.5827790474821675e-05
0.8444477319717407 3.570115901503292e-05
0.8448363542556763 3.557418736995811e-05
0.8452250957489014 3.5446872283360416e-05
0.8456140756607056 3.5212493813484794e-05
0.8460031151771545 3.345267770610557e-05
0.8463924527168274 3.16882489953385e-05
0.8467819094657898 2.9920086438989882e-05
0.8471716046333313 2.814773825346959e-05
0.8475612998008728 2.7347068682208617e-05
0.847951352596283 2.6927893924079346e-05
0.8483415842056274 2.6507704060820016e-05
0.8487319350242615 2.6086604915971593e-05
0.8491224646568298 2.5113932424695304e-05
0.8495131731033325 2.3202708731793047e-05
0.8499041199684143 2.128697772144436e-05
0.8502951860427856 1.9366731702700576e-05
0.8506864309310913 1.755421795548813e-05
0.8510779142379761 2.0465129880756135e-05
0.8514695167541504 2.3382102306576782e-05
0.8518613576889038 2.6305874410659497e-05
0.8522533178329468 2.9236459765538872e-05
0.8526455163955688 2.905522834407506e-05
0.8530377745628357 2.737632209425244e-05
0.8534303903579712 2.5693035557056935e-05
0.8538230657577515 2.4006196070702463e-05
0.8542159199714661 2.289682935961598e-05
0.8546090126037598 2.2975647269860404e-05
0.855002224445343 2.3054624701912005e-05
0.8553956747055054 2.31337536989759e-05
0.8557892441749573 2.3213018429979175e-05
0.8561831116676331 2.142415946565112e-05
0.8565770387649536 1.959509619455922e-05
0.8569712042808533 1.7761730347128635e-05
0.8573655486106873 1.592405692577969e-05
0.8577600717544556 1.5600898979462123e-05
0.8581547737121582 1.6156583880048544e-05
0.8585495948791504 1.6713411475852378e-05
0.8589447140693665 1.7271656611241752e-05
0.8593399524688721 1.8150587108241913e-05
0.859735369682312 1.9829582827133312e-05
0.8601309657096863 2.1512478826570953e-05
0.8605267405509949 2.3199277400973458e-05
0.8609227538108826 2.4889988176113977e-05
0.861318826675415 2.373983750109831e-05
0.8617152571678162 2.2400917226701993e-05
0.8621117472648621 2.1059174549283572e-05
0.8625084757804871 1.971393779952615e-05
0.8629053831100464 1.8430372797523515e-05
0.86330246925354 1.7188395725994608e-05
0.8636996150016785 1.594380418922977e-05
0.8640970587730408 1.4695978396480445e-05
0.8644947409629822 1.413134970491005e-05
0.8648924827575684 1.569346224476521e-05
0.8652904033660889 1.725919859836507e-05
0.865688681602478 1.8828951990528773e-05
0.866087019443512 2.0401959491493544e-05
0.8664855360984802 2.058537609329285e-05
0.866884171962738 2.060833451303621e-05
0.8672831058502197 2.063132751640804e-05
0.8676822185516357 2.0654348433670665e-05
0.8680814504623413 1.957739956122366e-05
0.8684809803962708 1.7593211504200326e-05
0.868880569934845 1.5604857338150487e-05
0.8692803978919983 1.3611849049056878e-05
0.8696803450584412 1.2298331443005863e-05
0.8700805902481079 1.369205959552312e-05
0.8704809546470642 1.5089019313667774e-05
0.8708814382553101 1.6488873685292677e-05
0.8712822198867798 1.7892311327350046e-05
0.8716831207275391 0.00011298112493046283
0.8720842599868774 0.00022430737742167337
0.8724855184555054 0.00033586558394448844
0.8728870153427124 0.0004476832252803287
0.8732886910438538 0.0005056841638430351
0.8736905455589294 0.0005111647659305834
0.8740924596786499 0.0005166562338687384
0.874494731426239 0.0005221610963260022
0.8748971819877625 0.0005255483375993736
0.8752996921539307 0.0005177133578790506
0.8757025599479675 0.000509857536558798
0.8761054873466492 0.0005019846711148485
0.8765085935592651 0.0004940928507854201
0.8769119381904602 0.0004845821438432955
0.8773154020309448 0.0004746780980845272
0.8777191638946533 0.0004647503443596185
0.8781230449676514 0.00045479893776498894
0.878527045249939 0.0004512071600109845
0.8789313435554504 0.000454966077060402
0.8793357610702515 0.0004587322616503191
0.8797404170036316 0.00046250746528113574
0.8801451921463013 0.0004667824719041193
0.88055020570755 0.00047477645769502527
0.8809553980827332 0.0004827884282294963
0.8813607692718506 0.0004908183805184086
0.8817663192749023 0.0004988664430307637
0.8821720480918884 0.0004686802635687164
0.8825780153274536 0.0004269746021617473
0.8829841017723083 0.0003851815467298265
0.8833904266357422 0.00034328081196110226
0.8837968707084656 0.00032194939922519834
0.8842036128044128 0.0003288468848500557
0.8846104741096497 0.0003357583236470283
0.885017454624176 0.0003426853664861692
0.885424792766571 0.00034762707406926855
0.8858322501182556 0.00032791732673328534
0.8862398266792297 0.0003081613940374833
0.8866475820541382 0.0002883639693505286
0.8870555758476257 0.00026851543803715607
0.8874637484550476 0.0003008093546565219
0.8878721594810486 0.0003527384565613053
0.8882806897163391 0.00040477520302964953
0.8886894583702087 0.00045694465858187993
0.8890983462333679 0.00047061237407345735
0.889507532119751 0.00042129171152483977
0.8899167776107788 0.00037186793587742217
0.8903262615203857 0.00032232900027278087
0.890735924243927 0.0002744187297160221
0.8911458253860474 0.0002779448743677816
0.8915559649467468 0.00028147969507763846
0.8919661045074463 0.00028502066007964354
0.8923765420913696 0.0002885703457670787
0.8927872180938721 0.0002808394108767766
0.8931980729103088 0.0002679021919974563
0.8936091065406799 0.0002549346539897434
0.8940201997756958 0.0002419398070675506
0.8944316506385803 0.0002332683899191686
0.8948431611061096 0.00023311823663444935
0.8952549695968628 0.00023296739410548983
0.8956668972969055 0.00023281591322570403
0.8960790038108826 0.00023266381184453496
0.8964914083480835 0.00022898918593877276
0.896903932094574 0.00022527288904801844
0.897316575050354 0.00022154769417806925
0.8977295160293579 0.0002178135862883443
0.8981425762176514 0.0002115871034637391
0.8985558748245239 0.00020396653599409972
0.8989693522453308 0.00019632803468553497
0.899383008480072 0.00018867162124022578
0.8997969031333923 0.00018581220682458845
0.9002109169960022 0.00019442070921647057
0.9006251096725464 0.00020304682926432292
0.9010395407676697 0.00021169468119278234
0.9014542102813721 0.00022036229795438958
0.9018689393997192 0.000230048273708054
0.9022839665412903 0.0002398130955055833
0.9026991128921509 0.0002495978991333713
0.9031145572662354 0.00025940734526038703
0.9035300612449646 0.00025739437540771336
0.9039459228515625 0.0002475025006123872
0.9043618440628052 0.00023758979441351952
0.9047779440879822 0.00022765385833453043
0.9051943421363831 0.0002180646986326376
0.9056108593940735 0.00020955207031902315
0.9060275554656982 0.00020101953171316745
0.9064444303512573 0.0001924669962687869
0.9068615436553955 0.00018389445604080073
0.907278835773468 0.00019141881248403985
0.9076963067054749 0.0002006318259863385
0.908113956451416 0.0002098658648408885
0.9085318446159363 0.00021912097678429231
0.9089499115943909 0.00021844982391450767
0.9093681573867798 0.00020991091873705518
0.9097866415977478 0.0002013519905593595
0.9102052450180054 0.00019277305836872072
0.9106241464614868 0.00018507787779592738
0.9110431671142578 0.00018073966150244667
0.9114623069763184 0.00017639218830862392
0.9118817448616028 0.00017203346159577033
0.9123013615608215 0.0001676644472890325
0.9127212166786194 0.00017051733317946912
0.913141131401062 0.00017451522781422588
0.9135613441467285 0.00017852305743156722
0.9139817357063293 0.0001825399126749187
0.9144022464752197 0.00018700001693030448
0.914823055267334 0.00019187899785958008
0.915243923664093 0.00019676782858275886
0.9156651496887207 0.0002016688454015219
0.9160864949226379 0.00020309753190742746
0.9165080189704895 0.00018741590795581903
0.9169297814369202 0.0001716942160901591
0.9173516631126404 0.00015593970997566928
0.9177738428115845 0.00014014501656968429
0.9181960821151733 0.00014638304359010465
0.9186186790466309 0.00015742730476579636
0.9190413355827332 0.0001684942624327377
0.9194642305374146 0.00017958907286578252
0.9198873043060303 0.0001778962377338448
0.9203105568885803 0.00016198999732133795
0.9207341074943542 0.0001460432188524274
0.921157717704773 0.00013006318691309406
0.9215816259384155 0.00011548817033967158
0.9220056533813477 0.0001108315516622267
0.9224299788475037 0.0001061629693817139
0.9228544235229492 0.00010148459389395518
0.9232791066169739 9.679423446368201e-05
0.9237039089202881 0.00010139760317492361
0.9241288900375366 0.0001086442727170681
0.9245542287826538 0.00011590916099695431
0.924979567527771 0.0001231889518330121
0.9254052639007568 0.00012531692708528676
0.9258310794830322 0.0001206491058804816
0.9262571334838867 0.00011596932799924434
0.9266833066940308 0.00011127970529631356
0.9271097779273987 0.00010702171357027926
0.9275363087654114 0.00010754626054203326
0.9279631972312927 0.00010807200794445417
0.9283901453018188 0.00010859869054122577
0.9288173913955688 0.00010912658377590558
0.9292446970939636 0.00010852784296815539
0.929672360420227 0.00010752532971232569
0.9301000833511353 0.00010652060052236818
0.9305281043052673 0.00010551319263971403
0.930956244468689 0.00010417881937655312
0.9313846826553345 0.00010233202800661012
0.9318132996559143 0.00010048087306485789
0.9322419762611389 9.862574884497523e-05
0.9326710104942322 9.671950302100306e-05
0.9331002235412598 9.376472381072496e-05
0.9335294961929321 9.080369541686115e-05
0.9339590668678284 8.783509196130188e-05
0.9343888759613037 8.485954016814103e-05
0.9348188638687134 8.451390612743752e-05
0.9352489113807678 8.532483750171194e-05
0.9356793165206909 8.61377091784618e-05
0.9361098408699036 8.695232715114282e-05
0.9365406036376953 8.76189813075467e-05
0.9369716048240662 8.800583931246262e-05
0.9374027252197266 8.83934726923479e-05
0.9378340840339661 8.878188259260337e-05
0.9382656216621399 8.917049080588594e-05
0.938697338104248 8.772982240296886e-05
0.9391292929649353 8.628573493039751e-05
0.9395614266395569 8.483822270953681e-05
0.9399937391281128 8.338728005833646e-05
0.9404263496398926 8.089449925132942e-05
0.9408590793609619 7.784402966121154e-05
0.9412919878959656 7.478645321245476e-05
0.9417250752449036 7.172177622184567e-05
0.9421585202217102 6.913500108205865e-05
0.9425919651985168 6.764791787558104e-05
0.9430257678031921 6.615700337853082e-05
0.943459689617157 6.466292708874865e-05
0.9438938498497009 6.316499890940324e-05
0.9443281292915344 6.72734518012891e-05
0.9447627067565918 7.163730903333713e-05
0.945197343826294 7.60100916572243e-05
0.9456323385238647 8.039378427658081e-05
0.9460674524307251 7.925147143351594e-05
0.9465028047561646 7.457308211312123e-05
0.9469383955001831 6.988388505162531e-05
0.9473740458488464 6.518490621841916e-05
0.9478099346160889 6.115455512015548e-05
0.9482461214065552 5.902234058612365e-05
0.9486825466156006 5.688469516707369e-05
0.9491190314292908 5.474255115804085e-05
0.9495557546615601 5.259543704166899e-05
0.9499926567077637 5.20419438434298e-05
0.9504297971725464 5.163408416155786e-05
0.9508671760559082 5.122513347103517e-05
0.9513046741485596 5.0815270172269594e-05
0.9517424702644348 4.800039176023211e-05
0.9521803855895996 4.335309915087621e-05
0.9526185393333435 3.8694081700049875e-05
0.9530569314956665 3.402435108959755e-05
0.9534953832626343 3.116605392233869e-05
0.9539341926574707 3.4727458220837306e-05
0.9543731212615967 3.8296969242703174e-05
0.9548122882843018 4.187460102604548e-05
0.9552516341209412 4.5460357254059806e-05
0.9556912183761597 4.7395217581049806e-05
0.9561309814453125 4.90942590161922e-05
0.9565709233283997 5.079712734779903e-05
0.9570111036300659 5.250419743067033e-05
0.9574514627456665 5.371320637294479e-05
0.9578920602798462 5.447312309819647e-05
0.9583328366279602 5.523452954344566e-05
0.9587738513946533 5.5997780626904764e-05
0.9592149257659912 5.579296418946593e-05
0.9596563577651978 5.112790623738741e-05
0.9600979685783386 4.645211469432108e-05
0.9605397582054138 4.1765588330143145e-05
0.9609817266464233 3.706829445584669e-05
0.961423933506012 3.788569721598502e-05
0.9618663191795349 3.9826307907929345e-05
0.9623088836669922 4.1771298682536505e-05
0.9627517461776733 4.372111255031414e-05
0.963194727897644 4.396970792695088e-05
0.9636380076408386 4.239870996708058e-05
0.964081346988678 4.082441495710748e-05
0.9645249843597412 3.9246125393368984e-05
0.9649688601493835 3.811180986486366e-05
0.9654129147529602 3.980586528058684e-05
0.9658571481704712 4.150373952036636e-05
0.9663015604019165 4.320543423191135e-05
0.9667462110519409 4.4910955323451926e-05
0.9671910405158997 4.5103790561743935e-05
0.9676360487937927 4.489156904759481e-05
0.9680813550949097 4.467876327206241e-05
0.9685267806053162 4.44654588416852e-05
0.9689724445343018 4.409839367657477e-05
0.9694183468818665 4.353666436740184e-05
0.9698644280433655 4.2973596296881206e-05
0.9703107476234436 4.240919670610043e-05
0.970757246017456 4.158074535141065e-05
0.9712039232254028 3.822987785126605e-05
0.9716507792472839 3.487132026271681e-05
0.9720978736877441 3.1505064109846166e-05
0.9725452065467834 2.813035331338857e-05
0.9729926586151123 2.795313632293114e-05
0.973440408706665 2.886223129572755e-05
0.9738883972167969 2.9773362957853264e-05
0.9743365049362183 3.068653470159998e-05
0.9747848510742188 3.0353457196744983e-05
0.9752333760261536 2.814217339923787e-05
0.9756821393966675 2.5925817840788226e-05
0.9761311411857605 2.3703896109033528e-05
0.9765802621841431 2.1668855338445304e-05
0.9770296812057495 2.3111009944103845e-05
0.9774792194366455 2.4556106000396357e-05
0.9779289960861206 2.6004774855554798e-05
0.9783790111541748 2.745671038119756e-05
0.9788292050361633 2.7631674452146395e-05
0.9792795777320862 2.727007504358996e-05
0.9797302484512329 2.6907543957084872e-05
0.9801810383796692 2.654423001464417e-05
0.9806321263313293 2.6327547764332865e-05
0.9810832738876343 2.6375925069583626e-05
0.9815347790718079 2.6424385295910004e-05
0.981986403465271 2.647292616904833e-05
0.9824382662773132 2.653296081259243e-05
0.9828903079032898 2.7730640192454086e-05
0.9833426475524902 2.8931266660061675e-05
0.9837951064109802 3.0134328163866093e-05
0.9842478632926941 3.134034609117493e-05
0.9847006797790527 2.9767631617721475e-05
0.9851537942886353 2.6772823824193722e-05
0.9856071472167969 2.3771176467379165e-05
0.986060619354248 2.076267275870931e-05
0.9865144491195679 1.8506048147835405e-05
0.9869683384895325 1.7896077882939138e-05
0.9874224662780762 1.728469919607529e-05
0.987876832485199 1.6671778142687415e-05
0.9883314371109009 1.6057441734270675e-05
0.9887862205505371 1.7066069247640617e-05
0.9892411828041077 1.813114466721908e-05
0.9896963834762573 1.9198619287988188e-05
0.9901518821716309 2.0268723015992095e-05
0.9906074404716492 1.8861624471143162e-05
0.9910632967948914 1.593177561830212e-05
0.9915193319320679 1.299525274864682e-05
0.9919756054878235 1.0052044881418323e-05
0.9924320578575134 8.797922230851545e-06
0.9928886890411377 1.2062173091989829e-05
0.9933454990386963 1.533382049481832e-05
0.9938026070594788 1.8613577162107447e-05
0.9942599534988403 2.1900753993925205e-05
0.9947174787521362 2.122165646625777e-05
0.9951751828193665 2.0221077210091017e-05
0.9956331253051758 1.921820001416873e-05
0.9960911870002747 1.8213023334999816e-05
0.9965496063232422 1.801713475389283e-05
0.997008204460144 1.8413907347548212e-05
0.9974669218063354 1.881147402168277e-05
0.997925877571106 1.921000407260159e-05
0.9983851313591003 1.9420395844551684e-05
0.9988445043563843 1.900029814070972e-05
0.9993041157722473 1.857922603673537e-05
0.9997639656066895 1.8157086396917994e-05
1.000223994255066 1.7733964910255776e-05
1.0006842613220215 1.6897585323769973e-05
1.0011447668075562 1.6004780511406288e-05
1.0016053915023804 1.5109930274208324e-05
1.0020662546157837 1.4212844449002927e-05
1.0025274753570557 1.3897442617892912e-05
1.0029886960983276 1.4087219346825653e-05
1.0034501552581787 1.4277450289926518e-05
1.0039119720458984 1.4468133375642158e-05
1.0043739080429077 1.4458106613574183e-05
1.004836082458496 1.3581349397632557e-05
1.0052984952926636 1.2702773121001517e-05
1.0057610273361206 1.1822006378275767e-05
1.0062237977981567 1.0939228662177153e-05
1.006686806678772 1.1960732516885728e-05
1.0071500539779663 1.3345534119097097e-05
1.0076135396957397 1.4733457414077938e-05
1.0080771446228027 1.612420820880849e-05
1.0085409879684448 1.631668130087418e-05
1.0090051889419556 1.5275148548549704e-05
1.0094693899154663 1.4231456759886918e-05
1.0099338293075562 1.318538637824823e-05
1.0103986263275146 1.2199410277991124e-05
1.0108635425567627 1.1577693358122906e-05
1.0113286972045898 1.095455267588868e-05
1.011794090270996 1.032985839551088e-05
1.0122597217559814 9.703868984661338e-06
1.0127254724502563 9.351433508760813e-06
1.0131914615631104 9.067536484050611e-06
1.0136576890945435 8.782984889487948e-06
1.0141241550445557 8.49777862331495e-06
1.014590859413147 8.712923256592975e-06
1.0150575637817383 9.537761743332904e-06
1.0155247449874878 1.0364624952060513e-05
1.0159920454025269 1.1193345328680474e-05
1.016459584236145 1.191991022604361e-05
1.0169272422790527 1.1750811139486778e-05
1.017395257949829 1.1581279605353969e-05
1.017863392829895 1.1411349001715189e-05
1.01833176612854 1.124102099494976e-05
1.0188002586364746 1.0273145694228337e-05
1.0192691087722778 9.04620329130208e-06
1.0197380781173706 7.816733417913977e-06
1.0202072858810425 6.584219758578596e-06
1.0206767320632935 6.933985273482596e-06
1.021146535873413 9.576444930183558e-06
1.0216163396835327 1.2224308955105113e-05
1.0220863819122314 1.487868831279293e-05
1.0225567817687988 1.7285443541481437e-05
1.0230273008346558 1.5843378808889757e-05
1.0234980583190918 1.4397741414020194e-05
1.023969054222107 1.2948821659047333e-05
1.0244401693344116 1.1496915557042964e-05
1.024911642074585 1.0489279826574798e-05
1.0253832340240479 9.658889653991062e-06
1.0258549451828003 8.826614064727315e-06
1.0263270139694214 7.992274785325791e-06
1.0267993211746216 7.791309435522157e-06
1.0272717475891113 8.686783493625343e-06
1.0277445316314697 9.584451293812016e-06
1.0282174348831177 1.048394676478393e-05
1.0286905765533447 1.1350216110283878e-05
1.0291638374328613 1.0439771673862445e-05
1.0296374559402466 9.527072297954743e-06
1.0301111936569214 8.612491001378226e-06
1.0305852890014648 7.695648363553926e-06
1.0310595035552979 8.667910729891116e-06
1.03153395652771 1.0566158836207542e-05
1.0320086479187012 1.2468280197708485e-05
1.032483458518982 1.4375063751375297e-05
1.0329586267471313 0.007611071120954978
1.0334339141845703 0.03102779888941396
1.0339094400405884 0.05450207511180164
1.0343852043151855 0.07802434856826078
1.0348610877990723 0.10160436630075066
1.0353373289108276 0.10065809576594505
1.035813808441162 0.09913899089701277
1.0362904071807861 0.09761633534387423
1.0367672443389893 0.09609012353030956
1.0372443199157715 0.09398614154121455
1.0377216339111328 0.09153979413837639
1.0381990671157837 0.08908733566295553
1.0386768579483032 0.08662923048630662
1.0391547679901123 0.08438088876698513
1.0396329164505005 0.0826747840415756
1.0401113033294678 0.08096439023968616
1.0405899286270142 0.0792500332286389
1.0410687923431396 0.07753172226692574
1.0415478944778442 0.07677919958625366
1.0420269966125488 0.07609237016667442
1.0425065755844116 0.07540376357197327
1.042986273765564 0.07471336898356108
1.0434662103652954 0.07436043020440371
1.043946385383606 0.07424452092662477
1.0444267988204956 0.07412825399849049
1.0449073314666748 0.07401162879044805
1.0453882217407227 0.07393286411594073
1.0458691120147705 0.07397474684404638
1.0463504791259766 0.07401665160540409
1.0468319654464722 0.07405854500540866
1.0473135709762573 0.07410043571123935
1.0477955341339111 0.07409047732166392
1.048277735710144 0.07407418248785602
1.0487600564956665 0.07405775004560056
1.0492427349090576 0.07404118051037913
1.0497255325317383 0.07391438440696388
1.0502084493637085 0.07369542219248876
1.0506917238235474 0.07347586439577486
1.0511752367019653 0.07325568647221392
1.0516588687896729 0.0729825152609337
1.052142858505249 0.07249621651853223
1.0526269674301147 0.07200882153514987
1.0531113147735596 0.0715201456931638
1.0535959005355835 0.0710302850281898
1.0540807247161865 0.07032023443997808
1.0545657873153687 0.06957004686025427
1.0550510883331299 0.06881808968658018
1.0555365085601807 0.06806434724585128
1.0560222864151 0.06722401149361491
1.0565080642700195 0.06629827911742117
1.0569943189620972 0.06537000873098442
1.0574806928634644 0.0644397614944293
1.0579673051834106 0.06350360933554608
1.058454155921936 0.0625460693600628
1.058941125869751 0.0615862983109748
1.0594284534454346 0.06062410546599251
1.0599159002304077 0.05965967382251631
1.06040358543396 0.058796052190252066
1.0608916282653809 0.057954678038859286
1.0613797903060913 0.05711134540779186
1.0618681907653809 0.056266051071916554
1.06235671043396 0.05552380170613662
1.0628455877304077 0.05490255821157049
1.0633347034454346 0.05427984901344211
1.0638240575790405 0.05365555211960984
1.064313530921936 0.05305784976092704
1.0648032426834106 0.05267664911651054
1.0652931928634644 0.05229452417471855
1.0657833814620972 0.051911406619688745
1.066273808479309 0.051527356737003586
1.0667644739151 0.05128357936602958
1.0672553777694702 0.05108224960298862
1.0677465200424194 0.05088041010646748
1.0682377815246582 0.05067804606468161
1.068729281425476 0.05050718237048841
1.0692211389541626 0.05038030633347021
1.0697131156921387 0.050253083586180115
1.0702053308486938 0.050125508960390995
1.0706977844238281 0.049995383969325506
1.0711904764175415 0.0498365865389759
1.071683406829834 0.04967733094795274
1.072176456451416 0.049517697705152824
1.0726698637008667 0.04935760477498472
1.0731635093688965 0.04912675155688119
1.0736572742462158 0.04886854101720314
1.0741512775421143 0.04860964045625032
1.0746456384658813 0.04835004847282163
1.0751399993896484 0.04804970004473085
1.0756347179412842 0.04768202413044128
1.0761297941207886 0.04731338460259969
1.076624870300293 0.04694393849182296
1.077120304107666 0.04657154967008272
1.0776159763336182 0.04613228811678093
1.0781117677688599 0.045692077290198765
1.0786079168319702 0.045250729620112874
1.0791043043136597 0.044808255159034055
1.0796008110046387 0.04435800302950323
1.0800975561141968 0.04390341627528547
1.0805946588516235 0.04344766842983923
1.0810917615890503 0.04299093706119886
1.0815893411636353 0.04255260903837544
1.0820870399475098 0.04215248944800953
1.0825849771499634 0.04175134008003382
1.083083152770996 0.04134924174417275
1.0835814476013184 0.04094619290927336
1.0840801000595093 0.04063790412087204
1.0845788717269897 0.040330133657370024
1.0850778818130493 0.04002162129858766
1.0855772495269775 0.039712308752980645
1.0860767364501953 0.03946980403321588
1.0865765810012817 0.039264766494794684
1.0870765447616577 0.03905922149147527
1.0875767469406128 0.03885316818842132
1.088077187538147 0.03867575658619518
1.0885779857635498 0.03856865568740796
1.0890787839889526 0.03846126694014361
1.0895799398422241 0.03835356868787371
1.0900813341140747 0.03824557815359531
1.0905829668045044 0.03822111768508664
1.0910847187042236 0.03820144222156548
1.0915868282318115 0.0381816711327199
1.092089056968689 0.03816181090066929
1.092591643333435 0.038187989675400956
1.0930944681167603 0.03824532105996585
1.093597412109375 0.03830272419621922
1.0941005945205688 0.03836021443781222
1.0946040153503418 0.03843457091144449
1.0951076745986938 0.038559493506071726
1.095611572265625 0.03868464237777117
1.0961158275604248 0.0388100486392801
1.0966202020645142 0.038935681836861455
1.0971248149871826 0.03910559869150746
1.0976295471191406 0.03928060008258423
1.0981346368789673 0.03945597532167643
1.0986400842666626 0.039631721612662374
1.099145531654358 0.039850338871097714
1.0996512174606323 0.04010356931291368
1.100157380104065 0.040357361760340445
1.1006635427474976 0.04061166831163241
1.1011700630187988 0.040858929696420694
1.1016767024993896 0.041077883338059916
1.1021836996078491 0.04129727232395918
1.1026908159255981 0.04151709726688592
1.1031982898712158 0.041737404524518
