# lambda(micron)      flux(mJy)
# The Calzetti 2000 extinction law is applied to the original SED,
# so that the rest-frame 4400A (B and) flux is 1/30 of the quasar flux.
   0.843335        0.0000002696
   0.843724        0.0000002965
   0.844112        0.0000003930
   0.844501        0.0000002439
   0.844890        0.0000003156
   0.845279        0.0000002661
   0.845668        0.0000003259
   0.846058        0.0000002842
   0.846448        0.0000003644
   0.846838        0.0000003021
   0.847228        0.0000002365
   0.847618        0.0000002796
   0.848008        0.0000003157
   0.848399        0.0000002651
   0.848790        0.0000003129
   0.849181        0.0000002435
   0.849572        0.0000004017
   0.849963        0.0000002878
   0.850354        0.0000002680
   0.850746        0.0000001699
   0.851138        0.0000003144
   0.851530        0.0000002610
   0.851923        0.0000002496
   0.852315        0.0000002578
   0.852708        0.0000002857
   0.853100        0.0000002362
   0.853493        0.0000002105
   0.853886        0.0000002607
   0.854280        0.0000001959
   0.854673        0.0000001929
   0.855067        0.0000002434
   0.855461        0.0000002109
   0.855855        0.0000002283
   0.856249        0.0000002070
   0.856643        0.0000001998
   0.857038        0.0000002478
   0.857433        0.0000001229
   0.857828        0.0000002503
   0.858223        0.0000002361
   0.858618        0.0000001982
   0.859014        0.0000003837
   0.859409        0.0000001944
   0.859805        0.0000002351
   0.860201        0.0000001804
   0.860598        0.0000002298
   0.860994        0.0000002506
   0.861391        0.0000001688
   0.861787        0.0000001669
   0.862184        0.0000002327
   0.862581        0.0000001500
   0.862979        0.0000001499
   0.863376        0.0000001842
   0.863774        0.0000001179
   0.864172        0.0000002038
   0.864570        0.0000001477
   0.864968        0.0000001811
   0.865366        0.0000001474
   0.865765        0.0000001213
   0.866164        0.0000001912
   0.866563        0.0000001080
   0.866962        0.0000001567
   0.867361        0.0000001807
   0.867761        0.0000001762
   0.868161        0.0000001485
   0.868561        0.0000001656
   0.868961        0.0000001451
   0.869361        0.0000001597
   0.869762        0.0000001208
   0.870162        0.0000001824
   0.870563        0.0000001381
   0.870964        0.0000000965
   0.871365        0.0000001502
   0.871766        0.0000001299
   0.872168        0.0000035076
   0.872570        0.0000033655
   0.872971        0.0000036268
   0.873374        0.0000040323
   0.873776        0.0000036048
   0.874178        0.0000029703
   0.874581        0.0000039293
   0.874984        0.0000038768
   0.875387        0.0000034878
   0.875790        0.0000039381
   0.876193        0.0000032314
   0.876597        0.0000033753
   0.877001        0.0000036367
   0.877405        0.0000028766
   0.877809        0.0000041432
   0.878214        0.0000029106
   0.878618        0.0000036143
   0.879023        0.0000037000
   0.879427        0.0000035917
   0.879833        0.0000036428
   0.880238        0.0000033681
   0.880644        0.0000029127
   0.881049        0.0000029156
   0.881455        0.0000032923
   0.881861        0.0000034089
   0.882267        0.0000035575
   0.882673        0.0000038935
   0.883080        0.0000036244
   0.883487        0.0000030438
   0.883894        0.0000022760
   0.884301        0.0000027039
   0.884708        0.0000031481
   0.885116        0.0000030793
   0.885523        0.0000030331
   0.885931        0.0000031669
   0.886340        0.0000027263
   0.886748        0.0000029861
   0.887156        0.0000027322
   0.887565        0.0000029354
   0.887973        0.0000024043
   0.888383        0.0000031743
   0.888792        0.0000026958
   0.889201        0.0000033359
   0.889611        0.0000026223
   0.890021        0.0000030037
   0.890430        0.0000024692
   0.890841        0.0000026655
   0.891251        0.0000023437
   0.891662        0.0000025263
   0.892072        0.0000024147
   0.892483        0.0000025855
   0.892895        0.0000026811
   0.893306        0.0000024683
   0.893717        0.0000027226
   0.894129        0.0000026790
   0.894541        0.0000024451
   0.894953        0.0000019975
   0.895365        0.0000024356
   0.895778        0.0000027414
   0.896190        0.0000023044
   0.896603        0.0000022925
   0.897016        0.0000024676
   0.897429        0.0000025069
   0.897842        0.0000021774
   0.898256        0.0000021846
   0.898670        0.0000020002
   0.899084        0.0000024352
   0.899498        0.0000020236
   0.899912        0.0000019662
   0.900327        0.0000023594
   0.900741        0.0000023668
   0.901156        0.0000026300
   0.901571        0.0000021129
   0.901987        0.0000019559
   0.902402        0.0000023708
   0.902818        0.0000022642
   0.903233        0.0000018006
   0.903650        0.0000021409
   0.904066        0.0000020766
   0.904482        0.0000020832
   0.904899        0.0000015990
   0.905316        0.0000022977
   0.905733        0.0000021623
   0.906150        0.0000015503
   0.906567        0.0000018759
   0.906985        0.0000017147
   0.907403        0.0000016255
   0.907821        0.0000020330
   0.908239        0.0000014802
   0.908657        0.0000021613
   0.909076        0.0000018038
   0.909495        0.0000016727
   0.909913        0.0000019327
   0.910333        0.0000018487
   0.910752        0.0000016795
   0.911172        0.0000021456
   0.911591        0.0000016355
   0.912011        0.0000015095
   0.912431        0.0000016508
   0.912851        0.0000020206
   0.913272        0.0000017686
   0.913693        0.0000015457
   0.914114        0.0000015372
   0.914534        0.0000015553
   0.914956        0.0000014040
   0.915377        0.0000016443
   0.915799        0.0000018797
   0.916221        0.0000018282
   0.916643        0.0000014719
   0.917065        0.0000018592
   0.917487        0.0000015818
   0.917910        0.0000014329
   0.918333        0.0000017563
   0.918756        0.0000017185
   0.919179        0.0000013884
   0.919603        0.0000013929
   0.920026        0.0000015014
   0.920449        0.0000014060
   0.920874        0.0000014542
   0.921298        0.0000014103
   0.921722        0.0000012600
   0.922147        0.0000014464
   0.922572        0.0000013655
   0.922997        0.0000012426
   0.923421        0.0000011756
   0.923847        0.0000011158
   0.924273        0.0000013279
   0.924698        0.0000014769
   0.925124        0.0000012347
   0.925551        0.0000013784
   0.925977        0.0000013254
   0.926403        0.0000014994
   0.926830        0.0000012952
   0.927257        0.0000011472
   0.927684        0.0000012164
   0.928111        0.0000013498
   0.928539        0.0000010399
   0.928967        0.0000009924
   0.929395        0.0000011445
   0.929822        0.0000011991
   0.930251        0.0000009948
   0.930679        0.0000008715
   0.931108        0.0000010785
   0.931537        0.0000008912
   0.931966        0.0000012611
   0.932396        0.0000008702
   0.932825        0.0000010983
   0.933254        0.0000009910
   0.933684        0.0000010682
   0.934114        0.0000009397
   0.934545        0.0000010649
   0.934975        0.0000011197
   0.935406        0.0000009823
   0.935836        0.0000010621
   0.936268        0.0000010805
   0.936699        0.0000010185
   0.937131        0.0000008396
   0.937562        0.0000007805
   0.937994        0.0000006805
   0.938426        0.0000010254
   0.938858        0.0000005953
   0.939291        0.0000007879
   0.939723        0.0000008050
   0.940156        0.0000007339
   0.940589        0.0000007411
   0.941023        0.0000007912
   0.941456        0.0000008444
   0.941890        0.0000007645
   0.942323        0.0000006910
   0.942758        0.0000007160
   0.943192        0.0000008874
   0.943626        0.0000008652
   0.944061        0.0000006830
   0.944496        0.0000007980
   0.944931        0.0000008378
   0.945366        0.0000009892
   0.945802        0.0000007360
   0.946237        0.0000008317
   0.946673        0.0000007632
   0.947109        0.0000006975
   0.947546        0.0000008046
   0.947982        0.0000007172
   0.948418        0.0000005829
   0.948855        0.0000007321
   0.949293        0.0000008621
   0.949730        0.0000005777
   0.950167        0.0000011988
   0.950605        0.0000006275
   0.951043        0.0000007183
   0.951481        0.0000008114
   0.951919        0.0000005288
   0.952358        0.0000005460
   0.952796        0.0000006784
   0.953235        0.0000004943
   0.953674        0.0000004172
   0.954114        0.0000005073
   0.954553        0.0000006526
   0.954993        0.0000005701
   0.955433        0.0000004456
   0.955873        0.0000003707
   0.956313        0.0000005866
   0.956754        0.0000007417
   0.957194        0.0000006170
   0.957635        0.0000006139
   0.958076        0.0000003323
   0.958517        0.0000005416
   0.958959        0.0000004938
   0.959401        0.0000006882
   0.959843        0.0000005320
   0.960285        0.0000004973
   0.960727        0.0000005468
   0.961169        0.0000004167
   0.961612        0.0000006241
   0.962055        0.0000006554
   0.962499        0.0000003550
   0.962942        0.0000003783
   0.963386        0.0000004553
   0.963829        0.0000003841
   0.964273        0.0000006173
   0.964717        0.0000007538
   0.965162        0.0000004343
   0.965606        0.0000004420
   0.966051        0.0000004437
   0.966496        0.0000005891
   0.966941        0.0000005126
   0.967386        0.0000003808
   0.967832        0.0000005065
   0.968278        0.0000005102
   0.968724        0.0000004134
   0.969170        0.0000004258
   0.969617        0.0000003653
   0.970064        0.0000003209
   0.970510        0.0000004961
   0.970957        0.0000004667
   0.971404        0.0000002860
   0.971852        0.0000003319
   0.972300        0.0000003603
   0.972748        0.0000004256
   0.973196        0.0000003127
   0.973644        0.0000003323
   0.974092        0.0000002717
   0.974541        0.0000003341
   0.974990        0.0000003421
   0.975439        0.0000001802
   0.975888        0.0000003246
   0.976338        0.0000003209
   0.976787        0.0000002741
   0.977237        0.0000003111
   0.977687        0.0000004074
   0.978138        0.0000004328
   0.978588        0.0000003489
   0.979039        0.0000002690
   0.979490        0.0000001744
   0.979941        0.0000003477
   0.980393        0.0000002720
   0.980844        0.0000003337
   0.981296        0.0000003173
   0.981748        0.0000003073
   0.982200        0.0000001499
   0.982653        0.0000003209
   0.983106        0.0000001990
   0.983558        0.0000003350
   0.984011        0.0000002484
   0.984465        0.0000002804
   0.984918        0.0000002466
   0.985372        0.0000001281
   0.985826        0.0000001968
   0.986280        0.0000001828
   0.986734        0.0000002215
   0.987188        0.0000001877
   0.987643        0.0000002745
   0.988098        0.0000002316
   0.988553        0.0000001815
   0.989009        0.0000002657
   0.989464        0.0000002174
   0.989920        0.0000001645
   0.990376        0.0000001497
   0.990832        0.0000001536
   0.991289        0.0000002352
   0.991745        0.0000002253
   0.992202        0.0000001654
   0.992659        0.0000001590
   0.993116        0.0000001839
   0.993573        0.0000001888
   0.994031        0.0000001861
   0.994489        0.0000002235
   0.994947        0.0000002372
   0.995406        0.0000001552
   0.995864        0.0000002666
   0.996323        0.0000002111
   0.996782        0.0000001553
   0.997241        0.0000001280
   0.997700        0.0000001557
   0.998160        0.0000002463
   0.998620        0.0000002201
   0.999080        0.0000002410
   0.999540        0.0000001449
   1.000000        0.0000001154
   1.000461        0.0000001646
   1.000922        0.0000001256
   1.001382        0.0000001410
   1.001844        0.0000000971
   1.002305        0.0000001826
   1.002767        0.0000001462
   1.003229        0.0000001130
   1.003691        0.0000001093
   1.004153        0.0000000935
   1.004615        0.0000001431
   1.005079        0.0000001922
   1.005541        0.0000000573
   1.006005        0.0000001240
   1.006468        0.0000001145
   1.006932        0.0000001631
   1.007396        0.0000001065
   1.007860        0.0000000997
   1.008324        0.0000001752
   1.008788        0.0000001024
   1.009253        0.0000001136
   1.009718        0.0000001053
   1.010183        0.0000000519
   1.010648        0.0000001067
   1.011114        0.0000001347
   1.011580        0.0000000728
   1.012045        0.0000000899
   1.012512        0.0000001122
   1.012978        0.0000000971
   1.013445        0.0000001269
   1.013911        0.0000000781
   1.014379        0.0000000977
   1.014846        0.0000001000
   1.015313        0.0000000592
   1.015781        0.0000000678
   1.016249        0.0000000539
   1.016717        0.0000000979
   1.017185        0.0000001031
   1.017654        0.0000000744
   1.018123        0.0000001629
   1.018591        0.0000000866
   1.019061        0.0000000970
   1.019530        0.0000001248
   1.020000        0.0000000872
   1.020470        0.0000000860
   1.020940        0.0000000876
   1.021410        0.0000000465
   1.021880        0.0000000775
   1.022351        0.0000000877
   1.022822        0.0000001192
   1.023293        0.0000000635
   1.023764        0.0000000704
   1.024237        0.0000001084
   1.024708        0.0000000924
   1.025179        0.0000000637
   1.025652        0.0000000322
   1.026124        0.0000000337
   1.026597        0.0000000730
   1.027070        0.0000000520
   1.027544        0.0000000529
   1.028016        0.0000000640
   1.028489        0.0000000645
   1.028964        0.0000000609
   1.029437        0.0000000500
   1.029912        0.0000000428
   1.030386        0.0000000400
   1.030861        0.0000000618
   1.031336        0.0000000874
   1.031810        0.0000000538
   1.032286        0.0000000632
   1.032761        0.0000000612
   1.033238        0.0000000300
   1.033713        0.0001289029
   1.034190        0.0004083313
   1.034666        0.0004167918
   1.035142        0.0004213254
   1.035619        0.0004249045
   1.036096        0.0004279614
   1.036574        0.0004306649
   1.037051        0.0004330893
   1.037529        0.0004352915
   1.038006        0.0004373111
   1.038484        0.0004391788
   1.038963        0.0004409111
   1.039441        0.0004425286
   1.039921        0.0004440450
   1.040399        0.0004454626
   1.040879        0.0004467996
   1.041358        0.0004480637
   1.041838        0.0004492611
   1.042318        0.0004503677
   1.042797        0.0004512999
   1.043278        0.0004521841
   1.043758        0.0004530220
   1.044240        0.0004538212
   1.044720        0.0004546155
   1.045202        0.0004554876
   1.045683        0.0004563293
   1.046164        0.0004571436
   1.046647        0.0004579331
   1.047128        0.0004586968
   1.047611        0.0004594374
   1.048094        0.0004601572
   1.048577        0.0004608592
   1.049059        0.0004615435
   1.049542        0.0004622128
   1.050026        0.0004628687
   1.050509        0.0004635105
   1.050994        0.0004641406
   1.051478        0.0004647577
   1.051963        0.0004653628
   1.052447        0.0004659495
   1.052931        0.0004665266
   1.053417        0.0004670953
   1.053901        0.0004676548
   1.054387        0.0004681691
   1.054873        0.0004685631
   1.055359        0.0004689509
   1.055845        0.0004693313
   1.056331        0.0004697053
   1.056818        0.0004700969
   1.057304        0.0004706008
   1.057792        0.0004711003
   1.058279        0.0004715939
   1.058767        0.0004720839
   1.059254        0.0004725687
   1.059741        0.0004730506
   1.060230        0.0004735296
   1.060718        0.0004740038
   1.061207        0.0004744755
   1.061696        0.0004749408
   1.062185        0.0004753964
   1.062674        0.0004758479
   1.063163        0.0004762963
   1.063653        0.0004767431
   1.064143        0.0004771406
   1.064634        0.0004774268
   1.065124        0.0004777100
   1.065615        0.0004779914
   1.066105        0.0004782695
   1.066596        0.0004785834
   1.067088        0.0004790103
   1.067579        0.0004794348
   1.068071        0.0004798583
   1.068563        0.0004802789
   1.069056        0.0004806983
   1.069547        0.0004811116
   1.070040        0.0004815238
   1.070533        0.0004819352
   1.071026        0.0004823445
   1.071520        0.0004827524
   1.072013        0.0004831550
   1.072507        0.0004835570
   1.073001        0.0004839570
   1.073495        0.0004843560
   1.073990        0.0004847539
   1.074484        0.0004851470
   1.074980        0.0004855395
   1.075474        0.0004859306
   1.075970        0.0004863212
   1.076465        0.0004867096
   1.076961        0.0004870937
   1.077457        0.0004874780
   1.077953        0.0004878605
   1.078450        0.0004882431
   1.078947        0.0004885943
   1.079444        0.0004888066
   1.079941        0.0004890180
   1.080438        0.0004892283
   1.080936        0.0004894386
   1.081434        0.0004896795
   1.081933        0.0004900486
   1.082430        0.0004904162
   1.082930        0.0004907845
   1.083428        0.0004911513
   1.083927        0.0004915168
   1.084426        0.0004918791
   1.084925        0.0004922403
   1.085426        0.0004926022
   1.085925        0.0004929627
   1.086426        0.0004933239
   1.086926        0.0004936852
   1.087427        0.0004940468
   1.087928        0.0004944072
   1.088428        0.0004947673
   1.088930        0.0004951264
   1.089432        0.0004954761
   1.089934        0.0004958267
   1.090436        0.0004961760
   1.090939        0.0004965257
   1.091441        0.0004968372
   1.091943        0.0004970221
   1.092446        0.0004972075
   1.092949        0.0004973915
   1.093453        0.0004975762
   1.093956        0.0004977809
   1.094461        0.0004981198
   1.094965        0.0004984580
   1.095468        0.0004987958
   1.095974        0.0004991346
   1.096478        0.0004994726
   1.096984        0.0004998123
   1.097489        0.0005001515
   1.097995        0.0005004908
   1.098500        0.0005008298
   1.099006        0.0005011666
   1.099512        0.0005014960
   1.100018        0.0005018247
   1.100526        0.0005021538
   1.101032        0.0005043131
   1.101540        0.0005046257
   1.102047        0.0005049392
   1.102554        0.0005052527
   1.103063        0.0005055672
   1.103570        0.0005058810
   1.104079        0.0005061566
   1.104587        0.0005062950
   1.105097        0.0005064337
   1.105605        0.0005065723
   1.106114        0.0005067108
   1.106624        0.0005068815
   1.107133        0.0005071877
   1.107644        0.0005074947
   1.108154        0.0005078012
   1.108665        0.0005081085
   1.109175        0.0005084146
   1.109685        0.0005087176
   1.110197        0.0005090216
   1.110708        0.0005093249
   1.111220        0.0005096291
   1.111732        0.0005099320
   1.112244        0.0005102326
   1.112756        0.0005105326
   1.113268        0.0005108326
   1.113782        0.0005111336
   1.114294        0.0005114334
   1.114808        0.0005117308
   1.115321        0.0005120277
   1.115836        0.0005123254
   1.116349        0.0005126225
   1.116864        0.0005129198
   1.117378        0.0005132134
   1.117892        0.0005135070
   1.118408        0.0005138015
   1.118922        0.0005140955
   1.119439        0.0005143545
   1.119954        0.0005144659
   1.120470        0.0005145775
   1.120986        0.0005146890
   1.121502        0.0005148004
   1.122019        0.0005149526
   1.122535        0.0005152392
   1.123053        0.0005155265
   1.123570        0.0005158133
   1.124088        0.0005161009
   1.124605        0.0005163885
   1.125123        0.0005166778
   1.125642        0.0005169679
   1.126160        0.0005172574
   1.126679        0.0005175477
   1.127198        0.0005178359
   1.127717        0.0005181168
   1.128236        0.0005183972
   1.128756        0.0005186777
   1.129276        0.0005189590
   1.129796        0.0005192402
   1.130317        0.0005195240
   1.130837        0.0005198072
   1.131359        0.0005200912
   1.131879        0.0005203746
   1.132400        0.0005206567
   1.132922        0.0005209315
   1.133444        0.0005212057
   1.133966        0.0005214806
   1.134488        0.0005217551
   1.135012        0.0005219856
   1.135534        0.0005220821
   1.136056        0.0005221786
   1.136580        0.0005222754
   1.137103        0.0005223720
   1.137628        0.0005225025
   1.138151        0.0005227756
   1.138676        0.0005230495
   1.139200        0.0005233229
   1.139724        0.0005235964
   1.140250        0.0005238693
   1.140775        0.0005241332
   1.141301        0.0005243980
   1.141826        0.0005246622
   1.142353        0.0005249272
   1.142879        0.0005251923
   1.143404        0.0005254594
   1.143932        0.0005257273
   1.144458        0.0005259946
   1.144986        0.0005262628
   1.145513        0.0005265295
   1.146041        0.0005267942
   1.146569        0.0005270584
   1.147096        0.0005273227
   1.147625        0.0005275878
   1.148154        0.0005278515
   1.148683        0.0005281132
   1.149212        0.0005283744
   1.149742        0.0005286364
   1.150271        0.0005288978
   1.150800        0.0005291159
   1.151331        0.0005291863
   1.151861        0.0005292567
   1.152392        0.0005293272
   1.152922        0.0005293976
   1.153454        0.0005295122
   1.153985        0.0005297665
   1.154516        0.0005300209
   1.155048        0.0005302760
   1.155580        0.0005305307
   1.156113        0.0005307851
   1.156645        0.0005310365
   1.157178        0.0005312885
   1.157711        0.0005315401
   1.158243        0.0005317918
   1.158778        0.0005320449
   1.159311        0.0005322992
   1.159846        0.0005325542
   1.160379        0.0005328088
   1.160915        0.0005330641
   1.161449        0.0005333172
   1.161983        0.0005335626
   1.162519        0.0005338087
   1.163054        0.0005340544
   1.163591        0.0005343007
   1.164126        0.0005345458
   1.164663        0.0005347888
   1.165199        0.0005350314
   1.165735        0.0005352741
   1.166273        0.0005355175
   1.166809        0.0005357612
   1.167348        0.0005360074
   1.167885        0.0005362531
   1.168423        0.0005364995
   1.168961        0.0005367454
   1.169500        0.0005369496
   1.170038        0.0005370021
   1.170577        0.0005370545
   1.171117        0.0005371072
   1.171656        0.0005371597
   1.172196        0.0005372394
   1.172735        0.0005374724
   1.173276        0.0005377059
   1.173816        0.0005379390
   1.174356        0.0005381723
   1.174898        0.0005384069
   1.175439        0.0005386431
   1.175981        0.0005388800
   1.176522        0.0005391164
   1.177065        0.0005393535
   1.177606        0.0005395894
   1.178148        0.0005398228
   1.178692        0.0005400567
   1.179234        0.0005402903
   1.179778        0.0005405245
   1.180321        0.0005407577
   1.180865        0.0005409888
   1.181409        0.0005412194
   1.181952        0.0005414501
   1.182497        0.0005416814
   1.183041        0.0005419109
   1.183587        0.0005421328
   1.184132        0.0005423542
   1.184678        0.0005425763
   1.185223        0.0005427980
   1.185768        0.0005430224
   1.186315        0.0005432537
   1.186861        0.0005434847
   1.187409        0.0005437163
   1.187955        0.0005439474
   1.188503        0.0005441501
   1.189050        0.0005441734
   1.189597        0.0005441966
   1.190146        0.0005442200
   1.190693        0.0005442433
   1.191243        0.0005442964
   1.191791        0.0005445148
   1.192340        0.0005447340
   1.192889        0.0005449527
   1.193438        0.0005451714
   1.193988        0.0005453903
   1.194538        0.0005456059
   1.195089        0.0005458222
   1.195639        0.0005460381
   1.196190        0.0005462546
   1.196741        0.0005464699
   1.197291        0.0005466829
   1.197844        0.0005468964
   1.198395        0.0005471096
   1.198948        0.0005473233
   1.199499        0.0005475374
   1.200052        0.0005477542
   1.200605        0.0005479706
   1.201159        0.0005481876
   1.201711        0.0005484042
   1.202264        0.0005486195
   1.202819        0.0005488273
   1.203372        0.0005490348
   1.203927        0.0005492429
   1.204481        0.0005494506
   1.205037        0.0005496596
   1.205591        0.0005498704
   1.206146        0.0005500814
   1.206702        0.0005502930
   1.207258        0.0005505042
   1.207815        0.0005506817
   1.208370        0.0005506763
   1.208928        0.0005506708
   1.209484        0.0005506653
   1.210040        0.0005506598
   1.210599        0.0005507068
   1.211156        0.0005509116
   1.211714        0.0005511170
   1.212272        0.0005513220
   1.212831        0.0005515276
   1.213389        0.0005517321
   1.213947        0.0005519342
   1.214507        0.0005521368
   1.215066        0.0005523391
   1.215627        0.0005525419
   1.216186        0.0005527428
   1.216747        0.0005529364
   1.217307        0.0005531295
   1.217867        0.0005533227
   1.218429        0.0005535165
   1.218989        0.0005537109
   1.219552        0.0005539082
   1.220113        0.0005541051
   1.220676        0.0005543026
   1.221237        0.0005544997
   1.221799        0.0005546961
   1.222363        0.0005548907
   1.222925        0.0005550850
   1.223489        0.0005552798
   1.224052        0.0005554743
   1.224617        0.0005556684
   1.225181        0.0005558600
   1.225744        0.0005560517
   1.226310        0.0005562438
   1.226874        0.0005564356
   1.227440        0.0005566289
   1.228005        0.0005568239
   1.228571        0.0005570196
   1.229136        0.0005572148
   1.229702        0.0005574102
   1.230269        0.0005575741
   1.230835        0.0005575495
   1.231403        0.0005575249
   1.231970        0.0005575003
   1.232538        0.0005574757
   1.233105        0.0005574876
   1.233672        0.0005576706
   1.234241        0.0005578541
   1.234809        0.0005580372
   1.235379        0.0005582209
   1.235947        0.0005584035
   1.236518        0.0005585844
   1.237087        0.0005587649
   1.237656        0.0005589455
   1.238227        0.0005591266
   1.238796        0.0005593082
   1.239368        0.0005594928
   1.239938        0.0005596770
   1.240510        0.0005598618
   1.241081        0.0005600462
   1.241652        0.0005602289
   1.242225        0.0005604046
   1.242796        0.0005605799
   1.243369        0.0005607558
   1.243942        0.0005609313
   1.244515        0.0005611082
   1.245088        0.0005612874
   1.245661        0.0005614666
   1.246235        0.0005616464
   1.246809        0.0005618258
   1.247384        0.0005620051
   1.247958        0.0005621816
   1.248534        0.0005623587
   1.249108        0.0005625354
   1.249683        0.0005627122
   1.250259        0.0005628881
   1.250835        0.0005630557
   1.251412        0.0005632239
   1.251987        0.0005633918
   1.252565        0.0005635601
   1.253141        0.0005636723
   1.253719        0.0005636295
   1.254296        0.0005635868
   1.254873        0.0005635441
   1.255452        0.0005635012
   1.256030        0.0005635087
   1.256609        0.0005636776
   1.257187        0.0005638461
   1.257767        0.0005640151
   1.258346        0.0005641838
   1.258925        0.0005643519
   1.259506        0.0005645184
   1.260085        0.0005646844
   1.260667        0.0005648510
   1.261247        0.0005650172
   1.261828        0.0005651833
   1.262409        0.0005653468
   1.262990        0.0005655104
   1.263573        0.0005656745
   1.264154        0.0005658383
   1.264737        0.0005660018
   1.265319        0.0005661630
   1.265903        0.0005663246
   1.266485        0.0005664858
   1.267068        0.0005666472
   1.267652        0.0005668099
   1.268236        0.0005669748
   1.268821        0.0005671403
   1.269404        0.0005673054
   1.269990        0.0005674710
   1.270574        0.0005676351
   1.271159        0.0005677914
   1.271745        0.0005679481
   1.272331        0.0005681045
   1.272917        0.0005682613
   1.273503        0.0005684174
   1.274091        0.0005685716
   1.274677        0.0005687257
   1.275263        0.0005688797
   1.275851        0.0005690342
   1.276439        0.0005691389
   1.277027        0.0005690788
   1.277615        0.0005690187
   1.278204        0.0005689585
   1.278793        0.0005688984
   1.279381        0.0005688698
   1.279971        0.0005690185
   1.280560        0.0005691670
   1.281151        0.0005693158
   1.281740        0.0005694644
   1.282331        0.0005696143
   1.282921        0.0005697668
   1.283512        0.0005699193
   1.284104        0.0005700723
   1.284695        0.0005702250
   1.285287        0.0005703766
   1.285879        0.0005705202
   1.286472        0.0005706643
   1.287064        0.0005708081
   1.287656        0.0005709520
   1.288250        0.0005710973
   1.288843        0.0005712452
   1.289437        0.0005713934
   1.290030        0.0005715414
   1.290626        0.0005716898
   1.291219        0.0005718373
   1.291815        0.0005719833
   1.292409        0.0005721289
   1.293004        0.0005722746
   1.293601        0.0005724207
   1.294196        0.0005725660
   1.294793        0.0005727097
   1.295389        0.0005728530
   1.295986        0.0005729968
   1.296582        0.0005731403
