# lambda(micron)      flux(mJy)
# The Calzetti 2000 extinction law is applied to the original SED,
# so that the rest-frame 4400A (B and) flux is 1/30 of the quasar flux.
   1.697463        0.0006123317
   1.698244        0.0006125898
   1.699027        0.0006125958
   1.699809        0.0006126017
   1.700591        0.0006126077
   1.701375        0.0006126136
   1.702158        0.0006126193
   1.702943        0.0006126237
   1.703727        0.0006126280
   1.704513        0.0006126324
   1.705297        0.0006126368
   1.706082        0.0006126408
   1.706869        0.0006126436
   1.707654        0.0006126463
   1.708442        0.0006126491
   1.709228        0.0006126519
   1.710016        0.0006126543
   1.710803        0.0006126555
   1.711590        0.0006126567
   1.712380        0.0006126579
   1.713168        0.0006126592
   1.713958        0.0006127211
   1.714747        0.0006130393
   1.715538        0.0006133584
   1.716327        0.0006136769
   1.717119        0.0006139963
   1.717909        0.0006142449
   1.718699        0.0006142437
   1.719492        0.0006142425
   1.720283        0.0006142413
   1.721077        0.0006142401
   1.721869        0.0006142403
   1.722663        0.0006142443
   1.723456        0.0006142484
   1.724249        0.0006142525
   1.725044        0.0006142566
   1.725838        0.0006142589
   1.726634        0.0006142545
   1.727428        0.0006142502
   1.728225        0.0006142457
   1.729020        0.0006142413
   1.729816        0.0006142383
   1.730614        0.0006142393
   1.731410        0.0006142402
   1.732209        0.0006142411
   1.733006        0.0006142420
   1.733805        0.0006143168
   1.734603        0.0006146357
   1.735401        0.0006149547
   1.736202        0.0006152747
   1.737001        0.0006155941
   1.737802        0.0006158469
   1.738602        0.0006158455
   1.739403        0.0006158440
   1.740204        0.0006158426
   1.741004        0.0006158412
   1.741808        0.0006158394
   1.742609        0.0006158363
   1.743413        0.0006158333
   1.744215        0.0006158302
   1.745019        0.0006158271
   1.745823        0.0006158237
   1.746626        0.0006158191
   1.747431        0.0006158145
   1.748235        0.0006158098
   1.749042        0.0006158052
   1.749847        0.0006158697
   1.750654        0.0006161901
   1.751459        0.0006165100
   1.752265        0.0006168300
   1.753074        0.0006171509
   1.753880        0.0006173951
   1.754689        0.0006173949
   1.755497        0.0006173947
   1.756306        0.0006173945
   1.757115        0.0006173943
   1.757923        0.0006173927
   1.758734        0.0006173840
   1.759543        0.0006173754
   1.760355        0.0006173667
   1.761165        0.0006173580
   1.761977        0.0006173505
   1.762788        0.0006173472
   1.763599        0.0006173438
   1.764413        0.0006173404
   1.765224        0.0006173370
   1.766039        0.0006173885
   1.766851        0.0006177090
   1.767666        0.0006180303
   1.768480        0.0006183512
   1.769294        0.0006186722
   1.770110        0.0006189159
   1.770924        0.0006189102
   1.771741        0.0006189044
   1.772556        0.0006188987
   1.773374        0.0006188930
   1.774190        0.0006188869
   1.775006        0.0006188796
   1.775825        0.0006188722
   1.776642        0.0006188649
   1.777462        0.0006188575
   1.778279        0.0006188498
   1.779100        0.0006188409
   1.779918        0.0006188320
   1.780737        0.0006188231
   1.781559        0.0006188141
   1.782378        0.0006188720
   1.783201        0.0006191941
   1.784021        0.0006195156
   1.784844        0.0006198380
   1.785665        0.0006201598
   1.786487        0.0006204107
   1.787311        0.0006203993
   1.788133        0.0006203880
   1.788958        0.0006203767
   1.789781        0.0006203653
   1.790607        0.0006203552
   1.791431        0.0006203491
   1.792255        0.0006203430
   1.793082        0.0006203368
   1.793907        0.0006203307
   1.794734        0.0006203231
   1.795560        0.0006203085
   1.796388        0.0006202939
   1.797215        0.0006202793
   1.798042        0.0006202647
   1.798871        0.0006203219
   1.799699        0.0006206442
   1.800529        0.0006209674
   1.801358        0.0006212899
   1.802189        0.0006216134
   1.803018        0.0006218795
   1.803848        0.0006218625
   1.804680        0.0006218454
   1.805510        0.0006218284
   1.806343        0.0006218114
   1.807174        0.0006217956
   1.808008        0.0006217838
   1.808839        0.0006217721
   1.809674        0.0006217603
   1.810507        0.0006217486
   1.811340        0.0006217365
   1.812175        0.0006217232
   1.813009        0.0006217099
   1.813845        0.0006216965
   1.814680        0.0006216832
   1.815517        0.0006217380
   1.816352        0.0006220611
   1.817188        0.0006223844
   1.818026        0.0006227087
   1.818863        0.0006230323
   1.819702        0.0006232881
   1.820539        0.0006232723
   1.821379        0.0006232566
   1.822217        0.0006232408
   1.823055        0.0006232250
   1.823896        0.0006232089
   1.824736        0.0006231915
   1.825577        0.0006231741
   1.826417        0.0006231567
   1.827260        0.0006231392
   1.828101        0.0006232026
   1.828942        0.0006235267
   1.829785        0.0006238517
   1.830627        0.0006241761
   1.831472        0.0006245014
   1.832314        0.0006247677
   1.833160        0.0006247478
   1.834003        0.0006247280
   1.834847        0.0006247081
   1.835693        0.0006246882
   1.836538        0.0006246695
   1.837385        0.0006246549
   1.838231        0.0006246403
   1.839078        0.0006246257
   1.839925        0.0006246111
   1.840771        0.0006246547
   1.841620        0.0006249806
   1.842468        0.0006253058
   1.843318        0.0006256319
   1.844166        0.0006259574
   1.845017        0.0006262007
   1.845866        0.0006261838
   1.846717        0.0006261667
   1.847567        0.0006261498
   1.848417        0.0006261328
   1.849270        0.0006261154
   1.850120        0.0006260967
   1.850974        0.0006260780
   1.851826        0.0006260593
   1.852680        0.0006260406
   1.853532        0.0006260953
   1.854385        0.0006264213
   1.855240        0.0006267482
   1.856094        0.0006270746
   1.856950        0.0006274018
   1.857805        0.0006276536
   1.858662        0.0006276324
   1.859517        0.0006276113
   1.860372        0.0006275902
   1.861231        0.0006275690
   1.862087        0.0006275475
   1.862946        0.0006275247
   1.863803        0.0006275019
   1.864663        0.0006274791
   1.865521        0.0006274563
   1.866379        0.0006275225
   1.867240        0.0006278503
   1.868099        0.0006281774
   1.868961        0.0006285054
   1.869821        0.0006288329
   1.870683        0.0006290927
   1.871544        0.0006290674
   1.872405        0.0006290422
   1.873269        0.0006290168
   1.874131        0.0006289915
   1.874995        0.0006289674
   1.875858        0.0006289474
   1.876724        0.0006289274
   1.877587        0.0006289074
   1.878451        0.0006288873
   1.879318        0.0006289381
   1.880182        0.0006292660
   1.881050        0.0006295950
   1.881915        0.0006299232
   1.882783        0.0006302525
   1.883649        0.0006305193
   1.884516        0.0006304968
   1.885386        0.0006304743
   1.886253        0.0006304517
   1.887123        0.0006304292
   1.887991        0.0006304053
   1.888862        0.0006303740
   1.889731        0.0006303427
   1.890601        0.0006303115
   1.891473        0.0006302801
   1.892343        0.0006303403
   1.893216        0.0006306701
   1.894087        0.0006309993
   1.894961        0.0006313294
   1.895833        0.0006316588
   1.896705        0.0006318973
   1.897580        0.0006318774
   1.898453        0.0006318576
   1.899329        0.0006318377
   1.900203        0.0006318178
   1.901079        0.0006317963
   1.901954        0.0006317679
   1.902829        0.0006317395
   1.903707        0.0006317110
   1.904583        0.0006316825
   1.905462        0.0006317308
   1.906338        0.0006320608
   1.907218        0.0006323918
   1.908095        0.0006327222
   1.908973        0.0006330528
   1.909854        0.0006333269
   1.910733        0.0006332960
   1.911614        0.0006332649
   1.912493        0.0006332340
   1.913376        0.0006332029
   1.914256        0.0006332483
   1.915137        0.0006335793
   1.916021        0.0006339113
   1.916902        0.0006342426
   1.917786        0.0006345748
   1.918669        0.0006348424
   1.919554        0.0006348159
   1.920437        0.0006347893
   1.921321        0.0006347628
   1.922207        0.0006347362
   1.923091        0.0006347083
   1.923978        0.0006346729
   1.924864        0.0006346377
   1.925752        0.0006346023
   1.926638        0.0006345670
   1.927524        0.0006346215
   1.928413        0.0006349544
   1.929301        0.0006352865
   1.930191        0.0006356197
   1.931079        0.0006359522
   1.931970        0.0006361968
   1.932858        0.0006361729
   1.933748        0.0006361490
   1.934640        0.0006361250
   1.935530        0.0006361011
   1.936423        0.0006361367
   1.937314        0.0006364697
   1.938207        0.0006368037
   1.939099        0.0006371371
   1.939992        0.0006374707
   1.940886        0.0006377347
   1.941779        0.0006377013
   1.942675        0.0006376678
   1.943569        0.0006376344
   1.944465        0.0006376009
   1.945360        0.0006375686
   1.946258        0.0006375404
   1.947153        0.0006375123
   1.948049        0.0006374841
   1.948948        0.0006374558
   1.949844        0.0006374932
   1.950744        0.0006378281
   1.951641        0.0006381624
   1.952542        0.0006384976
   1.953440        0.0006388321
   1.954339        0.0006390790
   1.955240        0.0006390482
   1.956140        0.0006390174
   1.957042        0.0006389866
   1.957943        0.0006389558
   1.958846        0.0006390050
   1.959747        0.0006393401
   1.960649        0.0006396754
   1.961553        0.0006400117
   1.962456        0.0006403473
   1.963361        0.0006406078
   1.964265        0.0006405745
   1.965171        0.0006405411
   1.966075        0.0006405078
   1.966980        0.0006404745
   1.967887        0.0006404407
   1.968793        0.0006404055
   1.969701        0.0006403703
   1.970607        0.0006403351
   1.971516        0.0006402998
   1.972423        0.0006403446
   1.973331        0.0006406808
   1.974241        0.0006410180
   1.975149        0.0006413546
   1.976060        0.0006416920
   1.976970        0.0006419416
   1.977881        0.0006419107
   1.978792        0.0006418798
   1.979702        0.0006418490
   1.980615        0.0006418180
   1.981527        0.0006418523
   1.982441        0.0006421903
   1.983353        0.0006425277
   1.984268        0.0006428661
   1.985181        0.0006432038
   1.986096        0.0006434592
   1.987010        0.0006434258
   1.987925        0.0006433924
   1.988842        0.0006433589
   1.989757        0.0006433254
   1.990675        0.0006433615
   1.991591        0.0006436997
   1.992509        0.0006440389
   1.993426        0.0006443775
   1.994343        0.0006447163
   1.995263        0.0006449604
   1.996181        0.0006449244
   1.997102        0.0006448882
   1.998021        0.0006448521
   1.998942        0.0006448159
   1.999862        0.0006448702
   2.000782        0.0006452095
   2.001705        0.0006455498
   2.002626        0.0006458894
   2.003550        0.0006462301
   2.004472        0.0006464798
   2.005397        0.0006464410
   2.006320        0.0006464022
   2.007243        0.0006463635
   2.008168        0.0006463247
   2.009093        0.0006463796
   2.010019        0.0006467207
   2.010944        0.0006470613
   2.011872        0.0006474027
   2.012798        0.0006477435
   2.013724        0.0006480174
   2.014652        0.0006479758
   2.015580        0.0006479343
   2.016509        0.0006478927
   2.017437        0.0006478512
   2.018368        0.0006478900
   2.019296        0.0006482315
   2.020226        0.0006485731
   2.021158        0.0006489157
   2.022087        0.0006492576
   2.023020        0.0006495044
   2.023951        0.0006494672
   2.024885        0.0006494299
   2.025816        0.0006493927
   2.026749        0.0006493554
   2.027683        0.0006494003
   2.028617        0.0006497429
   2.029552        0.0006500863
   2.030486        0.0006504291
   2.031423        0.0006507729
   2.032357        0.0006510427
   2.033293        0.0006510028
   2.034230        0.0006509628
   2.035167        0.0006509229
   2.036105        0.0006508829
   2.037042        0.0006508427
   2.037982        0.0006508008
   2.038919        0.0006507591
   2.039858        0.0006507173
   2.040799        0.0006506754
   2.041738        0.0006507013
   2.042680        0.0006510458
   2.043619        0.0006513895
   2.044562        0.0006517342
   2.045503        0.0006520783
   2.046444        0.0006523504
   2.047388        0.0006523058
   2.048330        0.0006522613
   2.049275        0.0006522166
   2.050218        0.0006521721
   2.051163        0.0006522086
   2.052107        0.0006525532
   2.053051        0.0006528980
   2.053998        0.0006532438
   2.054944        0.0006535889
   2.055892        0.0006538419
   2.056838        0.0006538017
   2.057786        0.0006537612
   2.058733        0.0006537209
   2.059680        0.0006536806
   2.060630        0.0006537153
   2.061579        0.0006540610
   2.062530        0.0006544077
   2.063479        0.0006547537
   2.064430        0.0006551007
   2.065380        0.0006553497
   2.066331        0.0006553066
   2.067284        0.0006552634
   2.068235        0.0006552203
   2.069189        0.0006551770
   2.070141        0.0006552223
   2.071096        0.0006555699
   2.072049        0.0006559168
   2.073003        0.0006562639
   2.073959        0.0006566120
   2.074913        0.0006569594
   2.075870        0.0006573080
   2.076825        0.0006576560
   2.077783        0.0006580049
   2.078739        0.0006583533
   2.079696        0.0006586166
   2.080655        0.0006585698
   2.081612        0.0006585230
   2.082573        0.0006584761
   2.083531        0.0006584293
   2.084492        0.0006584730
   2.085451        0.0006588218
   2.086411        0.0006591709
   2.087373        0.0006595209
   2.088334        0.0006598703
   2.089297        0.0006601218
   2.090258        0.0006600792
   2.091223        0.0006600364
   2.092185        0.0006599937
   2.093150        0.0006599510
   2.094113        0.0006599858
   2.095077        0.0006603358
   2.096043        0.0006606867
   2.097007        0.0006610370
   2.097975        0.0006613882
   2.098940        0.0006616424
   2.099908        0.0006615968
   2.100874        0.0006615514
   2.101841        0.0006615059
   2.102810        0.0006614603
   2.103778        0.0006614989
   2.104748        0.0006618508
   2.105717        0.0006622019
   2.106688        0.0006625542
   2.107658        0.0006629057
   2.108628        0.0006631803
   2.109600        0.0006631318
   2.110571        0.0006630834
   2.111544        0.0006630349
   2.112516        0.0006629865
   2.113490        0.0006630129
   2.114463        0.0006633650
   2.115436        0.0006637173
   2.116412        0.0006640706
   2.117385        0.0006644232
   2.118362        0.0006646997
   2.119337        0.0006646484
   2.120314        0.0006645971
   2.121290        0.0006645458
   2.122266        0.0006644945
   2.123245        0.0006645263
   2.124222        0.0006648794
   2.125202        0.0006652336
   2.126180        0.0006655871
   2.127161        0.0006659416
   2.128139        0.0006662022
   2.129118        0.0006661550
   2.130101        0.0006661077
   2.131081        0.0006660605
   2.132064        0.0006660132
   2.133045        0.0006660396
   2.134029        0.0006663946
   2.135011        0.0006667491
   2.135995        0.0006671045
   2.136978        0.0006674592
   2.137962        0.0006677199
   2.138948        0.0006676697
   2.139932        0.0006676196
   2.140919        0.0006675693
   2.141904        0.0006675192
   2.142892        0.0006675537
   2.143878        0.0006679091
   2.144865        0.0006682646
   2.145854        0.0006686211
   2.146842        0.0006689770
   2.147832        0.0006693338
   2.148820        0.0006696903
   2.149811        0.0006700476
   2.150800        0.0006704044
   2.151790        0.0006707613
   2.152783        0.0006710402
   2.153773        0.0006709862
   2.154767        0.0006709321
   2.155758        0.0006708780
   2.156753        0.0006708238
   2.157745        0.0006708524
   2.158738        0.0006712099
   2.159734        0.0006715684
   2.160727        0.0006719261
   2.161724        0.0006722850
   2.162719        0.0006725529
   2.163716        0.0006725028
   2.164712        0.0006724528
   2.165708        0.0006724027
   2.166707        0.0006723525
   2.167704        0.0006723707
   2.168704        0.0006727301
   2.169702        0.0006730889
   2.170702        0.0006734486
   2.171701        0.0006738077
   2.172701        0.0006740802
   2.173703        0.0006740271
   2.174703        0.0006739741
   2.175706        0.0006739209
   2.176707        0.0006738679
   2.177711        0.0006738897
   2.178713        0.0006742493
   2.179716        0.0006746091
   2.180721        0.0006749699
   2.181725        0.0006753301
   2.182731        0.0006756913
   2.183735        0.0006760520
   2.184742        0.0006764137
   2.185748        0.0006767748
   2.186754        0.0006771360
   2.187762        0.0006773979
   2.188769        0.0006773409
   2.189779        0.0006772838
   2.190786        0.0006772268
   2.191797        0.0006771696
   2.192805        0.0006772145
   2.193815        0.0006775763
   2.194826        0.0006779391
   2.195836        0.0006783012
   2.196849        0.0006786644
   2.197860        0.0006789532
   2.198874        0.0006788929
   2.199886        0.0006788328
   2.200898        0.0006787726
   2.201913        0.0006787122
   2.202926        0.0006787371
   2.203942        0.0006791009
   2.204956        0.0006794640
   2.205973        0.0006798280
   2.206988        0.0006801914
   2.208004        0.0006804545
   2.209023        0.0006803981
   2.210039        0.0006803419
   2.211058        0.0006802856
   2.212076        0.0006802293
   2.213096        0.0006802601
   2.214114        0.0006806241
   2.215133        0.0006809882
   2.216155        0.0006813534
   2.217175        0.0006817179
   2.218197        0.0006820835
   2.219218        0.0006824486
   2.220242        0.0006828147
   2.221263        0.0006831800
   2.222286        0.0006835456
   2.223310        0.0006838382
   2.224334        0.0006837779
   2.225359        0.0006837174
   2.226383        0.0006836570
   2.227411        0.0006835965
   2.228435        0.0006836104
   2.229461        0.0006839765
   2.230489        0.0006843437
   2.231515        0.0006847102
   2.232545        0.0006850778
   2.233572        0.0006853645
   2.234602        0.0006853009
   2.235631        0.0006852373
   2.236659        0.0006851738
   2.237691        0.0006851101
   2.238721        0.0006851368
   2.239753        0.0006855048
   2.240784        0.0006858722
   2.241817        0.0006862406
   2.242849        0.0006866083
   2.243881        0.0006869763
   2.244916        0.0006873455
   2.245949        0.0006877140
   2.246985        0.0006880835
   2.248019        0.0006884524
   2.249056        0.0006887319
   2.250091        0.0006886712
   2.251128        0.0006886105
   2.252164        0.0006885498
   2.253201        0.0006884891
   2.254240        0.0006885080
   2.255277        0.0006888774
   2.256318        0.0006892478
   2.257356        0.0006896176
   2.258397        0.0006899884
   2.259436        0.0006903585
   2.260476        0.0006907290
   2.261518        0.0006911006
   2.262559        0.0006914714
   2.263603        0.0006918433
   2.264644        0.0006921061
   2.265689        0.0006920480
   2.266732        0.0006919901
   2.267775        0.0006919322
   2.268821        0.0006918741
   2.269865        0.0006918937
   2.270911        0.0006922662
   2.271956        0.0006926379
   2.273005        0.0006930108
   2.274050        0.0006933828
   2.275097        0.0006936660
   2.276146        0.0006935977
   2.277194        0.0006935294
   2.278244        0.0006934610
   2.279292        0.0006933927
   2.280344        0.0006934289
   2.281393        0.0006938015
   2.282443        0.0006941743
   2.283495        0.0006945482
   2.284546        0.0006949213
   2.285600        0.0006952956
   2.286652        0.0006956694
   2.287706        0.0006960442
   2.288759        0.0006964184
   2.289812        0.0006967926
   2.290868        0.0006970555
   2.291922        0.0006969900
   2.292980        0.0006969244
   2.294035        0.0006968589
   2.295093        0.0006967932
   2.296149        0.0006968341
   2.297208        0.0006972098
   2.298265        0.0006975848
   2.299323        0.0006979600
   2.300383        0.0006983362
   2.301442        0.0006987118
   2.302503        0.0006990887
   2.303563        0.0006994648
   2.304625        0.0006998421
   2.305686        0.0007002186
   2.306747        0.0007005203
   2.307811        0.0007004501
   2.308873        0.0007003802
   2.309938        0.0007003100
   2.311001        0.0007002400
   2.312066        0.0007002551
   2.313130        0.0007006322
   2.314195        0.0007010093
   2.315262        0.0007013876
   2.316328        0.0007017652
   2.317396        0.0007020448
   2.318462        0.0007019786
   2.319532        0.0007019122
   2.320599        0.0007018460
   2.321667        0.0007017797
   2.322738        0.0007017961
   2.323807        0.0007021742
   2.324878        0.0007025533
   2.325948        0.0007029318
   2.327021        0.0007033113
   2.328092        0.0007036902
   2.329163        0.0007040694
   2.330237        0.0007044497
   2.331310        0.0007048292
   2.332385        0.0007052099
   2.333458        0.0007054871
   2.334534        0.0007054162
   2.335609        0.0007053454
   2.336684        0.0007052747
   2.337761        0.0007052037
   2.338837        0.0007052349
   2.339916        0.0007056161
   2.340992        0.0007059966
   2.342072        0.0007063781
   2.343150        0.0007067589
   2.344228        0.0007071399
   2.345309        0.0007075222
   2.346389        0.0007079038
   2.347471        0.0007082864
   2.348551        0.0007086684
   2.349634        0.0007089688
   2.350716        0.0007088935
   2.351797        0.0007088182
   2.352882        0.0007087426
   2.353965        0.0007086672
   2.355050        0.0007086891
   2.356134        0.0007090716
   2.357221        0.0007094551
   2.358306        0.0007098380
   2.359391        0.0007102210
   2.360479        0.0007106051
   2.361565        0.0007109887
   2.362654        0.0007113734
   2.363742        0.0007117573
   2.364832        0.0007121424
   2.365920        0.0007124197
   2.367009        0.0007123469
   2.368101        0.0007122739
   2.369190        0.0007122011
   2.370283        0.0007121280
   2.371374        0.0007121568
   2.372468        0.0007125424
   2.373559        0.0007129272
   2.374651        0.0007133122
   2.375747        0.0007136983
   2.376840        0.0007140837
   2.377936        0.0007144704
   2.379030        0.0007148564
   2.380128        0.0007152434
   2.381223        0.0007156298
   2.382319        0.0007159093
   2.383418        0.0007158387
   2.384514        0.0007157683
   2.385614        0.0007156977
   2.386712        0.0007156272
   2.387813        0.0007156395
   2.388911        0.0007160264
   2.390011        0.0007164134
   2.391113        0.0007168014
   2.392213        0.0007171888
   2.393317        0.0007175773
   2.394418        0.0007179653
   2.395522        0.0007183544
   2.396625        0.0007187427
   2.397727        0.0007191312
   2.398834        0.0007194339
   2.399937        0.0007193516
   2.401044        0.0007192690
   2.402149        0.0007191865
   2.403257        0.0007191038
   2.404363        0.0007191354
   2.405469        0.0007195244
   2.406579        0.0007199145
   2.407686        0.0007203039
   2.408797        0.0007206944
   2.409905        0.0007210841
   2.411017        0.0007214752
   2.412126        0.0007218655
   2.413236        0.0007222561
   2.414349        0.0007226477
   2.415460        0.0007229289
   2.416574        0.0007228559
   2.417686        0.0007227830
   2.418802        0.0007227099
   2.419914        0.0007226370
   2.421031        0.0007226459
   2.422145        0.0007230371
   2.423259        0.0007234285
   2.424377        0.0007238209
   2.425493        0.0007242126
   2.426611        0.0007246055
   2.427728        0.0007249978
   2.428848        0.0007253913
   2.429965        0.0007257840
   2.431083        0.0007261769
   2.432205        0.0007264577
   2.433324        0.0007263800
   2.434446        0.0007263021
   2.435566        0.0007262244
   2.436690        0.0007261464
   2.437811        0.0007261690
   2.438933        0.0007265623
   2.440058        0.0007269568
   2.441181        0.0007273506
   2.442307        0.0007277454
   2.443431        0.0007281396
   2.444558        0.0007285350
   2.445682        0.0007289296
   2.446808        0.0007293245
   2.447937        0.0007297205
   2.449063        0.0007300233
   2.450192        0.0007299405
   2.451320        0.0007298578
   2.452451        0.0007297749
   2.453579        0.0007296922
   2.454708        0.0007297055
   2.455840        0.0007301020
   2.456970        0.0007304977
   2.458104        0.0007308945
   2.459235        0.0007312906
   2.460369        0.0007316879
   2.461501        0.0007320846
   2.462634        0.0007324814
   2.463770        0.0007328795
   2.464903        0.0007332766
   2.466040        0.0007336750
   2.467175        0.0007340729
   2.468313        0.0007344719
   2.469449        0.0007348701
   2.470588        0.0007352694
   2.471725        0.0007355629
   2.472862        0.0007354811
   2.474003        0.0007353992
   2.475141        0.0007353174
   2.476283        0.0007352353
   2.477422        0.0007352481
   2.478565        0.0007356480
   2.479706        0.0007360470
   2.480847        0.0007364463
   2.481991        0.0007368466
   2.483133        0.0007372462
   2.484278        0.0007376472
   2.485421        0.0007380474
   2.486568        0.0007384487
   2.487712        0.0007388493
   2.488857        0.0007391582
   2.490005        0.0007390712
   2.491151        0.0007389843
   2.492300        0.0007388972
   2.493446        0.0007388103
   2.494596        0.0007388222
   2.495744        0.0007392232
   2.496893        0.0007396244
   2.498044        0.0007400268
   2.499194        0.0007404283
   2.500347        0.0007408311
   2.501497        0.0007412333
   2.502651        0.0007416366
   2.503803        0.0007420392
   2.504955        0.0007424419
   2.506110        0.0007427521
   2.507263        0.0007426601
   2.508420        0.0007425678
   2.509574        0.0007424756
   2.510731        0.0007423832
   2.511887        0.0007424080
   2.513043        0.0007428111
   2.514202        0.0007432155
   2.515359        0.0007436190
   2.516519        0.0007440237
   2.517677        0.0007444277
   2.518838        0.0007448329
   2.519997        0.0007452374
   2.521157        0.0007456421
   2.522320        0.0007460480
   2.523480        0.0007464530
   2.524644        0.0007468595
   2.525806        0.0007472652
   2.526971        0.0007476720
   2.528134        0.0007480781
   2.529297        0.0007483740
   2.530464        0.0007482897
   2.531628        0.0007482055
   2.532796        0.0007481210
   2.533962        0.0007480368
   2.535130        0.0007480373
   2.536297        0.0007484438
   2.537464        0.0007488504
   2.538634        0.0007492582
   2.539803        0.0007496652
   2.540974        0.0007500735
   2.542143        0.0007504811
   2.543316        0.0007508900
   2.544486        0.0007512979
   2.545657        0.0007517062
   2.546831        0.0007519930
   2.548003        0.0007519036
   2.549178        0.0007518139
   2.550351        0.0007517244
   2.551528        0.0007516346
   2.552702        0.0007516581
   2.553876        0.0007520667
   2.555054        0.0007524764
   2.556230        0.0007528853
   2.557409        0.0007532954
   2.558586        0.0007537048
   2.559766        0.0007541156
   2.560944        0.0007545256
   2.562122        0.0007549357
   2.563304        0.0007553471
   2.564484        0.0007557577
   2.565666        0.0007561696
   2.566847        0.0007565808
   2.568031        0.0007569931
   2.569213        0.0007574046
   2.570395        0.0007576969
   2.571580        0.0007576077
   2.572764        0.0007575186
   2.573950        0.0007574293
   2.575135        0.0007573402
   2.576323        0.0007573488
   2.577508        0.0007577607
   2.578694        0.0007581728
   2.579884        0.0007585861
   2.581071        0.0007589986
   2.582261        0.0007594123
   2.583449        0.0007598253
   2.584641        0.0007602396
   2.585830        0.0007606531
   2.587020        0.0007610668
   2.588213        0.0007614816
   2.589404        0.0007618959
   2.590599        0.0007623113
   2.591791        0.0007627259
   2.592986        0.0007631417
   2.594179        0.0007634540
   2.595373        0.0007633581
   2.596570        0.0007632620
   2.597765        0.0007631661
   2.598963        0.0007630699
   2.600159        0.0007630772
   2.601358        0.0007634934
   2.602556        0.0007639088
   2.603753        0.0007643244
   2.604954        0.0007647412
   2.606153        0.0007651572
   2.607355        0.0007655745
   2.608555        0.0007659911
   2.609758        0.0007664089
   2.610959        0.0007668258
   2.612160        0.0007672429
   2.613365        0.0007676615
   2.614568        0.0007680792
   2.615774        0.0007684982
   2.616977        0.0007689163
   2.618184        0.0007692300
   2.619389        0.0007691345
   2.620597        0.0007690386
   2.621803        0.0007689429
   2.623009        0.0007688472
   2.624219        0.0007688446
   2.625427        0.0007692630
   2.626638        0.0007696827
   2.627847        0.0007701016
   2.629059        0.0007705217
   2.630268        0.0007709409
   2.631482        0.0007713616
   2.632693        0.0007717814
   2.633904        0.0007722015
   2.635119        0.0007726228
   2.636331        0.0007730432
   2.637547        0.0007734650
   2.638761        0.0007738860
   2.639978        0.0007743082
   2.641193        0.0007747296
   2.642408        0.0007750573
   2.643627        0.0007749543
   2.644844        0.0007748516
   2.646063        0.0007747485
   2.647281        0.0007746457
   2.648502        0.0007746494
   2.649721        0.0007750712
   2.650940        0.0007754931
   2.652163        0.0007759162
   2.653383        0.0007763386
   2.654607        0.0007767622
   2.655829        0.0007771851
   2.657054        0.0007776092
   2.658276        0.0007780325
   2.659500        0.0007784560
   2.660726        0.0007788807
   2.661951        0.0007793049
   2.663178        0.0007797302
   2.664404        0.0007801547
   2.665633        0.0007805804
   2.666859        0.0007809002
   2.668087        0.0007807975
   2.669317        0.0007806946
   2.670545        0.0007805918
   2.671777        0.0007804888
   2.673007        0.0007804901
   2.674240        0.0007809162
   2.675470        0.0007813415
   2.676701        0.0007817670
   2.677936        0.0007821936
   2.679168        0.0007826195
   2.680404        0.0007830467
   2.681637        0.0007834730
   2.682874        0.0007839006
   2.684109        0.0007843274
   2.685344        0.0007847544
   2.686582        0.0007851828
   2.687819        0.0007856104
   2.689058        0.0007860392
   2.690296        0.0007864671
   2.691537        0.0007867915
   2.692775        0.0007866814
   2.694014        0.0007865712
   2.695257        0.0007864607
   2.696497        0.0007863504
   2.697741        0.0007863685
   2.698982        0.0007867968
   2.700227        0.0007872263
   2.701470        0.0007876550
   2.702713        0.0007880838
   2.703959        0.0007885140
   2.705204        0.0007889434
   2.706451        0.0007893741
   2.707697        0.0007898040
   2.708946        0.0007902351
   2.710192        0.0007906654
   2.711439        0.0007910960
   2.712690        0.0007915279
   2.713938        0.0007919589
   2.715190        0.0007923912
   2.716439        0.0007926976
   2.717692        0.0007925944
   2.718943        0.0007924914
   2.720194        0.0007923883
   2.721449        0.0007922850
   2.722701        0.0007922819
   2.723957        0.0007927144
   2.725210        0.0007931461
   2.726467        0.0007935791
   2.727722        0.0007940112
   2.728977        0.0007944435
   2.730236        0.0007948773
   2.731492        0.0007953101
   2.732752        0.0007957443
   2.734009        0.0007961776
   2.735271        0.0007966121
   2.736529        0.0007970460
   2.737788        0.0007974801
   2.739051        0.0007979154
   2.740311        0.0007983499
   2.741575        0.0007986838
   2.742837        0.0007985732
   2.744102        0.0007984623
   2.745365        0.0007983516
   2.746628        0.0007982409
   2.747895        0.0007982313
   2.749159        0.0007986661
   2.750427        0.0007991021
   2.751693        0.0007995373
   2.752962        0.0007999737
   2.754229        0.0008004093
   2.755497        0.0008008452
   2.756767        0.0008012823
   2.758036        0.0008017187
   2.759308        0.0008021562
   2.760578        0.0008025930
   2.761851        0.0008030312
   2.763122        0.0008034685
   2.764393        0.0008039060
   2.765668        0.0008043448
   2.766941        0.0008047827
   2.768217        0.0008052221
   2.769491        0.0008056606
   2.770768        0.0008061003
   2.772043        0.0008065392
   2.773319        0.0008068504
   2.774598        0.0008067376
   2.775875        0.0008066250
   2.777155        0.0008065120
   2.778433        0.0008063993
