# lambda(micron)      flux(mJy)
# The Calzetti 2000 extinction law is applied to the original SED,
# so that the rest-frame 4400A (B and) flux is 1/100 of the quasar flux.
   5.081598        0.0005846165
   5.083937        0.0005851548
   5.086276        0.0005856932
   5.088622        0.0005862333
   5.090963        0.0005867724
   5.093312        0.0005873130
   5.095655        0.0005878532
   5.098006        0.0005883949
   5.100351        0.0005889355
   5.102698        0.0005894764
   5.105052        0.0005900191
   5.107401        0.0005905610
   5.109757        0.0005911046
   5.112108        0.0005916471
   5.114466        0.0005921913
   5.116819        0.0005927344
   5.119174        0.0005932783
   5.121535        0.0005938238
   5.123892        0.0005943682
   5.126256        0.0005949141
   5.128614        0.0005954592
   5.130980        0.0005960062
   5.133341        0.0005965524
   5.135703        0.0005970986
   5.138072        0.0005976465
   5.140436        0.0005981019
   5.142807        0.0005981860
   5.145173        0.0005982699
   5.147547        0.0005983541
   5.149916        0.0005984380
   5.152285        0.0005986257
   5.154662        0.0005991744
   5.157033        0.0005997221
   5.159412        0.0006002714
   5.161786        0.0006008196
   5.164167        0.0006013695
   5.166543        0.0006019187
   5.168921        0.0006024684
   5.171305        0.0006030195
   5.173685        0.0006035695
   5.176071        0.0006041213
   5.178452        0.0006046724
   5.180841        0.0006052252
   5.183225        0.0006057769
   5.185610        0.0006063289
   5.188002        0.0006068825
   5.190389        0.0006074356
   5.192783        0.0006079902
   5.195173        0.0006085438
   5.197569        0.0006090990
   5.199961        0.0006096532
   5.202353        0.0006102081
   5.204753        0.0006107646
   5.207148        0.0006113201
   5.209550        0.0006118772
   5.211947        0.0006123351
   5.214351        0.0006124191
   5.216751        0.0006125030
   5.219151        0.0006125869
   5.221559        0.0006126710
   5.223961        0.0006128474
   5.226370        0.0006134053
   5.228775        0.0006139621
   5.231187        0.0006145206
   5.233594        0.0006150780
   5.236002        0.0006156357
   5.238418        0.0006161955
   5.240828        0.0006167541
   5.243246        0.0006173145
   5.245658        0.0006178736
   5.248077        0.0006184346
   5.250493        0.0006189949
   5.252908        0.0006195555
   5.255332        0.0006201177
   5.257750        0.0006206789
   5.260175        0.0006212416
   5.262595        0.0006218038
   5.265023        0.0006223677
   5.267446        0.0006229305
   5.269869        0.0006234935
   5.272300        0.0006239471
   5.274726        0.0006240286
   5.277159        0.0006241103
   5.279587        0.0006241919
   5.282022        0.0006242737
   5.284453        0.0006244543
   5.286885        0.0006250181
   5.289323        0.0006255835
   5.291757        0.0006261477
   5.294198        0.0006267137
   5.296634        0.0006272786
   5.299077        0.0006278457
   5.301516        0.0006284116
   5.303955        0.0006289778
   5.306401        0.0006295456
   5.308843        0.0006301125
   5.311292        0.0006306814
   5.313736        0.0006312492
   5.316187        0.0006318187
   5.318633        0.0006323870
   5.321080        0.0006329557
   5.323534        0.0006335265
   5.325984        0.0006340962
   5.328441        0.0006346675
   5.330893        0.0006352377
   5.333352        0.0006356988
   5.335806        0.0006357743
   5.338261        0.0006358499
   5.340724        0.0006359257
   5.343181        0.0006360013
   5.345645        0.0006361869
   5.348105        0.0006367578
   5.350572        0.0006373304
   5.353034        0.0006379020
   5.355497        0.0006384737
   5.357967        0.0006390472
   5.360433        0.0006396201
   5.362906        0.0006401947
   5.365373        0.0006407681
   5.367848        0.0006413431
   5.370318        0.0006415857
   5.372789        0.0006406356
   5.375268        0.0006396827
   5.377741        0.0006387317
   5.380221        0.0006377780
   5.382697        0.0006370556
   5.385180        0.0006371704
   5.387658        0.0006372850
   5.390137        0.0006373996
   5.392623        0.0006375146
   5.395104        0.0006377414
   5.397593        0.0006383566
   5.400077        0.0006389707
   5.402567        0.0006395865
   5.405054        0.0006402012
   5.407547        0.0006408177
   5.410035        0.0006414330
   5.412524        0.0006420486
   5.415021        0.0006426660
   5.417512        0.0006432822
   5.420011        0.0006439001
   5.422505        0.0006445170
   5.425006        0.0006451357
   5.427503        0.0006457531
   5.430006        0.0006463722
   5.432505        0.0006468781
   5.435005        0.0006469890
   5.437511        0.0006471002
   5.440013        0.0006472112
   5.442523        0.0006473225
   5.445027        0.0006475389
   5.447538        0.0006481578
   5.450045        0.0006487756
   5.452553        0.0006493937
   5.455068        0.0006500135
   5.457578        0.0006506322
   5.460095        0.0006512527
   5.462608        0.0006518720
   5.465127        0.0006524931
   5.467642        0.0006531130
   5.470159        0.0006537332
   5.472682        0.0006543552
   5.475200        0.0006549760
   5.477725        0.0006555986
   5.480246        0.0006562200
   5.482774        0.0006567362
   5.485296        0.0006568397
   5.487821        0.0006569433
   5.490352        0.0006570471
   5.492878        0.0006571508
   5.495411        0.0006573610
   5.497941        0.0006579822
   5.500476        0.0006586051
   5.503007        0.0006592267
   5.505540        0.0006598487
   5.508079        0.0006604725
   5.510613        0.0006610951
   5.513155        0.0006617195
   5.515692        0.0006623426
   5.518236        0.0006629676
   5.520776        0.0006634837
   5.523316        0.0006635818
   5.525864        0.0006636802
   5.528406        0.0006637784
   5.530956        0.0006638769
   5.533502        0.0006640826
   5.536054        0.0006647072
   5.538601        0.0006653306
   5.541150        0.0006659544
   5.543705        0.0006665798
   5.546257        0.0006672041
   5.548815        0.0006678302
   5.551368        0.0006684551
   5.553928        0.0006690818
   5.556484        0.0006697073
   5.559041        0.0006703331
   5.561605        0.0006709607
   5.564164        0.0006715871
   5.566730        0.0006722153
   5.569292        0.0006728422
   5.571861        0.0006733587
   5.574425        0.0006734490
   5.576990        0.0006735393
   5.579562        0.0006736299
   5.582130        0.0006737204
   5.584704        0.0006739298
   5.587275        0.0006745564
   5.589851        0.0006751847
   5.592424        0.0006758119
   5.594997        0.0006764393
   5.597578        0.0006770685
   5.600153        0.0006776966
   5.602736        0.0006783264
   5.605315        0.0006789551
   5.607900        0.0006795855
   5.610481        0.0006800976
   5.613062        0.0006801821
   5.615652        0.0006802668
   5.618236        0.0006803514
   5.620827        0.0006804363
   5.623413        0.0006806453
   5.626007        0.0006812753
   5.628595        0.0006819040
   5.631186        0.0006825331
   5.633783        0.0006831639
   5.636375        0.0006837936
   5.638975        0.0006844249
   5.641570        0.0006850551
   5.644172        0.0006856871
   5.646770        0.0006863179
   5.649368        0.0006868427
   5.651973        0.0006869215
   5.654574        0.0006870002
   5.657182        0.0006870791
   5.659785        0.0006871579
   5.662396        0.0006873526
   5.665002        0.0006879829
   5.667608        0.0006886134
   5.670222        0.0006892457
   5.672832        0.0006898769
   5.675448        0.0006905098
   5.678060        0.0006911415
   5.680679        0.0006917749
   5.683293        0.0006924072
   5.685908        0.0006930398
   5.688531        0.0006936742
   5.691148        0.0006943073
   5.693773        0.0006949422
   5.696393        0.0006955760
   5.699020        0.0006962115
   5.701643        0.0006967361
   5.704267        0.0006968062
   5.706898        0.0006968766
   5.709524        0.0006969468
   5.712157        0.0006970172
   5.714786        0.0006972131
   5.717422        0.0006978481
   5.720053        0.0006984818
   5.722684        0.0006991158
   5.725325        0.0006997517
   5.727959        0.0007003862
   5.730601        0.0007010225
   5.733238        0.0007016577
   5.735882        0.0007022946
   5.738522        0.0007029303
   5.741162        0.0007034427
   5.743810        0.0007035105
   5.746453        0.0007035781
   5.749104        0.0007036460
   5.751750        0.0007037137
   5.754402        0.0007039053
   5.757050        0.0007045404
   5.759699        0.0007051758
   5.762356        0.0007058130
   5.765007        0.0007064489
   5.767667        0.0007070867
   5.770320        0.0007077232
   5.772982        0.0007083615
   5.775639        0.0007089986
   5.778296        0.0007096360
   5.780962        0.0007101500
   5.783622        0.0007102112
   5.786289        0.0007102727
   5.788952        0.0007103339
   5.791622        0.0007103954
   5.794287        0.0007105820
   5.796953        0.0007112188
   5.799627        0.0007118573
   5.802296        0.0007124945
   5.804972        0.0007131337
   5.807643        0.0007137715
   5.810322        0.0007144111
   5.812995        0.0007150495
   5.815677        0.0007156896
   5.818353        0.0007163286
   5.821030        0.0007168383
   5.823715        0.0007168931
   5.826395        0.0007169479
   5.829082        0.0007170029
   5.831765        0.0007170577
   5.834455        0.0007172452
   5.837139        0.0007178834
   5.839831        0.0007185234
   5.842519        0.0007191623
   5.845207        0.0007198014
   5.847903        0.0007204423
   5.850595        0.0007210819
   5.853293        0.0007217233
   5.855986        0.0007223635
   5.858687        0.0007230055
   5.861383        0.0007235249
   5.864080        0.0007235729
   5.866785        0.0007236211
   5.869484        0.0007236692
   5.872192        0.0007237175
   5.874894        0.0007238903
   5.877604        0.0007245315
   5.880309        0.0007251715
   5.883014        0.0007258118
   5.885728        0.0007264540
   5.888436        0.0007270948
   5.891152        0.0007277374
   5.893863        0.0007283788
   5.896582        0.0007290219
   5.899295        0.0007296638
   5.902009        0.0007301711
   5.904732        0.0007302162
   5.907449        0.0007302612
   5.910174        0.0007303064
   5.912893        0.0007303514
   5.915620        0.0007305193
   5.918343        0.0007311604
   5.921066        0.0007318018
   5.923797        0.0007324451
   5.926523        0.0007330870
   5.929256        0.0007335946
   5.931984        0.0007336353
   5.934721        0.0007336762
   5.937452        0.0007337170
   5.940184        0.0007337579
   5.942924        0.0007339164
   5.945658        0.0007345575
   5.948400        0.0007352004
   5.951138        0.0007358422
   5.953883        0.0007364858
   5.956623        0.0007371280
   5.959363        0.0007377704
   5.962112        0.0007384147
   5.964856        0.0007390577
   5.967607        0.0007397026
   5.970353        0.0007402229
   5.973107        0.0007402530
   5.975855        0.0007402829
   5.978605        0.0007403129
   5.981363        0.0007403429
   5.984115        0.0007404984
   5.986875        0.0007411424
   5.989630        0.0007417851
   5.992393        0.0007424296
   5.995150        0.0007430729
   5.997909        0.0007437165
   6.000676        0.0007443618
   6.003437        0.0007450057
   6.006206        0.0007456516
   6.008969        0.0007462962
   6.011741        0.0007468071
   6.014507        0.0007468336
   6.017275        0.0007468602
   6.020051        0.0007468868
   6.022820        0.0007469134
   6.025599        0.0007470610
   6.028371        0.0007477046
   6.031152        0.0007483501
   6.033927        0.0007489943
   6.036704        0.0007496389
   6.039488        0.0007502852
   6.042267        0.0007509300
   6.045054        0.0007515768
   6.047836        0.0007522223
   6.050625        0.0007528697
   6.053410        0.0007533800
   6.056195        0.0007533954
   6.058989        0.0007534109
   6.061777        0.0007534263
   6.064572        0.0007534417
   6.067363        0.0007535998
   6.070161        0.0007542461
   6.072955        0.0007548912
   6.075749        0.0007555365
   6.078552        0.0007561838
   6.081349        0.0007568297
   6.084154        0.0007574773
   6.086953        0.0007581236
   6.089761        0.0007587718
   6.092563        0.0007594187
   6.095366        0.0007599243
   6.098178        0.0007599361
   6.100984        0.0007599478
   6.103798        0.0007599596
   6.106607        0.0007599713
   6.109424        0.0007601164
   6.112235        0.0007607623
   6.115047        0.0007614085
   6.117868        0.0007620565
   6.120683        0.0007627033
   6.123506        0.0007632187
   6.126324        0.0007632219
   6.129150        0.0007632250
   6.131970        0.0007632282
   6.134792        0.0007632313
   6.137621        0.0007633725
   6.140446        0.0007640182
   6.143278        0.0007646657
   6.146105        0.0007653120
   6.148940        0.0007659601
   6.151769        0.0007666069
   6.154600        0.0007672538
   6.157438        0.0007679025
   6.160272        0.0007685500
   6.163114        0.0007691994
   6.165949        0.0007697135
   6.168793        0.0007697089
   6.171632        0.0007697043
   6.174472        0.0007696997
   6.177320        0.0007696951
   6.180162        0.0007698322
   6.183013        0.0007704803
   6.185858        0.0007711272
   6.188711        0.0007717760
   6.191559        0.0007724234
   6.194408        0.0007730712
   6.197265        0.0007737206
   6.200117        0.0007743688
   6.202977        0.0007750189
   6.205831        0.0007756676
   6.208693        0.0007761741
   6.211550        0.0007761655
   6.214408        0.0007761569
   6.217275        0.0007761483
   6.220136        0.0007761398
   6.223005        0.0007762664
   6.225868        0.0007769139
   6.228740        0.0007775633
   6.231606        0.0007782114
   6.234474        0.0007788599
   6.237350        0.0007793738
   6.240220        0.0007793563
   6.243098        0.0007793388
   6.245971        0.0007793213
   6.248851        0.0007793038
   6.251727        0.0007794290
   6.254611        0.0007800778
   6.257489        0.0007807253
   6.260368        0.0007813730
   6.263255        0.0007820226
   6.266137        0.0007826709
   6.269028        0.0007833208
   6.271913        0.0007839695
   6.274806        0.0007846201
   6.277693        0.0007852694
   6.280588        0.0007857778
   6.283478        0.0007857561
   6.286370        0.0007857344
   6.289269        0.0007857127
   6.292163        0.0007856910
   6.295065        0.0007858018
   6.297962        0.0007864498
   6.300867        0.0007870996
   6.303766        0.0007877482
   6.306667        0.0007883971
   6.309576        0.0007888961
   6.312479        0.0007888693
   6.315391        0.0007888424
   6.318297        0.0007888156
   6.321211        0.0007887887
   6.324120        0.0007888990
   6.327030        0.0007895466
   6.329948        0.0007901959
   6.332861        0.0007908440
   6.335782        0.0007914940
   6.338697        0.0007921426
   6.341621        0.0007927929
   6.344539        0.0007934419
   6.347459        0.0007940913
   6.350387        0.0007947424
   6.353309        0.0007952378
   6.356239        0.0007952026
   6.359164        0.0007951674
   6.362097        0.0007951321
   6.365025        0.0007950969
   6.367954        0.0007952052
   6.370891        0.0007958549
   6.373823        0.0007965035
   6.376762        0.0007971538
   6.379697        0.0007978030
   6.382639        0.0007984538
   6.385576        0.0007991031
   6.388515        0.0007997528
   6.391461        0.0008004043
   6.394402        0.0008010546
   6.397352        0.0008015567
   6.400296        0.0008015130
   6.403247        0.0008014692
   6.406194        0.0008014254
   6.409142        0.0008013817
   6.412098        0.0008014804
   6.415049        0.0008021293
   6.418007        0.0008027799
   6.420961        0.0008034294
   6.423923        0.0008040807
   6.426878        0.0008045846
   6.429836        0.0008045315
   6.432801        0.0008044782
   6.435761        0.0008044251
   6.438730        0.0008043717
   6.441693        0.0008044733
   6.444664        0.0008051231
   6.447629        0.0008057717
   6.450596        0.0008064205
   6.453572        0.0008070713
   6.456541        0.0008077206
   6.459519        0.0008083715
   6.462492        0.0008090212
   6.465473        0.0008096727
   6.468448        0.0008103229
   6.471424        0.0008108149
   6.474409        0.0008107569
   6.477388        0.0008106990
   6.480376        0.0008106410
   6.483357        0.0008105830
   6.486348        0.0008106778
   6.489333        0.0008113265
   6.492319        0.0008119756
   6.495314        0.0008126264
   6.498302        0.0008132762
   6.501300        0.0008137721
   6.504291        0.0008137087
   6.507291        0.0008136451
   6.510286        0.0008135816
   6.513281        0.0008135181
   6.516286        0.0008135986
   6.519284        0.0008142467
   6.522291        0.0008148966
   6.525292        0.0008155453
   6.528302        0.0008161958
   6.531306        0.0008168450
   6.534312        0.0008174941
   6.537325        0.0008181452
   6.540334        0.0008187950
   6.543351        0.0008194466
   6.546361        0.0008199475
   6.549381        0.0008198749
   6.552394        0.0008198024
   6.555410        0.0008197298
   6.558434        0.0008196571
   6.561451        0.0008197270
   6.564478        0.0008203770
   6.567498        0.0008210257
   6.570527        0.0008216762
   6.573551        0.0008223256
   6.576576        0.0008228289
   6.579609        0.0008227464
   6.582636        0.0008226641
   6.585673        0.0008225816
   6.588704        0.0008224992
   6.591743        0.0008225746
   6.594776        0.0008232223
   6.597810        0.0008238702
   6.600854        0.0008245202
   6.603891        0.0008251689
   6.606936        0.0008258191
   6.609977        0.0008264680
   6.613026        0.0008271185
   6.616068        0.0008277678
   6.619113        0.0008284175
   6.622166        0.0008289050
   6.625214        0.0008288176
   6.628269        0.0008287299
   6.631320        0.0008286424
   6.634378        0.0008285546
   6.637431        0.0008286249
   6.640485        0.0008292729
   6.643548        0.0008299228
   6.646605        0.0008305714
   6.649671        0.0008312218
   6.652731        0.0008317087
   6.655799        0.0008316152
   6.658862        0.0008315219
   6.661926        0.0008314285
   6.664999        0.0008313348
   6.668066        0.0008313937
   6.671141        0.0008320424
   6.674211        0.0008326898
   6.677289        0.0008333392
   6.680362        0.0008339872
   6.683436        0.0008346353
   6.686519        0.0008352851
   6.689596        0.0008359337
   6.692681        0.0008365839
   6.695761        0.0008372330
   6.698849        0.0008377201
   6.701932        0.0008376172
   6.705023        0.0008375140
   6.708108        0.0008374111
   6.711195        0.0008373081
   6.714291        0.0008373639
   6.717381        0.0008380113
   6.720479        0.0008386605
   6.723571        0.0008393083
   6.726673        0.0008399582
   6.729768        0.0008404415
   6.732864        0.0008403327
   6.735970        0.0008402235
   6.739069        0.0008401145
   6.742178        0.0008400052
   6.745280        0.0008400530
   6.748391        0.0008407009
   6.751497        0.0008413476
   6.754611        0.0008419961
   6.757719        0.0008426433
   6.760829        0.0008432909
   6.763947        0.0008439397
   6.767059        0.0008445875
   6.770180        0.0008452370
   6.773296        0.0008458854
   6.776420        0.0008463635
   6.779538        0.0008462448
   6.782658        0.0008461260
   6.785787        0.0008460069
   6.788908        0.0008458881
   6.792040        0.0008459381
   6.795166        0.0008465845
   6.798300        0.0008472328
   6.801428        0.0008478798
   6.804558        0.0008485271
   6.807696        0.0008490192
   6.810829        0.0008488901
   6.813970        0.0008487607
   6.817106        0.0008486315
   6.820250        0.0008485020
   6.823389        0.0008485448
   6.826528        0.0008491901
   6.829677        0.0008498374
   6.832819        0.0008504833
   6.835972        0.0008511313
   6.839117        0.0008517778
   6.842272        0.0008524258
   6.845420        0.0008530725
   6.848570        0.0008537195
   6.851729        0.0008543683
   6.854882        0.0008548477
   6.858044        0.0008547125
   6.861199        0.0008545775
   6.864364        0.0008544421
   6.867523        0.0008543070
   6.870683        0.0008543396
   6.873851        0.0008549865
   6.877015        0.0008556322
   6.880187        0.0008562797
   6.883353        0.0008569260
   6.886527        0.0008574148
   6.889697        0.0008572735
   6.892867        0.0008571322
   6.896046        0.0008569905
   6.899220        0.0008568490
   6.902401        0.0008568630
   6.905578        0.0008575074
   6.908763        0.0008581535
   6.911942        0.0008587983
   6.915123        0.0008594434
   6.918313        0.0008600904
   6.921495        0.0008607355
   6.924688        0.0008613826
   6.927874        0.0008620284
   6.931070        0.0008626762
   6.934259        0.0008631641
   6.937450        0.0008630125
   6.940650        0.0008628604
   6.943843        0.0008627087
   6.947047        0.0008625565
   6.950243        0.0008625657
   6.953449        0.0008632115
   6.956648        0.0008638558
   6.959850        0.0008645006
   6.963060        0.0008651472
   6.966264        0.0008656173
   6.969477        0.0008654588
   6.972684        0.0008653007
   6.975901        0.0008651420
   6.979110        0.0008649837
   6.982322        0.0008650002
   6.985542        0.0008656446
   6.988757        0.0008662879
   6.991980        0.0008669330
   6.995197        0.0008675768
   6.998424        0.0008680559
   7.001644        0.0008678912
   7.004866        0.0008677264
   7.008098        0.0008675611
   7.011322        0.0008673962
   7.014556        0.0008673944
   7.017784        0.0008680361
   7.021021        0.0008686798
   7.024251        0.0008693221
   7.027483        0.0008699647
   7.030725        0.0008706091
   7.033960        0.0008712518
   7.037205        0.0008718964
   7.040443        0.0008725397
   7.043691        0.0008731848
   7.046931        0.0008736611
   7.050174        0.0008734857
   7.053426        0.0008733099
   7.056672        0.0008731343
   7.059927        0.0008729583
   7.063175        0.0008729537
   7.066432        0.0008735966
   7.069684        0.0008742383
   7.072937        0.0008748804
   7.076200        0.0008755242
   7.079456        0.0008760022
   7.082722        0.0008758196
   7.085980        0.0008756375
   7.089249        0.0008754547
   7.092511        0.0008752724
   7.095775        0.0008752556
   7.099048        0.0008758973
   7.102314        0.0008765379
   7.105590        0.0008771801
   7.108860        0.0008778212
   7.112139        0.0008784640
   7.115412        0.0008791050
   7.118686        0.0008797463
   7.121969        0.0008803895
   7.125246        0.0008810312
   7.128532        0.0008814958
   7.131813        0.0008813071
   7.135102        0.0008811179
   7.138386        0.0008809291
   7.141670        0.0008807402
   7.144965        0.0008807163
   7.148252        0.0008813560
   7.151550        0.0008819976
   7.154840        0.0008826379
   7.158141        0.0008832800
   7.161434        0.0008837355
   7.164730        0.0008835399
   7.168034        0.0008833438
   7.171333        0.0008831480
   7.174641        0.0008829517
   7.177942        0.0008829250
   7.181253        0.0008835649
   7.184557        0.0008842034
   7.187863        0.0008848424
   7.191179        0.0008854832
   7.194487        0.0008861225
   7.197806        0.0008867633
   7.201118        0.0008874028
   7.204440        0.0008880442
   7.207755        0.0008886842
   7.211080        0.0008891536
   7.214397        0.0008889426
   7.217717        0.0008887314
   7.221046        0.0008885197
   7.224370        0.0008883083
   7.227701        0.0008882819
   7.231027        0.0008889197
   7.234362        0.0008895593
   7.237691        0.0008901977
   7.241030        0.0008908379
   7.244361        0.0008912891
   7.247695        0.0008910754
   7.251038        0.0008908610
   7.254375        0.0008906471
   7.257721        0.0008904325
   7.261061        0.0008903952
   7.264409        0.0008910330
   7.267752        0.0008916697
   7.271097        0.0008923067
   7.274451        0.0008929455
   7.277798        0.0008935828
   7.281155        0.0008942216
   7.284505        0.0008948591
   7.287865        0.0008954983
   7.291219        0.0008961364
   7.294573        0.0008965868
   7.297938        0.0008963611
   7.301296        0.0008961359
   7.304664        0.0008959101
   7.308025        0.0008956846
   7.311396        0.0008956452
   7.314761        0.0008962810
   7.318126        0.0008969170
   7.321501        0.0008975547
   7.324871        0.0008981914
   7.328249        0.0008986553
   7.331622        0.0008984185
   7.335003        0.0008981811
   7.338379        0.0008979440
   7.341755        0.0008977070
   7.345141        0.0008976604
   7.348522        0.0008982947
   7.351911        0.0008989307
   7.355294        0.0008995655
   7.358686        0.0009002022
   7.362072        0.0009008374
   7.365460        0.0009014724
   7.368858        0.0009021093
   7.372248        0.0009027448
   7.375649        0.0009033823
   7.379043        0.0009038268
   7.382446        0.0009035823
   7.385844        0.0009033381
   7.389242        0.0009030939
   7.392650        0.0009028490
   7.396052        0.0009027991
   7.399463        0.0009034339
   7.402868        0.0009040677
   7.406282        0.0009047033
   7.409690        0.0009053376
   7.413101        0.0009057846
   7.416519        0.0009055327
   7.419933        0.0009052812
   7.423355        0.0009050291
   7.426771        0.0009047773
   7.430196        0.0009047156
   7.433615        0.0009053476
   7.437036        0.0009059797
   7.440466        0.0009066137
   7.443890        0.0009072464
   7.447323        0.0009078809
   7.450750        0.0009085134
   7.454186        0.0009091479
   7.457617        0.0009097812
   7.461048        0.0009104146
   7.464489        0.0009108669
   7.467925        0.0009106036
   7.471369        0.0009103396
   7.474807        0.0009100762
   7.478255        0.0009098119
   7.481696        0.0009097409
   7.485139        0.0009103720
   7.488591        0.0009110047
   7.492037        0.0009116364
   7.495493        0.0009122697
   7.498942        0.0009127100
   7.502400        0.0009124430
   7.505853        0.0009121765
   7.509307        0.0009119099
   7.512770        0.0009116426
   7.516227        0.0009115535
   7.519694        0.0009121844
   7.523155        0.0009128141
   7.526625        0.0009134456
   7.530088        0.0009140758
   7.533553        0.0009147062
   7.537028        0.0009153378
   7.540496        0.0009159681
   7.543974        0.0009166003
   7.547445        0.0009172312
   7.550926        0.0009176773
   7.554401        0.0009173989
   7.557877        0.0009171203
   7.561363        0.0009168410
   7.564843        0.0009165621
   7.568332        0.0009164640
   7.571815        0.0009170924
   7.575307        0.0009177225
   7.578793        0.0009183515
   7.582280        0.0009189808
   7.585778        0.0009194227
   7.589268        0.0009191366
   7.592769        0.0009188497
   7.596262        0.0009185633
   7.599766        0.0009182761
   7.603263        0.0009181720
   7.606762        0.0009187987
   7.610271        0.0009194271
   7.613772        0.0009200543
   7.617284        0.0009206833
   7.620790        0.0009213110
   7.624304        0.0009219398
   7.627813        0.0009225675
   7.631322        0.0009231954
   7.634843        0.0009238252
   7.638356        0.0009242495
   7.641879        0.0009239548
   7.645395        0.0009236607
   7.648921        0.0009233657
   7.652441        0.0009230713
   7.655963        0.0009229615
   7.659494        0.0009235886
   7.663019        0.0009242144
   7.666553        0.0009248420
   7.670081        0.0009254685
   7.673619        0.0009258931
   7.677150        0.0009255867
   7.680683        0.0009252803
   7.684225        0.0009249730
   7.687761        0.0009246663
   7.691307        0.0009245640
   7.694846        0.0009251878
   7.698395        0.0009258133
   7.701938        0.0009264378
   7.705482        0.0009270624
   7.709036        0.0009276886
   7.712584        0.0009283131
   7.716140        0.0009289393
   7.719691        0.0009295644
   7.723252        0.0009301912
   7.726806        0.0009306176
   7.730361        0.0009303032
   7.733927        0.0009299879
   7.737486        0.0009296732
   7.741055        0.0009293577
   7.744617        0.0009292311
   7.748189        0.0009298552
   7.751754        0.0009304781
   7.755330        0.0009311027
   7.758898        0.0009317262
   7.762468        0.0009321586
   7.766049        0.0009318309
   7.769622        0.0009315038
   7.773206        0.0009311758
   7.776783        0.0009308484
   7.780370        0.0009307247
   7.783951        0.0009313455
   7.787540        0.0009319679
   7.791124        0.0009325893
   7.794709        0.0009332109
   7.798305        0.0009338341
   7.801893        0.0009344555
   7.805491        0.0009350786
   7.809083        0.0009357006
   7.812685        0.0009363243
   7.816280        0.0009367528
   7.819877        0.0009364176
   7.823483        0.0009360815
   7.827084        0.0009357459
   7.830694        0.0009354095
   7.834298        0.0009352661
   7.837911        0.0009358870
   7.841517        0.0009365067
   7.845126        0.0009371268
   7.848744        0.0009377487
   7.852356        0.0009381650
   7.855978        0.0009378208
   7.859593        0.0009374773
   7.863218        0.0009371329
   7.866836        0.0009367891
   7.870456        0.0009366471
   7.874086        0.0009372662
   7.877709        0.0009378839
   7.881343        0.0009385035
   7.884970        0.0009391221
   7.888607        0.0009397420
   7.892237        0.0009403601
   7.895869        0.0009409786
   7.899510        0.0009415986
   7.903145        0.0009422176
   7.906790        0.0009426247
   7.910429        0.0009422729
   7.914077        0.0009419201
   7.917719        0.0009415679
   7.921362        0.0009412157
   7.925016        0.0009410617
   7.928663        0.0009416779
   7.932320        0.0009422958
   7.935970        0.0009429125
   7.939630        0.0009435310
   7.943284        0.0009439487
   7.946939        0.0009435841
   7.950604        0.0009432183
   7.954263        0.0009428533
   7.957932        0.0009424872
   7.961594        0.0009423296
   7.965266        0.0009429452
   7.968931        0.0009435596
   7.972598        0.0009441744
   7.976275        0.0009447909
   7.979946        0.0009454060
   7.983626        0.0009460221
   7.987300        0.0009466371
   7.990984        0.0009472539
   7.994661        0.0009478696
   7.998341        0.0009482700
   8.002029        0.0009478957
   8.005712        0.0009475222
   8.009403        0.0009471476
   8.013089        0.0009467737
   8.016786        0.0009466129
   8.020474        0.0009472256
   8.024165        0.0009478386
   8.027866        0.0009484532
   8.031561        0.0009490669
   8.035265        0.0009496819
   8.038962        0.0009502952
   8.042670        0.0009509101
   8.046371        0.0009515239
   8.050074        0.0009521381
   8.053786        0.0009525546
   8.057493        0.0009521678
   8.061209        0.0009517799
   8.064919        0.0009513928
   8.068639        0.0009510045
   8.072351        0.0009508243
   8.076065        0.0009514354
   8.079791        0.0009520484
   8.083509        0.0009526602
   8.087237        0.0009532736
   8.090959        0.0009536800
   8.094690        0.0009532837
   8.098415        0.0009528881
   8.102142        0.0009524924
   8.105879        0.0009520956
   8.109610        0.0009519133
   8.113350        0.0009525239
   8.117083        0.0009531331
   8.120827        0.0009537443
   8.124564        0.0009543542
   8.128303        0.0009549642
   8.132051        0.0009555752
   8.135794        0.0009561851
   8.139545        0.0009567967
   8.143291        0.0009574071
   8.147047        0.0009577953
   8.150796        0.0009573910
   8.154547        0.0009569865
   8.158308        0.0009565807
   8.162063        0.0009561759
   8.165827        0.0009559905
   8.169584        0.0009565978
   8.173353        0.0009572071
   8.177114        0.0009578151
   8.180877        0.0009584234
   8.184649        0.0009588250
   8.188416        0.0009584119
   8.192193        0.0009579977
   8.195962        0.0009575842
   8.199742        0.0009571696
   8.203516        0.0009569612
   8.207291        0.0009575664
   8.211077        0.0009581734
   8.214854        0.0009587792
   8.218643        0.0009593868
   8.222425        0.0009599930
   8.226218        0.0009606003
   8.230003        0.0009612064
   8.233790        0.0009618127
   8.237588        0.0009624207
   8.241388        0.0009628108
   8.245180        0.0009623839
   8.248974        0.0009619568
   8.252779        0.0009615285
   8.256577        0.0009611010
   8.260376        0.0009608984
   8.264186        0.0009615034
   8.267998        0.0009621087
   8.271802        0.0009627129
   8.275608        0.0009633173
   8.279426        0.0009639232
   8.283236        0.0009645273
   8.287046        0.0009651316
   8.290870        0.0009657377
   8.294694        0.0009663441
   8.298510        0.0009667337
   8.302329        0.0009662974
   8.306158        0.0009658598
   8.309980        0.0009654232
   8.313805        0.0009649862
   8.317638        0.0009647624
