# lambda(micron)      flux(mJy)
# The Calzetti 2000 extinction law is applied to the original SED,
# so that the rest-frame 4400A (B and) flux is 1/100 of the quasar flux.
   2.133045        0.0001036350
   2.134029        0.0001037452
   2.135011        0.0001038552
   2.135995        0.0001039655
   2.136978        0.0001040756
   2.137962        0.0001041710
   2.138948        0.0001042183
   2.139932        0.0001042655
   2.140919        0.0001043128
   2.141904        0.0001043600
   2.142892        0.0001044206
   2.143878        0.0001045315
   2.144865        0.0001046424
   2.145854        0.0001047536
   2.146842        0.0001048646
   2.147832        0.0001049760
   2.148820        0.0001050875
   2.149811        0.0001051993
   2.150800        0.0001053109
   2.151790        0.0001054225
   2.152783        0.0001055221
   2.153773        0.0001055693
   2.154767        0.0001056167
   2.155758        0.0001056640
   2.156753        0.0001057114
   2.157745        0.0001057718
   2.158738        0.0001058842
   2.159734        0.0001059969
   2.160727        0.0001061095
   2.161724        0.0001062223
   2.162719        0.0001063207
   2.163716        0.0001063691
   2.164712        0.0001064174
   2.165708        0.0001064658
   2.166707        0.0001065142
   2.167704        0.0001065735
   2.168704        0.0001066871
   2.169702        0.0001068005
   2.170702        0.0001069142
   2.171701        0.0001070277
   2.172701        0.0001071275
   2.173703        0.0001071759
   2.174703        0.0001072242
   2.175706        0.0001072726
   2.176707        0.0001073209
   2.177711        0.0001073813
   2.178713        0.0001074956
   2.179716        0.0001076100
   2.180721        0.0001077246
   2.181725        0.0001078391
   2.182731        0.0001079540
   2.183735        0.0001080689
   2.184742        0.0001081841
   2.185748        0.0001082992
   2.186754        0.0001084143
   2.187762        0.0001085137
   2.188769        0.0001085620
   2.189779        0.0001086105
   2.190786        0.0001086589
   2.191797        0.0001087074
   2.192805        0.0001087723
   2.193815        0.0001088882
   2.194826        0.0001090044
   2.195836        0.0001091204
   2.196849        0.0001092367
   2.197860        0.0001093410
   2.198874        0.0001093894
   2.199886        0.0001094376
   2.200898        0.0001094860
   2.201913        0.0001095344
   2.202926        0.0001095965
   2.203942        0.0001097137
   2.204956        0.0001098306
   2.205973        0.0001099478
   2.206988        0.0001100649
   2.208004        0.0001101657
   2.209023        0.0001102151
   2.210039        0.0001102645
   2.211058        0.0001103140
   2.212076        0.0001103634
   2.213096        0.0001104271
   2.214114        0.0001105449
   2.215133        0.0001106628
   2.216155        0.0001107810
   2.217175        0.0001108991
   2.218197        0.0001110175
   2.219218        0.0001111360
   2.220242        0.0001112548
   2.221263        0.0001113734
   2.222286        0.0001114921
   2.223310        0.0001115991
   2.224334        0.0001116485
   2.225359        0.0001116980
   2.226383        0.0001117475
   2.227411        0.0001117971
   2.228435        0.0001118587
   2.229461        0.0001119782
   2.230489        0.0001120981
   2.231515        0.0001122177
   2.232545        0.0001123376
   2.233572        0.0001124442
   2.234602        0.0001124936
   2.235631        0.0001125430
   2.236659        0.0001125924
   2.237691        0.0001126419
   2.238721        0.0001127062
   2.239753        0.0001128269
   2.240784        0.0001129474
   2.241817        0.0001130683
   2.242849        0.0001131889
   2.243881        0.0001133097
   2.244916        0.0001134312
   2.245949        0.0001135524
   2.246985        0.0001136740
   2.248019        0.0001137953
   2.249056        0.0001139021
   2.250091        0.0001139526
   2.251128        0.0001140033
   2.252164        0.0001140539
   2.253201        0.0001141045
   2.254240        0.0001141685
   2.255277        0.0001142907
   2.256318        0.0001144132
   2.257356        0.0001145355
   2.258397        0.0001146581
   2.259436        0.0001147806
   2.260476        0.0001149035
   2.261518        0.0001150267
   2.262559        0.0001151496
   2.263603        0.0001152729
   2.264644        0.0001153780
   2.265689        0.0001154299
   2.266732        0.0001154817
   2.267775        0.0001155335
   2.268821        0.0001155855
   2.269865        0.0001156503
   2.270911        0.0001157745
   2.271956        0.0001158984
   2.273005        0.0001160227
   2.274050        0.0001161467
   2.275097        0.0001162560
   2.276146        0.0001163066
   2.277194        0.0001163571
   2.278244        0.0001164078
   2.279292        0.0001164583
   2.280344        0.0001165267
   2.281393        0.0001166515
   2.282443        0.0001167765
   2.283495        0.0001169018
   2.284546        0.0001170269
   2.285600        0.0001171524
   2.286652        0.0001172780
   2.287706        0.0001174039
   2.288759        0.0001175296
   2.289812        0.0001176554
   2.290868        0.0001177626
   2.291922        0.0001178143
   2.292980        0.0001178662
   2.294035        0.0001179180
   2.295093        0.0001179699
   2.296149        0.0001180398
   2.297208        0.0001181667
   2.298265        0.0001182934
   2.299323        0.0001184202
   2.300383        0.0001185473
   2.301442        0.0001186743
   2.302503        0.0001188019
   2.303563        0.0001189293
   2.304625        0.0001190571
   2.305686        0.0001191846
   2.306747        0.0001192995
   2.307811        0.0001193514
   2.308873        0.0001194032
   2.309938        0.0001194551
   2.311001        0.0001195069
   2.312066        0.0001195735
   2.313130        0.0001197019
   2.314195        0.0001198303
   2.315262        0.0001199592
   2.316328        0.0001200878
   2.317396        0.0001201998
   2.318462        0.0001202526
   2.319532        0.0001203056
   2.320599        0.0001203585
   2.321667        0.0001204115
   2.322738        0.0001204788
   2.323807        0.0001206083
   2.324878        0.0001207381
   2.325948        0.0001208677
   2.327021        0.0001209976
   2.328092        0.0001211274
   2.329163        0.0001212576
   2.330237        0.0001213881
   2.331310        0.0001215184
   2.332385        0.0001216491
   2.333458        0.0001217618
   2.334534        0.0001218148
   2.335609        0.0001218677
   2.336684        0.0001219206
   2.337761        0.0001219737
   2.338837        0.0001220444
   2.339916        0.0001221759
   2.340992        0.0001223073
   2.342072        0.0001224389
   2.343150        0.0001225704
   2.344228        0.0001227019
   2.345309        0.0001228342
   2.346389        0.0001229663
   2.347471        0.0001230987
   2.348551        0.0001232309
   2.349634        0.0001233491
   2.350716        0.0001234020
   2.351797        0.0001234549
   2.352882        0.0001235079
   2.353965        0.0001235609
   2.355050        0.0001236310
   2.356134        0.0001237641
   2.357221        0.0001238976
   2.358306        0.0001240308
   2.359391        0.0001241640
   2.360479        0.0001242977
   2.361565        0.0001244316
   2.362654        0.0001245658
   2.363742        0.0001246997
   2.364832        0.0001248340
   2.365920        0.0001249494
   2.367009        0.0001250035
   2.368101        0.0001250578
   2.369190        0.0001251120
   2.370283        0.0001251663
   2.371374        0.0001252384
   2.372468        0.0001253737
   2.373559        0.0001255086
   2.374651        0.0001256437
   2.375747        0.0001257791
   2.376840        0.0001259143
   2.377936        0.0001260503
   2.379030        0.0001261861
   2.380128        0.0001263222
   2.381223        0.0001264580
   2.382319        0.0001265751
   2.383418        0.0001266306
   2.384514        0.0001266860
   2.385614        0.0001267415
   2.386712        0.0001267970
   2.387813        0.0001268673
   2.388911        0.0001270041
   2.390011        0.0001271409
   2.391113        0.0001272781
   2.392213        0.0001274151
   2.393317        0.0001275525
   2.394418        0.0001276901
   2.395522        0.0001278280
   2.396625        0.0001279657
   2.397727        0.0001281034
   2.398834        0.0001282261
   2.399937        0.0001282802
   2.401044        0.0001283344
   2.402149        0.0001283885
   2.403257        0.0001284428
   2.404363        0.0001285174
   2.405469        0.0001286560
   2.406579        0.0001287951
   2.407686        0.0001289338
   2.408797        0.0001290730
   2.409905        0.0001292120
   2.411017        0.0001293518
   2.412126        0.0001294913
   2.413236        0.0001296308
   2.414349        0.0001297708
   2.415460        0.0001298908
   2.416574        0.0001299476
   2.417686        0.0001300042
   2.418802        0.0001300610
   2.419914        0.0001301177
   2.421031        0.0001301893
   2.422145        0.0001303299
   2.423259        0.0001304705
   2.424377        0.0001306115
   2.425493        0.0001307523
   2.426611        0.0001308935
   2.427728        0.0001310349
   2.428848        0.0001311766
   2.429965        0.0001313181
   2.431083        0.0001314597
   2.432205        0.0001315811
   2.433324        0.0001316377
   2.434446        0.0001316945
   2.435566        0.0001317511
   2.436690        0.0001318079
   2.437811        0.0001318828
   2.438933        0.0001320253
   2.440058        0.0001321682
   2.441181        0.0001323108
   2.442307        0.0001324538
   2.443431        0.0001325967
   2.444558        0.0001327403
   2.445682        0.0001328836
   2.446808        0.0001330270
   2.447937        0.0001331709
   2.449063        0.0001332976
   2.450192        0.0001333542
   2.451320        0.0001334108
   2.452451        0.0001334675
   2.453579        0.0001335241
   2.454708        0.0001335984
   2.455840        0.0001337432
   2.456970        0.0001338877
   2.458104        0.0001340326
   2.459235        0.0001341772
   2.460369        0.0001343223
   2.461501        0.0001344676
   2.462634        0.0001346129
   2.463770        0.0001347586
   2.464903        0.0001349040
   2.466040        0.0001350500
   2.467175        0.0001351960
   2.468313        0.0001353425
   2.469449        0.0001354887
   2.470588        0.0001356353
   2.471725        0.0001357622
   2.472862        0.0001358202
   2.474003        0.0001358782
   2.475141        0.0001359362
   2.476283        0.0001359943
   2.477422        0.0001360699
   2.478565        0.0001362175
   2.479706        0.0001363648
   2.480847        0.0001365121
   2.481991        0.0001366599
   2.483133        0.0001368075
   2.484278        0.0001369559
   2.485421        0.0001371040
   2.486568        0.0001372525
   2.487712        0.0001374007
   2.488857        0.0001375320
   2.490005        0.0001375900
   2.491151        0.0001376479
   2.492300        0.0001377059
   2.493446        0.0001377638
   2.494596        0.0001378404
   2.495744        0.0001379896
   2.496893        0.0001381389
   2.498044        0.0001382886
   2.499194        0.0001384380
   2.500347        0.0001385880
   2.501497        0.0001387380
   2.502651        0.0001388885
   2.503803        0.0001390387
   2.504955        0.0001391890
   2.506110        0.0001393221
   2.507263        0.0001393798
   2.508420        0.0001394377
   2.509574        0.0001394955
   2.510731        0.0001395534
   2.511887        0.0001396333
   2.513043        0.0001397846
   2.514202        0.0001399362
   2.515359        0.0001400876
   2.516519        0.0001402394
   2.517677        0.0001403910
   2.518838        0.0001405434
   2.519997        0.0001406956
   2.521157        0.0001408478
   2.522320        0.0001410004
   2.523480        0.0001411529
   2.524644        0.0001413062
   2.525806        0.0001414592
   2.526971        0.0001416126
   2.528134        0.0001417657
   2.529297        0.0001418981
   2.530464        0.0001419587
   2.531628        0.0001420192
   2.532796        0.0001420799
   2.533962        0.0001421404
   2.535130        0.0001422174
   2.536297        0.0001423715
   2.537464        0.0001425257
   2.538634        0.0001426803
   2.539803        0.0001428346
   2.540974        0.0001429895
   2.542143        0.0001431445
   2.543316        0.0001433000
   2.544486        0.0001434551
   2.545657        0.0001436103
   2.546831        0.0001437426
   2.548003        0.0001438029
   2.549178        0.0001438635
   2.550351        0.0001439239
   2.551528        0.0001439845
   2.552702        0.0001440667
   2.553876        0.0001442228
   2.555054        0.0001443795
   2.556230        0.0001445358
   2.557409        0.0001446925
   2.558586        0.0001448491
   2.559766        0.0001450066
   2.560944        0.0001451637
   2.562122        0.0001453209
   2.563304        0.0001454786
   2.564484        0.0001456361
   2.565666        0.0001457944
   2.566847        0.0001459524
   2.568031        0.0001461108
   2.569213        0.0001462690
   2.570395        0.0001464042
   2.571580        0.0001464661
   2.572764        0.0001465278
   2.573950        0.0001465898
   2.575135        0.0001466516
   2.576323        0.0001467326
   2.577508        0.0001468918
   2.578694        0.0001470510
   2.579884        0.0001472107
   2.581071        0.0001473701
   2.582261        0.0001475301
   2.583449        0.0001476901
   2.584641        0.0001478506
   2.585830        0.0001480108
   2.587020        0.0001481711
   2.588213        0.0001483319
   2.589404        0.0001484928
   2.590599        0.0001486542
   2.591791        0.0001488153
   2.592986        0.0001489768
   2.594179        0.0001491180
   2.595373        0.0001491798
   2.596570        0.0001492416
   2.597765        0.0001493034
   2.598963        0.0001493654
   2.600159        0.0001494475
   2.601358        0.0001496100
   2.602556        0.0001497723
   2.603753        0.0001499346
   2.604954        0.0001500974
   2.606153        0.0001502600
   2.607355        0.0001504234
   2.608555        0.0001505866
   2.609758        0.0001507502
   2.610959        0.0001509135
   2.612160        0.0001510770
   2.613365        0.0001512414
   2.614568        0.0001514054
   2.615774        0.0001515699
   2.616977        0.0001517341
   2.618184        0.0001518780
   2.619389        0.0001519411
   2.620597        0.0001520043
   2.621803        0.0001520675
   2.623009        0.0001521306
   2.624219        0.0001522125
   2.625427        0.0001523777
   2.626638        0.0001525434
   2.627847        0.0001527088
   2.629059        0.0001528747
   2.630268        0.0001530403
   2.631482        0.0001532069
   2.632693        0.0001533731
   2.633904        0.0001535394
   2.635119        0.0001537062
   2.636331        0.0001538728
   2.637547        0.0001540402
   2.638761        0.0001542073
   2.639978        0.0001543749
   2.641193        0.0001545422
   2.642408        0.0001546909
   2.643627        0.0001547540
   2.644844        0.0001548170
   2.646063        0.0001548802
   2.647281        0.0001549433
   2.648502        0.0001550280
   2.649721        0.0001551964
   2.650940        0.0001553648
   2.652163        0.0001555337
   2.653383        0.0001557022
   2.654607        0.0001558714
   2.655829        0.0001560407
   2.657054        0.0001562104
   2.658276        0.0001563798
   2.659500        0.0001565493
   2.660726        0.0001567194
   2.661951        0.0001568896
   2.663178        0.0001570602
   2.664404        0.0001572306
   2.665633        0.0001574014
   2.666859        0.0001575508
   2.668087        0.0001576151
   2.669317        0.0001576796
   2.670545        0.0001577440
   2.671777        0.0001578086
   2.673007        0.0001578942
   2.674240        0.0001580661
   2.675470        0.0001582377
   2.676701        0.0001584094
   2.677936        0.0001585815
   2.679168        0.0001587534
   2.680404        0.0001589262
   2.681637        0.0001590987
   2.682874        0.0001592717
   2.684109        0.0001594444
   2.685344        0.0001596172
   2.686582        0.0001597910
   2.687819        0.0001599645
   2.689058        0.0001601384
   2.690296        0.0001603120
   2.691537        0.0001604648
   2.692775        0.0001605289
   2.694014        0.0001605932
   2.695257        0.0001606575
   2.696497        0.0001607218
   2.697741        0.0001608126
   2.698982        0.0001609873
   2.700227        0.0001611625
   2.701470        0.0001613373
   2.702713        0.0001615122
   2.703959        0.0001616878
   2.705204        0.0001618634
   2.706451        0.0001620395
   2.707697        0.0001622153
   2.708946        0.0001623916
   2.710192        0.0001625677
   2.711439        0.0001627443
   2.712690        0.0001629214
   2.713938        0.0001630981
   2.715190        0.0001632754
   2.716439        0.0001634266
   2.717692        0.0001634937
   2.718943        0.0001635608
   2.720194        0.0001636279
   2.721449        0.0001636951
   2.722701        0.0001637830
   2.723957        0.0001639613
   2.725210        0.0001641393
   2.726467        0.0001643178
   2.727722        0.0001644960
   2.728977        0.0001646743
   2.730236        0.0001648536
   2.731492        0.0001650326
   2.732752        0.0001652121
   2.734009        0.0001653912
   2.735271        0.0001655709
   2.736529        0.0001657508
   2.737788        0.0001659307
   2.739051        0.0001661112
   2.740311        0.0001662913
   2.741575        0.0001664507
   2.742837        0.0001665175
   2.744102        0.0001665846
   2.745365        0.0001666514
   2.746628        0.0001667184
   2.747895        0.0001668067
   2.749159        0.0001669879
   2.750427        0.0001671696
   2.751693        0.0001673510
   2.752962        0.0001675329
   2.754229        0.0001677145
   2.755497        0.0001678967
   2.756767        0.0001680794
   2.758036        0.0001682617
   2.759308        0.0001684446
   2.760578        0.0001686272
   2.761851        0.0001688108
   2.763122        0.0001689941
   2.764393        0.0001691774
   2.765668        0.0001693613
   2.766941        0.0001695449
   2.768217        0.0001697295
   2.769491        0.0001699137
   2.770768        0.0001700985
   2.772043        0.0001702829
   2.773319        0.0001704404
   2.774598        0.0001705088
   2.775875        0.0001705771
   2.777155        0.0001706455
   2.778433        0.0001707138
   2.779715        0.0001708086
   2.780994        0.0001709941
   2.782274        0.0001711797
   2.783557        0.0001713658
   2.784838        0.0001715515
   2.786122        0.0001717380
   2.787404        0.0001719245
   2.788690        0.0001721115
   2.789973        0.0001722982
   2.791257        0.0001724850
   2.792544        0.0001726724
   2.793829        0.0001728599
   2.795118        0.0001730480
   2.796404        0.0001732357
   2.797694        0.0001734240
   2.798981        0.0001735883
   2.800269        0.0001736562
   2.801561        0.0001737243
   2.802850        0.0001737923
   2.804143        0.0001738605
   2.805433        0.0001739566
   2.806727        0.0001741460
   2.808019        0.0001743349
   2.809311        0.0001745240
   2.810607        0.0001747136
   2.811900        0.0001749030
   2.813197        0.0001750933
   2.814492        0.0001752833
   2.815789        0.0001754739
   2.817085        0.0001756640
   2.818385        0.0001758549
   2.819682        0.0001760458
   2.820979        0.0001762368
   2.822280        0.0001764284
   2.823579        0.0001766195
   2.824881        0.0001768114
   2.826181        0.0001770034
   2.827485        0.0001771959
   2.828786        0.0001773880
   2.830091        0.0001775807
   2.831393        0.0001777453
   2.832696        0.0001778161
   2.834002        0.0001778872
   2.835306        0.0001779582
   2.836614        0.0001780293
   2.837919        0.0001781236
   2.839228        0.0001783174
   2.840535        0.0001785109
   2.841842        0.0001787044
   2.843153        0.0001788984
   2.844461        0.0001790923
   2.845773        0.0001792871
   2.847083        0.0001794816
   2.848396        0.0001796766
   2.849706        0.0001798713
   2.851018        0.0001800661
   2.852333        0.0001802620
   2.853645        0.0001804576
   2.854961        0.0001806536
   2.856275        0.0001808493
   2.857593        0.0001810457
   2.858907        0.0001812422
   2.860223        0.0001814387
   2.861542        0.0001816358
   2.862859        0.0001818325
   2.864180        0.0001820020
   2.865498        0.0001820726
   2.866819        0.0001821434
   2.868138        0.0001822141
   2.869458        0.0001822848
   2.870782        0.0001823862
   2.872103        0.0001825841
   2.873427        0.0001827825
   2.874750        0.0001829806
   2.876076        0.0001831792
   2.877399        0.0001833776
   2.878723        0.0001835765
   2.880051        0.0001837760
   2.881376        0.0001839751
   2.882705        0.0001841748
   2.884032        0.0001843742
   2.885362        0.0001845747
   2.886690        0.0001847747
   2.888018        0.0001849749
   2.889350        0.0001851757
   2.890680        0.0001853762
   2.892013        0.0001855777
   2.893344        0.0001857788
   2.894678        0.0001859806
   2.896010        0.0001861819
   2.897343        0.0001863606
   2.898679        0.0001864327
   2.900013        0.0001865046
   2.901351        0.0001865768
   2.902686        0.0001866488
   2.904025        0.0001867458
   2.905361        0.0001869483
   2.906698        0.0001871509
   2.908038        0.0001873541
   2.909377        0.0001875568
   2.910718        0.0001877603
   2.912058        0.0001879639
   2.913401        0.0001881680
   2.914742        0.0001883718
   2.916083        0.0001885756
   2.917428        0.0001887801
   2.918771        0.0001889848
   2.920117        0.0001891900
   2.921460        0.0001893948
   2.922808        0.0001896002
   2.924153        0.0001898054
   2.925498        0.0001900111
   2.926848        0.0001902174
   2.928195        0.0001904233
   2.929545        0.0001906298
   2.930893        0.0001908056
   2.932245        0.0001908789
   2.933594        0.0001909522
   2.934944        0.0001910254
   2.936298        0.0001910989
   2.937649        0.0001912035
   2.939004        0.0001914112
   2.940356        0.0001916184
   2.941713        0.0001918263
   2.943066        0.0001920337
   2.944421        0.0001922414
   2.945779        0.0001924502
   2.947134        0.0001926585
   2.948494        0.0001928674
   2.949850        0.0001930760
   2.951211        0.0001932852
   2.952569        0.0001934946
   2.953928        0.0001937040
   2.955290        0.0001939141
   2.956650        0.0001941237
   2.958014        0.0001943340
   2.959375        0.0001945445
   2.960740        0.0001947555
   2.962102        0.0001949662
   2.963465        0.0001951769
   2.964832        0.0001953626
   2.966196        0.0001954370
   2.967565        0.0001955117
   2.968930        0.0001955861
   2.970299        0.0001956609
   2.971666        0.0001957614
   2.973034        0.0001959733
   2.974405        0.0001961859
   2.975774        0.0001963980
   2.977146        0.0001966107
   2.978516        0.0001968232
   2.979890        0.0001970367
   2.981261        0.0001972498
   2.982633        0.0001974631
   2.984009        0.0001976769
   2.985382        0.0001978905
   2.986759        0.0001981051
   2.988133        0.0001983194
   2.989511        0.0001985342
   2.990887        0.0001987487
   2.992263        0.0001989634
   2.993644        0.0001991791
   2.995021        0.0001993945
   2.996403        0.0001996105
   2.997781        0.0001998260
   2.999164        0.0002000423
   3.000544        0.0002002587
   3.001925        0.0002004752
   3.003309        0.0002006923
   3.004692        0.0002009090
   3.006077        0.0002010921
   3.007461        0.0002011695
   3.008848        0.0002012471
   3.010232        0.0002013245
   3.011617        0.0002014020
   3.013006        0.0002015066
   3.014393        0.0002017245
   3.015783        0.0002019430
   3.017171        0.0002021611
   3.018563        0.0002023798
   3.019952        0.0002025982
   3.021341        0.0002028173
   3.022735        0.0002030369
   3.024126        0.0002032561
   3.025521        0.0002034760
   3.026913        0.0002036955
   3.028309        0.0002039162
   3.029703        0.0002041364
   3.031100        0.0002043573
   3.032495        0.0002045778
   3.033890        0.0002047984
   3.035290        0.0002050203
   3.036686        0.0002052417
   3.038087        0.0002054637
   3.039485        0.0002056853
   3.040887        0.0002058759
   3.042286        0.0002059527
   3.043689        0.0002060297
   3.045090        0.0002061066
   3.046491        0.0002061836
   3.047896        0.0002062932
   3.049299        0.0002065159
   3.050705        0.0002067394
   3.052109        0.0002069624
   3.053517        0.0002071861
   3.054922        0.0002074094
   3.056328        0.0002076334
   3.057737        0.0002078580
   3.059144        0.0002080822
   3.060555        0.0002083069
   3.061964        0.0002085315
   3.063376        0.0002087571
   3.064786        0.0002089823
   3.066196        0.0002092076
   3.067610        0.0002094336
   3.069022        0.0002096592
   3.070437        0.0002098860
   3.071850        0.0002101124
   3.073267        0.0002103394
   3.074681        0.0002105660
   3.076096        0.0002107929
   3.077515        0.0002110209
   3.078931        0.0002112484
   3.080351        0.0002114766
   3.081769        0.0002117044
   3.083190        0.0002118977
   3.084609        0.0002119774
   3.086028        0.0002120572
   3.087452        0.0002121372
   3.088872        0.0002122170
   3.090297        0.0002123253
   3.091719        0.0002125543
   3.093145        0.0002127839
   3.094568        0.0002130131
   3.095993        0.0002132424
   3.097420        0.0002134725
   3.098846        0.0002137026
   3.100275        0.0002139334
   3.101702        0.0002141638
   3.103132        0.0002143948
   3.104560        0.0002146255
   3.105989        0.0002148568
   3.107421        0.0002150888
   3.108851        0.0002153204
   3.110285        0.0002155526
   3.111717        0.0002157845
   3.113152        0.0002160175
   3.114584        0.0002162502
   3.116018        0.0002164829
   3.117455        0.0002167163
   3.118889        0.0002169494
   3.120328        0.0002171836
   3.121764        0.0002174174
   3.123204        0.0002176519
   3.124641        0.0002178860
   3.126078        0.0002180912
   3.127520        0.0002181704
   3.128959        0.0002182494
   3.130403        0.0002183287
   3.131843        0.0002184078
   3.133288        0.0002185200
   3.134730        0.0002187552
   3.136172        0.0002189906
   3.137619        0.0002192266
   3.139062        0.0002194622
   3.140510        0.0002196986
   3.141955        0.0002199350
   3.143405        0.0002201721
   3.144851        0.0002204088
   3.146298        0.0002206456
   3.147749        0.0002208832
   3.149198        0.0002211208
   3.150650        0.0002213592
   3.152100        0.0002215970
   3.153554        0.0002218356
   3.155005        0.0002220738
   3.156457        0.0002223127
   3.157913        0.0002225523
   3.159366        0.0002227914
   3.160823        0.0002230311
   3.162278        0.0002232706
   3.163736        0.0002235113
   3.165192        0.0002237514
   3.166648        0.0002239917
   3.168109        0.0002242327
   3.169567        0.0002244415
   3.171029        0.0002245217
   3.172488        0.0002246017
   3.173951        0.0002246820
   3.175412        0.0002247620
   3.176873        0.0002248791
   3.178338        0.0002251213
   3.179801        0.0002253631
   3.181267        0.0002256056
   3.182731        0.0002258476
   3.184199        0.0002260904
   3.185665        0.0002263332
   3.187130        0.0002265762
   3.188601        0.0002268199
   3.190068        0.0002270631
   3.191539        0.0002273072
   3.193008        0.0002275513
   3.194481        0.0002277961
   3.195951        0.0002280404
   3.197421        0.0002282848
   3.198896        0.0002285301
   3.200368        0.0002287755
   3.201844        0.0002290215
   3.203317        0.0002292670
   3.204795        0.0002295133
   3.206270        0.0002297592
   3.207745        0.0002300058
   3.209224        0.0002302530
   3.210701        0.0002304998
   3.212182        0.0002307473
   3.213660        0.0002309945
   3.215142        0.0002312429
   3.216622        0.0002314908
   3.218102        0.0002317388
   3.219586        0.0002319876
   3.221068        0.0002322032
   3.222554        0.0002322861
   3.224036        0.0002323689
   3.225523        0.0002324519
   3.227008        0.0002325348
   3.228493        0.0002326499
   3.229982        0.0002328999
   3.231468        0.0002331494
   3.232959        0.0002333997
   3.234446        0.0002336494
   3.235938        0.0002339000
   3.237427        0.0002341507
   3.238917        0.0002344014
   3.240411        0.0002346529
   3.241902        0.0002349039
   3.243397        0.0002351558
   3.244890        0.0002354077
   3.246387        0.0002356603
   3.247880        0.0002359125
   3.249375        0.0002361647
   3.250874        0.0002364178
   3.252369        0.0002366710
   3.253870        0.0002369249
   3.255367        0.0002371783
   3.256868        0.0002374324
   3.258367        0.0002376862
   3.259870        0.0002379412
   3.261370        0.0002381958
   3.262871        0.0002384505
   3.264376        0.0002387059
   3.265878        0.0002389609
   3.267384        0.0002392172
   3.268888        0.0002394730
   3.270396        0.0002397296
   3.271900        0.0002399856
   3.273410        0.0002402099
   3.274916        0.0002402934
   3.276423        0.0002403769
   3.277934        0.0002404607
   3.279442        0.0002405443
   3.280955        0.0002406643
   3.282465        0.0002409216
   3.283979        0.0002411797
   3.285490        0.0002414372
   3.287001        0.0002416949
   3.288518        0.0002419535
   3.290031        0.0002422120
   3.291548        0.0002424714
   3.293063        0.0002427303
   3.294582        0.0002429898
   3.296098        0.0002432490
   3.297615        0.0002435089
   3.299136        0.0002437696
   3.300654        0.0002440297
   3.302176        0.0002442905
   3.303696        0.0002445510
   3.305219        0.0002448128
   3.306741        0.0002450741
   3.308262        0.0002453355
   3.309788        0.0002455976
   3.311311        0.0002458594
   3.312838        0.0002461225
   3.314363        0.0002463851
   3.315891        0.0002466484
   3.317417        0.0002469112
   3.318944        0.0002471391
   3.320475        0.0002472235
   3.322003        0.0002473077
   3.323535        0.0002473922
   3.325064        0.0002474765
   3.326598        0.0002476026
   3.328128        0.0002478666
   3.329660        0.0002481309
   3.331196        0.0002483958
   3.332729        0.0002486603
   3.334266        0.0002489256
   3.335800        0.0002491911
   3.337339        0.0002494572
   3.338875        0.0002497229
   3.340411        0.0002499886
   3.341951        0.0002502553
   3.343489        0.0002505220
   3.345031        0.0002507895
   3.346571        0.0002510564
   3.348114        0.0002513241
   3.349655        0.0002515914
   3.351196        0.0002518595
   3.352742        0.0002521282
   3.354285        0.0002523965
   3.355832        0.0002526655
   3.357376        0.0002529341
   3.358925        0.0002532041
   3.360471        0.0002534736
   3.362017        0.0002537431
   3.363568        0.0002540134
   3.365115        0.0002542834
   3.366668        0.0002545547
   3.368217        0.0002548255
   3.369770        0.0002550970
   3.371321        0.0002553680
   3.372872        0.0002556394
   3.374428        0.0002559119
   3.375980        0.0002561840
   3.377538        0.0002564569
   3.379092        0.0002567292
   3.380650        0.0002569612
   3.382206        0.0002570499
   3.383762        0.0002571386
   3.385323        0.0002572275
   3.386881        0.0002573163
   3.388443        0.0002574389
   3.390002        0.0002577125
   3.391566        0.0002579870
   3.393126        0.0002582608
   3.394688        0.0002585349
   3.396254        0.0002588098
   3.397816        0.0002590848
   3.399384        0.0002593605
   3.400948        0.0002596357
   3.402517        0.0002599117
   3.404082        0.0002601873
   3.405649        0.0002604636
   3.407219        0.0002607407
   3.408787        0.0002610173
   3.410360        0.0002612946
   3.411929        0.0002615716
   3.413503        0.0002618499
   3.415073        0.0002621276
   3.416645        0.0002624055
   3.418221        0.0002626842
   3.419794        0.0002629625
   3.421371        0.0002632421
   3.422945        0.0002635213
   3.424524        0.0002638012
   3.426100        0.0002640806
   3.427676        0.0002643602
   3.429258        0.0002646413
   3.430835        0.0002649217
   3.432418        0.0002652029
   3.433998        0.0002654837
   3.435581        0.0002657207
   3.437162        0.0002658097
   3.438744        0.0002658988
   3.440330        0.0002659881
   3.441913        0.0002660773
   3.443501        0.0002662085
   3.445085        0.0002664905
   3.446674        0.0002667733
   3.448260        0.0002670556
   3.449847        0.0002673380
   3.451438        0.0002676214
   3.453027        0.0002679048
   3.454619        0.0002681889
   3.456208        0.0002684725
   3.457803        0.0002687570
   3.459394        0.0002690411
   3.460986        0.0002693258
   3.462582        0.0002696114
   3.464175        0.0002698963
   3.465773        0.0002701822
   3.467368        0.0002704676
   3.468967        0.0002707544
   3.470564        0.0002710406
   3.472161        0.0002713270
   3.473762        0.0002716142
   3.475360        0.0002719010
   3.476964        0.0002721891
   3.478564        0.0002724768
   3.480168        0.0002727651
   3.481770        0.0002730530
   3.483372        0.0002733412
   3.484978        0.0002736308
   3.486582        0.0002739197
   3.488190        0.0002742095
   3.489795        0.0002744988
   3.491405        0.0002747890
