#wave 30Myr_0.0 100Myr_0.0 300Myr_0.0 30Myr_0.2 100Myr_0.2 300Myr_0.2
0.7943283915519714 0.0013029893161728978 0.0013226475566625595 0.0013226475566625595 1.5982737750164233e-05 1.622414492885582e-05 1.622414492885582e-05
0.7946938872337341 0.0013207654701545835 0.0013410585233941674 0.0013410585233941674 1.622870513529051e-05 1.647809040150605e-05 1.647809040150605e-05
0.7950596213340759 0.0013420380419120193 0.0013646023580804467 0.00136469560675323 1.6540760043426417e-05 1.6820133168948814e-05 1.682134643488098e-05
0.7954254150390625 0.0013639803510159254 0.0013891173293814063 0.0013893210561946034 1.686533505562693e-05 1.7178748748847283e-05 1.7181397197418846e-05
0.7957914471626282 0.0013859731843695045 0.001413688762113452 0.0014140033163130283 1.7190657672472298e-05 1.753819378791377e-05 1.7542281057103537e-05
0.7961576581001282 0.0014080164255574346 0.0014383167726919055 0.0014387423871085048 1.7516733350930735e-05 1.7898470105137676e-05 1.7903999832924455e-05
0.7965239882469177 0.0014301043702289462 0.0014629949582740664 0.0014635317493230104 1.784347477951087e-05 1.825948311307002e-05 1.8266458937432617e-05
0.7968905568122864 0.001452246098779142 0.001487733330577612 0.0014883815310895443 1.8171014744439162e-05 1.8621381968841888e-05 1.8629807527759112e-05
0.7972572445869446 0.0014744354411959648 0.0015125250210985541 0.0015132850967347622 1.8499262296245433e-05 1.898406662803609e-05 1.899394192150794e-05
0.7976240515708923 0.0014966727467253804 0.0015373704954981804 0.001538242562673986 1.8828224710887298e-05 1.9347538909642026e-05 1.9358871213626117e-05
0.7979910969734192 0.0015189609257504344 0.0015622730134055018 0.0015632573049515486 1.9157943825121038e-05 1.9711849745362997e-05 1.9724642697838135e-05
0.7983583211898804 0.001541297067888081 0.0015872294316068292 0.0015883261803537607 1.948837780219037e-05 2.0076953660463914e-05 2.00912072614301e-05
0.7987256050109863 0.001563681522384286 0.0016122397501021624 0.0016134493052959442 1.9819526642095298e-05 2.0442850654944777e-05 2.045857036137022e-05
0.7990931868553162 0.001586116966791451 0.0016373073449358344 0.0016386299394071102 2.0151439457549714e-05 2.0809591660508886e-05 2.082677929138299e-05
0.7994608879089355 0.0016086038667708635 0.0016624325653538108 0.0016638684319332242 2.0484114429564215e-05 2.117717667715624e-05 2.1195837689447217e-05
0.7998287677764893 0.0016311388462781906 0.001687611686065793 0.0016891611739993095 2.0817506083403714e-05 2.1545556592172943e-05 2.1565692804870196e-05
0.8001968264579773 0.001653725397773087 0.0017128485487774014 0.0017145118908956647 2.1151663531782106e-05 2.19147841562517e-05 2.1936399207334034e-05
0.8005650043487549 0.0016763574676588178 0.0017381366342306137 0.0017399139469489455 2.148649946320802e-05 2.228476296295412e-05 2.2307860490400344e-05
0.8009334206581116 0.0016990441363304853 0.0017634857213124633 0.0017653773538768291 2.1822146663907915e-05 2.265564035042189e-05 2.2680223992210813e-05
0.8013019561767578 0.0017217793501913548 0.0017888892907649279 0.0017908955924212933 2.2158519641379826e-05 2.3027319912216626e-05 2.3053393306327052e-05
0.8016706705093384 0.0017445633420720696 0.0018143474590033293 0.0018164686625823379 2.2495614757644944e-05 2.3399801648338325e-05 2.342736661375966e-05
0.8020395636558533 0.0017673992551863194 0.0018398638349026442 0.0018421001732349396 2.283348294440657e-05 2.377313830947969e-05 2.3802200303180143e-05
0.8024085760116577 0.0017902839463204145 0.0018654349260032177 0.0018677866319194436 2.3172078726929612e-05 2.4147278963937424e-05 2.4177839804906398e-05
0.8027778267860413 0.0018132206751033664 0.0018910644575953484 0.0018935316475108266 2.3511447579949163e-05 2.452227818139363e-05 2.4554343326599337e-05
0.8031471967697144 0.0018362064147368073 0.0019167488208040595 0.0019193319603800774 2.3851545847719535e-05 2.4898085030145012e-05 2.4931656298576854e-05
0.8035168051719666 0.0018495708936825395 0.001933300751261413 0.0019363696919754148 2.408307591394987e-05 2.5174809707095847e-05 2.5215082132490352e-05
0.8038865327835083 0.001859231386333704 0.00194634182844311 0.0019500403432175517 2.4272911105072126e-05 2.541356661822647e-05 2.5462561097810976e-05
0.8042564392089844 0.00186891236808151 0.0019594114273786545 0.001963740913197398 2.44631664827466e-05 2.5652858312241733e-05 2.571059303591028e-05
0.8046265244483948 0.0018786126747727394 0.0019725076854228973 0.0019774697721004486 2.4653814762132242e-05 2.5892652047332376e-05 2.5959148842957802e-05
0.8049967885017395 0.0018883333541452885 0.001985632348805666 0.001991228200495243 2.4844883228070103e-05 2.6132980565307662e-05 2.6208259441773407e-05
0.8053671717643738 0.0018980735912919044 0.0019987840205430984 0.002005015267059207 2.5036348233697936e-05 2.6373814762337133e-05 2.6457893909537233e-05
0.8057377934455872 0.0019078344339504838 0.0020119643304497004 0.002018832368776202 2.5228237063856795e-05 2.661518556124065e-05 2.6708088626037352e-05
0.8061085343360901 0.0019176147179678082 0.0020251714158803225 0.002032677875831723 2.5420520614716224e-05 2.6857063858187757e-05 2.695880721148569e-05
0.8064795136451721 0.0019274157239124179 0.0020384073723107576 0.0020465534180402756 2.5613229809096083e-05 2.7099480575998314e-05 2.7210086045670323e-05
0.8068506121635437 0.0019372364040464163 0.0020516705699265003 0.002060457831248641 2.5806337362155318e-05 2.7342406610841863e-05 2.7461894205771387e-05
0.8072218894958496 0.0019470775732770562 0.0020649621728807688 0.002074392046779394 2.599986873974558e-05 2.758587106654886e-05 2.7714262614608742e-05
0.8075932860374451 0.0019569385331124067 0.0020782812498509884 0.0020883551333099604 2.6193802113994025e-05 2.7829846658278257e-05 2.7967162168351933e-05
0.8079649209976196 0.0019668189343065023 0.002091627102345228 0.002102346858009696 2.6388132027932443e-05 2.8074331567040645e-05 2.8220589229022153e-05
0.8083367347717285 0.001976721454411745 0.002105003921315074 0.002116370713338256 2.6582916689221747e-05 2.8319393095443957e-05 2.847461473720614e-05
0.808708667755127 0.0019866423681378365 0.002118406118825078 0.002130421344190836 2.6778076062328182e-05 2.85649330180604e-05 2.8729138648486696e-05
0.8090807795524597 0.0019965844694525003 0.002131837420165539 0.0021445024758577347 2.6973664716933854e-05 2.881101863749791e-05 2.8984228265471756e-05
0.8094530701637268 0.0020065472926944494 0.0021452978253364563 0.0021586143411695957 2.7169682653038763e-05 2.905764995375648e-05 2.9239885407150723e-05
0.8098255395889282 0.0020165301393717527 0.002158785704523325 0.0021727553103119135 2.7366106223780662e-05 2.9304799681995064e-05 2.949608096969314e-05
0.810198187828064 0.0020265337079763412 0.0021723024547100067 0.0021869265474379063 2.756295543804299e-05 2.9552491469075903e-05 2.9752840418950655e-05
0.810571014881134 0.0020365570671856403 0.0021858466789126396 0.0022011268883943558 2.776021028694231e-05 2.9800701668136753e-05 3.0010136470082216e-05
0.8109440207481384 0.0020466018468141556 0.0021994204726070166 0.0022153579629957676 2.7957899874309078e-05 3.0049461201997474e-05 3.026800368388649e-05
0.8113171458244324 0.0020566664170473814 0.002213021507486701 0.002229618141427636 2.8155993277323432e-05 3.0298739147838205e-05 3.052641113754362e-05
0.8116904497146606 0.0020667521748691797 0.002226652344688773 0.0022439092863351107 2.8354523237794638e-05 3.0548570066457614e-05 3.0785391572862864e-05
0.812063992023468 0.0020799096673727036 0.0022425451315939426 0.002260387409478426 2.860957829398103e-05 3.084757918259129e-05 3.109327735728584e-05
0.8124376535415649 0.0020936750806868076 0.0022588965948671103 0.002277311170473695 2.8875854695797898e-05 3.115649087703787e-05 3.141103297821246e-05
0.8128114938735962 0.002107468666508794 0.002275282284244895 0.0022942700888961554 2.914269316534046e-05 3.146605740766972e-05 3.17294652631972e-05
0.8131855130195618 0.0021212920546531677 0.002291703363880515 0.002311266027390957 2.9410122806439176e-05 3.1776315154274926e-05 3.204860695404932e-05
0.8135596513748169 0.0021351438481360674 0.0023081584367901087 0.00232829712331295 2.9678112696274184e-05 3.20872240990866e-05 3.2368418033001944e-05
0.8139340281486511 0.0021490256767719984 0.0023246495984494686 0.002345365472137928 2.9946701033622958e-05 3.2398827897850424e-05 3.2688949431758374e-05
0.8143085837364197 0.0021629375405609608 0.0023411766160279512 0.002362471306696534 3.021588418050669e-05 3.271113018854521e-05 3.3010193874360994e-05
0.8146833181381226 0.0021768775768578053 0.002357737859711051 0.002379612298682332 3.048562939511612e-05 3.302408367744647e-05 3.333211498102173e-05
0.815058171749115 0.002190846251323819 0.0023743328638374805 0.0023967884480953217 3.075593849644065e-05 3.333769564051181e-05 3.365471275174059e-05
0.8154332041740417 0.0022048449609428644 0.0023909639567136765 0.002414002316072583 3.1026851502247155e-05 3.365200973348692e-05 3.397803084226325e-05
0.8158084750175476 0.0022188739385455847 0.002407631604000926 0.002431253669783473 3.1298361136578023e-05 3.396702231839299e-05 3.430206925258972e-05
0.816183865070343 0.0022329315543174744 0.002424333244562149 0.0024485404137521982 3.15704382956028e-05 3.428269337746315e-05 3.462678796495311e-05
0.816559374332428 0.00224701757542789 0.002441069111227989 0.0024658627808094025 3.184308297932148e-05 3.459902654867619e-05 3.495218697935343e-05
0.8169351816177368 0.002261135959997773 0.0024578433949500322 0.0024832249619066715 3.211636794731021e-05 3.491610550554469e-05 3.527835360728204e-05
0.8173110485076904 0.0022752811200916767 0.002474650042131543 0.0025006209034472704 3.2390184060204774e-05 3.5233806556789204e-05 3.5605160519480705e-05
0.8176871538162231 0.002289458876475692 0.0024914955720305443 0.002518056659027934 3.2664644095348194e-05 3.555225339368917e-05 3.593273868318647e-05
0.8180633783340454 0.0023036631755530834 0.002508372999727726 0.002535525942221284 3.293963891337626e-05 3.5871325962943956e-05 3.6260957131162286e-05
0.8184398412704468 0.0023179000709205866 0.002525289775803685 0.0025530357379466295 3.3215277653653175e-05 3.6191147955833e-05 3.6589946830645204e-05
0.8188164830207825 0.0023321660701185465 0.0025422407779842615 0.002570581389591098 3.3491487556602806e-05 3.651163569884375e-05 3.691962774610147e-05
0.8191931843757629 0.002346460474655032 0.0025592262391000986 0.002588162664324045 3.376827226020396e-05 3.6832792829955e-05 3.724999260157347e-05
0.8195701241493225 0.0023607839830219746 0.002576246624812484 0.002605780027806759 3.404563176445663e-05 3.715462298714556e-05 3.758105231099762e-05
0.8199472427368164 0.002375140320509672 0.002593306126073003 0.0026234379038214684 3.4323638828936964e-05 3.747720256797038e-05 3.7912886909907684e-05
0.8203245997428894 0.0023788963444530964 0.0025978339836001396 0.002628224203363061 3.444430694798939e-05 3.761380139621906e-05 3.805373125942424e-05
0.820702075958252 0.0023394699674099684 0.0025513095315545797 0.002580572385340929 3.392350845388137e-05 3.699219450936653e-05 3.7415964470710605e-05
0.821079671382904 0.002299947664141655 0.0025046723894774914 0.002532805083319545 3.3401447581127286e-05 3.6369074223330244e-05 3.677664426504634e-05
0.8214575052261353 0.002260329434648156 0.0024579218588769436 0.002484921831637621 3.287810613983311e-05 3.574444053811021e-05 3.613577428041026e-05
0.8218355178833008 0.002220614580437541 0.0024110579397529364 0.00243692216463387 3.235349140595645e-05 3.5118286177748814e-05 3.549333996488713e-05
0.8222136497497559 0.002180813578888774 0.002364092506468296 0.0023888188879936934 3.182773070875555e-05 3.4490771213313565e-05 3.484951230348088e-05
0.82259202003479 0.002140915719792247 0.002317013218998909 0.0023405987303704023 3.130068944301456e-05 3.3861731935758144e-05 3.420412394916639e-05
0.8229705095291138 0.0021009212359786034 0.0022698198445141315 0.0022922621574252844 3.0772367608733475e-05 3.3231164707103744e-05 3.355716762598604e-05
0.8233492374420166 0.0020608296617865562 0.0022225123830139637 0.002243808237835765 3.0242756110965274e-05 3.259906588937156e-05 3.290863969596103e-05
0.8237281441688538 0.002020640764385462 0.002175090368837118 0.002195237437263131 2.9711858587688766e-05 3.196543548256159e-05 3.2258540159091353e-05
0.8241071105003357 0.0019803650211542845 0.0021275661420077085 0.002146561862900853 2.9179809644119814e-05 3.133043719572015e-05 3.160703636240214e-05
0.8244863152503967 0.001939991838298738 0.0020799271296709776 0.0020977689418941736 2.8646469218074344e-05 3.0693900043843314e-05 3.0953960958868265e-05
0.8248656988143921 0.001899520866572857 0.0020321730989962816 0.0020488579757511616 2.811183367157355e-05 3.0055822207941674e-05 3.0299299396574497e-05
0.8252453207969666 0.001858952222391963 0.0019843040499836206 0.0019998294301331043 2.7575904823606834e-05 2.941620368801523e-05 2.9643060770467855e-05
0.8256250023841858 0.0018182960338890553 0.001936331856995821 0.00195069529581815 2.7038813641411252e-05 2.8775204555131495e-05 2.898540515161585e-05
0.8260049819946289 0.0017775309970602393 0.0018882317235693336 0.0019014299614354968 2.6500281819608063e-05 2.8132490115240216e-05 2.8325990570010617e-05
0.8263850808143616 0.0017366782994940877 0.0018400282133370638 0.0018520589219406247 2.5960585844586603e-05 2.748839142441284e-05 2.766515717667062e-05
0.8267653584480286 0.0016957269981503487 0.0017917087534442544 0.0018025691388174891 2.5419585654162802e-05 2.6842741135624237e-05 2.7002730348613113e-05
0.8271456956863403 0.0016546878032386303 0.001743285683915019 0.0017529733013361692 2.4877419491531327e-05 2.6195701138931327e-05 2.6338881070842035e-05
0.8275263905525208 0.0016135391779243946 0.001694733859039843 0.001703245798125863 2.433380541333463e-05 2.554694037826266e-05 2.567326373537071e-05
0.827907145023346 0.0015723020769655704 0.001646077842451632 0.0016534114256501198 2.3789018086972646e-05 2.489678081474267e-05 2.5006214855238795e-05
0.8282880783081055 0.001530965673737228 0.0015973050612956285 0.0016034574946388602 2.3242913812282495e-05 2.4245056920335628e-05 2.433755980746355e-05
0.8286692500114441 0.0014895302010700107 0.0015484156319871545 0.0015533841215074062 2.2695498046232387e-05 2.359177051403094e-05 2.3667304049013183e-05
0.829050600528717 0.0015122386394068599 0.0015790597535669804 0.0015868700575083494 2.3125645384425297e-05 2.4153741833288223e-05 2.427543222438544e-05
0.8294320106506348 0.00155227433424443 0.0016311921644955873 0.0016429339302703738 2.381998456257861e-05 2.5044186259037815e-05 2.5229124730685726e-05
0.8298136591911316 0.0015924021136015654 0.001683445181697607 0.0016991276061162353 2.4515928089385852e-05 2.5936695237760432e-05 2.618502730911132e-05
0.8301954865455627 0.0016326223267242312 0.0017358189215883613 0.0017554513178765774 2.521347596484702e-05 2.683127240743488e-05 2.7143147235619836e-05
0.830577552318573 0.0016729353228583932 0.001788314082659781 0.0018119057640433311 2.5912639102898538e-05 2.772792322502937e-05 2.8103491786168888e-05
0.8309597373008728 0.0017133411020040512 0.0018409304320812225 0.001868490595370531 2.6613413865561597e-05 2.862664950953331e-05 2.9066059141769074e-05
0.8313421010971069 0.0017538293031975627 0.0018936548149213195 0.0019251916091889143 2.731562199187465e-05 2.9527222068281844e-05 3.0030609195819125e-05
0.8317245841026306 0.0017944107530638576 0.0019465009681880474 0.0019820239394903183 2.8019452656735666e-05 3.0429881007876247e-05 3.0997391149867326e-05
0.8321073055267334 0.0018350851023569703 0.0019994687754660845 0.0020389871206134558 2.872489858418703e-05 3.1334620871348307e-05 3.196640682290308e-05
0.8324902057647705 0.0018758531659841537 0.00205255881883204 0.0020960820838809013 2.943197250715457e-05 3.2241452572634444e-05 3.293766712886281e-05
0.8328733444213867 0.0019167147111147642 0.002105771331116557 0.0021533085964620113 3.0140670787659474e-05 3.315037611173466e-05 3.3911164791788906e-05
0.8332565426826477 0.001957659376785159 0.0021590925753116608 0.002210652455687523 3.08508169837296e-05 3.406116593396291e-05 3.4886666981037706e-05
0.8336400389671326 0.001998708350583911 0.002212550025433302 0.0022681427653878927 3.156277671223506e-05 3.49742840626277e-05 3.586466482374817e-05
0.834023654460907 0.002039841143414378 0.002266117138788104 0.0023257513530552387 3.227619163226336e-05 3.588927575037815e-05 3.684467083076015e-05
0.8344074487686157 0.002081067766994238 0.0023198069538921118 0.0023834919556975365 3.2991240004776046e-05 3.680637018987909e-05 3.782693238463253e-05
0.8347913026809692 0.0021223784424364567 0.002373606665059924 0.0024413508363068104 3.370774720679037e-05 3.77253454644233e-05 3.881120937876403e-05
0.8351755142211914 0.0021637938916683197 0.0024275435134768486 0.002499357098713517 3.442607703618705e-05 3.8646663597319275e-05 3.979799657827243e-05
0.8355597853660583 0.0022052936255931854 0.0024815904907882214 0.002557482337579131 3.514587297104299e-05 3.956986984121613e-05 4.0786806493997574e-05
0.8359442353248596 0.0022468878887593746 0.0025357611011713743 0.0026157405227422714 3.5867313272319734e-05 4.0495193388778716e-05 4.177788650849834e-05
0.83632892370224 0.002288576913997531 0.002590055577456951 0.002674132352694869 3.659040157799609e-05 4.142263424000703e-05 4.277124025975354e-05
0.8367137908935547 0.0023303613997995853 0.00264447508379817 0.0027326582930982113 3.731514880200848e-05 4.23522105847951e-05 4.37668822996784e-05
0.8370987176895142 0.0023722306359559298 0.0026990051846951246 0.0027913034427911043 3.804136940743774e-05 4.328368231654167e-05 4.476455433177762e-05
0.8374840021133423 0.0023855511099100113 0.002717995550483465 0.002812993014231324 3.8326721551129594e-05 4.366873690742068e-05 4.5195942220743746e-05
0.8378693461418152 0.002380349673330784 0.002713929396122694 0.0028107082471251488 3.8326084904838353e-05 4.369933594716713e-05 4.526000702753663e-05
0.8382548689842224 0.002375133102759719 0.002709850436076522 0.002808414399623871 3.8325393688865006e-05 4.372995317680761e-05 4.53241664217785e-05
0.8386406302452087 0.002369901165366173 0.002705757971853018 0.0028061114717274904 3.832465154118836e-05 4.3760584958363324e-05 4.538841312751174e-05
0.8390264511108398 0.002364655490964651 0.0027016540989279747 0.0028038006275892258 3.832386573776603e-05 4.3791231291834265e-05 4.545274350675754e-05
0.8394125699996948 0.0023593930527567863 0.0026975360233336687 0.0028014800045639277 3.832302536466159e-05 4.382189581519924e-05 4.551717938738875e-05
0.8397988080978394 0.0023541166447103024 0.002693405607715249 0.002799150999635458 3.832213769783266e-05 4.385257125250064e-05 4.5581695303553715e-05
0.8401852250099182 0.0023488246370106936 0.0026892623864114285 0.002796812914311886 3.832119546132162e-05 4.3883261241717264e-05 4.564630216918886e-05
0.8405718803405762 0.0023435172624886036 0.002685105660930276 0.0027944655157625675 3.832019865512848e-05 4.391396578284912e-05 4.5710999984294176e-05
0.8409587144851685 0.002338194753974676 0.0026809361297637224 0.002792109502479434 3.831915819318965e-05 4.3944692151853815e-05 4.5775796024827287e-05
0.8413456082344055 0.0023328575771301985 0.0026767540257424116 0.002789744408801198 3.8318063161568716e-05 4.397541852085851e-05 4.584066482493654e-05
0.8417328000068665 0.002327504102140665 0.0026725581847131252 0.002787370467558503 3.831692083622329e-05 4.400618126965128e-05 4.5905653678346425e-05
0.8421201109886169 0.002322136191651225 0.0026683497708290815 0.002784987445920706 3.8315723941195756e-05 4.4036944018444046e-05 4.5970715291332453e-05
0.8425076007843018 0.002316752914339304 0.0026641280855983496 0.002782595343887806 3.8314476114464924e-05 4.406772495713085e-05 4.603586785378866e-05
0.8428953289985657 0.0023113538045436144 0.0026598931290209293 0.0027801941614598036 3.8313173718051985e-05 4.409852044773288e-05 4.610111500369385e-05
0.8432831168174744 0.002305940492078662 0.0026556462980806828 0.0027777845971286297 3.8311824027914554e-05 4.412932685227133e-05 4.61664458271116e-05
0.8436712026596069 0.002300509950146079 0.0026513843331485987 0.0027753645554184914 3.831041613011621e-05 4.416015144670382e-05 4.623187851393595e-05
0.8440593481063843 0.0022950656712055206 0.002647110726684332 0.0027729368302971125 3.830896457657218e-05 4.4190994231030345e-05 4.6297398512251675e-05
0.8444477319717407 0.00228960532695055 0.0026428233832120895 0.0027704993262887 3.830745481536724e-05 4.422184792929329e-05 4.6363009460037574e-05
0.8448363542556763 0.0022841293830424547 0.002638522768393159 0.0027680527418851852 3.8305894122458994e-05 4.425271617947146e-05 4.642871499527246e-05
0.8452250957489014 0.0022786378394812346 0.0026342086493968964 0.0027655968442559242 3.830428249784745e-05 4.428360261954367e-05 4.649451875593513e-05
0.8456140756607056 0.0022731302306056023 0.002629881026223302 0.002763131633400917 3.830261994153261e-05 4.431450361153111e-05 4.6560413466067985e-05
0.8460031151771545 0.002276195213198662 0.0026345306541770697 0.002768827136605978 3.844623643090017e-05 4.4499040086520836e-05 4.676746902987361e-05
0.8463924527168274 0.002283884445205331 0.0026440245565027 0.002778928494080901 3.866836050292477e-05 4.476663889363408e-05 4.7050889406818897e-05
0.8467819094657898 0.0022915867157280445 0.0026535349898040295 0.0027890473138540983 3.889089566655457e-05 4.5034739741822705e-05 4.7334844566648826e-05
0.8471716046333313 0.0022993041202425957 0.0026630640495568514 0.0027991861570626497 3.911390376742929e-05 4.530341175268404e-05 4.7619399992981926e-05
0.8475612998008728 0.002307034796103835 0.0026726103387773037 0.002809343161061406 3.933733387384564e-05 4.5572589442599565e-05 4.790449747815728e-05
0.847951352596283 0.0023147824686020613 0.002682177349925041 0.0028195222839713097 3.9561284211231396e-05 4.584240377880633e-05 4.819026435143314e-05
0.8483415842056274 0.002322545275092125 0.0026917634531855583 0.0028297218959778547 3.978571476181969e-05 4.611279291566461e-05 4.84766460431274e-05
0.8487319350242615 0.002330321818590164 0.002701366553083062 0.002839939668774605 4.001056731794961e-05 4.63836950075347e-05 4.876356979366392e-05
0.8491224646568298 0.0023381132632493973 0.0027109882794320583 0.002850177465006709 4.023589281132445e-05 4.6655168262077495e-05 4.905109744868241e-05
0.8495131731033325 0.0023459200747311115 0.0027206293307244778 0.0028604355175048113 4.0461694879923016e-05 4.6927216317271814e-05 4.93392362841405e-05
0.8499041199684143 0.002353742253035307 0.002730289474129677 0.002870714059099555 4.068797352374531e-05 4.719984644907527e-05 4.962798993801698e-05
0.8502951860427856 0.00236157956533134 0.0027399687096476555 0.0028810128569602966 4.091472874279134e-05 4.747305138153024e-05 4.991735113435425e-05
0.8506864309310913 0.0023694303818047047 0.0027496647089719772 0.0028913295827805996 4.1141909605357796e-05 4.7746765631018206e-05 5.020725802751258e-05
0.8510779142379761 0.002377298893406987 0.002759382827207446 0.0029016700573265553 4.136963252676651e-05 4.8021141992649063e-05 5.0497859774623066e-05
0.8514695167541504 0.0023851804435253143 0.0027691174764186144 0.002912027994170785 4.159777017775923e-05 4.82960203953553e-05 5.0788999942597e-05
0.8518613576889038 0.0023930773604661226 0.0027788712177425623 0.0029224061872810125 4.1826391679933295e-05 4.857148087467067e-05 5.1080754928989336e-05
0.8522533178329468 0.0024009898770600557 0.0027886442840099335 0.002932805335149169 4.20554970332887e-05 4.884752706857398e-05 5.1373128371778876e-05
0.8526455163955688 0.0024089179933071136 0.002798436675220728 0.002943224972113967 4.2285082599846646e-05 4.912415533908643e-05 5.166612390894443e-05
0.8530377745628357 0.002416859148070216 0.0028082458302378654 0.0029536623042076826 4.251509380992502e-05 4.9401296564610675e-05 5.195966150495224e-05
0.8534303903579712 0.00242481823079288 0.00281807710416615 0.002964123385027051 4.274565071682446e-05 4.9679096264299005e-05 5.22538939549122e-05
0.8538230657577515 0.002432790817692876 0.0028279253747314215 0.0029746023938059807 4.2976633267244324e-05 4.995741619495675e-05 5.254867937765084e-05
