# Lambda[um] Flux_nu[mJy]
0.11921000000000001 1.2235724631672356
0.11925000000000002 1.236100603263008
0.11929000000000003 1.2487301685927004
0.11933000000000002 1.2586161874595594
0.11937000000000003 1.2557337494425227
0.11941000000000002 1.2787488988191624
0.11945000000000003 1.2928559050032875
0.11949000000000003 1.2974795992910542
0.11953000000000001 1.306588440381946
0.11957000000000002 1.3240018268912226
0.11961000000000001 1.319208956207931
0.11965000000000002 1.3413703788497244
0.11969000000000003 1.3562685074560819
0.11973000000000002 1.3660405115325152
0.11977000000000003 1.385983069528187
0.11981000000000001 1.4081060143268513
0.11985000000000003 1.4253704319422873
0.11989000000000002 1.4361651784016196
0.11993000000000002 1.450432537483415
0.11997000000000002 1.4730331710148297
0.12001000000000002 1.4923097049569871
0.12005000000000002 1.5024001228568267
0.12009000000000003 1.523725964600084
0.12013000000000001 1.5443860454988834
0.12017000000000003 1.5638394964894688
0.12021000000000001 1.585747180921509
0.12025000000000002 1.6055510657226073
0.12029000000000004 1.6282375794293336
0.12033000000000002 1.647142513487481
0.12037000000000003 1.6692612817344796
0.12041000000000002 1.6947598516368276
0.12045000000000002 1.71850061977293
0.12049000000000003 1.7356761447553166
0.12053000000000001 1.755049128833788
0.12057000000000002 1.7623046329793932
0.12061000000000001 1.8153013544614585
0.12065000000000002 1.8413560827796074
0.12069000000000003 1.8733863858673865
0.12073000000000002 1.9065518812818831
0.12077000000000003 1.9442117270692318
0.12081000000000001 1.9781423503243702
0.12085000000000003 2.0112348772563187
0.12089000000000003 2.045296142259924
0.12093000000000002 2.0994841586394077
0.12097000000000002 2.1670050048046576
0.12101 2.1535698512567985
0.12105000000000002 2.134074251541879
0.12109000000000003 2.268622216883055
0.12113000000000002 2.2627114289564947
0.12117000000000003 2.293644615896742
0.12121000000000001 2.323955583540764
0.12125000000000002 2.3542952614279913
0.12129000000000004 2.388358732530557
0.12133000000000002 2.402357575198239
0.12137000000000003 2.3663034850269655
0.12141000000000002 2.452792466463349
0.12145000000000002 2.4866011816381324
0.12149000000000003 2.5006905358147806
0.12153000000000001 2.4820399428208764
0.12157000000000003 2.4442995040883257
0.12161000000000001 2.7887274942837954
0.12165000000000002 2.64546900758841
0.12169000000000003 2.550299609081561
0.12173000000000002 2.187695794446203
0.12177000000000003 1.7423506773752797
0.12181000000000002 1.8135333191864689
0.12185000000000003 1.949850411301041
0.12189000000000003 1.9317337096022282
