,RA,Dec,W1-W2
J055319.77-242638.0,88.33237499999998,-24.44388888888889,-0.09000000000000108
J064205.58+410155.5,100.52324999999999,41.03208333333333,0.1699999999999987
J064722.28+394446.3,101.84283333333332,39.74619444444445,0.010000000000000342
J065222.24+412736.1,103.09266666666666,41.46002777777778,0.050000000000001266
J070159.79+632129.2,105.49912499999998,63.358111111111114,0.33999999999999864
J071350.14+381230.6,108.45891666666665,38.2085,-0.16999999999999937
J071756.71+463140.3,109.48629166666666,46.52786111111111,-0.009999999999999232
J074015.81+590250.2,115.06587499999999,59.04727777777778,-0.22999999999999987
J074838.58+174333.0,117.16074999999998,17.72583333333333,-0.22000000000000008
J082952.73+103440.4,127.46970833333332,10.57788888888889,0.010000000000000342
J085512.39-023356.8,133.80162499999997,-2.5657777777777775,-0.04000000000000037
J085519.22+060057.6,133.83008333333333,6.016,-0.11000000000000065
J090009.49+320504.2,135.03954166666665,32.084500000000006,-0.11999999999999866
J090308.17+165935.4,135.78404166666667,16.993166666666667,-0.10000000000000087
J090521.62+100654.7,136.34008333333333,10.115194444444445,0.2299999999999992
J090611.85-061139.9,136.54937499999997,-6.194416666666667,-0.2100000000000003
J092055.40+453856.3,140.23083333333332,45.64897222222222,0.029999999999999916
J093442.54-295007.7,143.67725,-29.835472222222222,-0.16000000000000136
J094403.46+050755.2,146.01441666666665,5.132,-0.14
J095002.19-273801.3,147.509125,-27.633694444444444,-0.18999999999999895
J095608.17-144708.2,149.03404166666664,-14.78561111111111,0.10999999999999999
J095645.75-191022.3,149.190625,-19.17286111111111,-0.23999999999999966
J100911.47+155928.4,152.29779166666665,15.991222222222222,-0.18999999999999895
J103238.32+051323.2,158.15966666666665,5.223111111111111,-0.23999999999999966
J103610.38-273808.3,159.04324999999997,-27.635638888888888,-0.19999999999999873
J103657.59-262319.0,159.2399583333333,-26.38861111111111,0.06999999999999906
J104010.00-211940.9,160.04166666666666,-21.328027777777777,0.23000000000000098
J110827.18+083759.5,167.11324999999997,8.633194444444445,-0.16999999999999937
J111243.25-271336.1,168.1802083333333,-27.226694444444444,0.19999999999999984
J113839.14-183910.8,174.6630833333333,-18.653,-0.18000000000000094
J114048.05+160825.1,175.2002083333333,16.140305555555557,-0.22999999999999987
J114316.04-202425.7,175.8168333333333,-20.407138888888888,0.61
J120035.41-283657.6,180.14754166666665,-28.616,0.0399999999999997
J121037.66-263710.6,182.65691666666663,-26.619611111111112,-0.1499999999999998
J121349.14+404724.6,183.45475,40.790166666666664,1.0599999999999992
J121543.62-094729.1,183.93175,-9.791416666666667,-0.22999999999999987
J122608.20+215010.8,186.53416666666664,21.836333333333332,-0.12000000000000044
J125015.56+262846.9,192.56483333333333,26.479694444444444,1.1399999999999992
J125041.21-214930.1,192.6717083333333,-21.825027777777777,0.3500000000000002
J132839.25-034558.2,202.16354166666665,-3.766166666666667,0.6500000000000009
J133018.38-260848.4,202.5765833333333,-26.14677777777778,-0.2000000000000005
J135059.90+292526.7,207.7495833333333,29.424083333333336,0.029999999999999916
J143348.76+504322.8,218.45316666666668,50.723,0.5400000000000015
J143414.79-275342.6,218.56162499999996,-27.895166666666665,-0.13000000000000023
J145731.67+472420.1,224.3819583333333,47.40558333333333,1.4599999999999995
J151442.58-294231.9,228.67741666666663,-29.708861111111112,0.02000000000000013
J151656.50-264025.3,229.23541666666665,-26.673694444444447,-0.22999999999999987
J152502.10+083343.8,231.25874999999996,8.562166666666668,0.09999999999999842
J152709.58-262657.7,231.78991666666664,-26.449361111111113,-0.23999999999999966
J152734.62-290335.7,231.89424999999994,-29.059916666666666,-0.2000000000000005
J154835.30-230855.4,237.1470833333333,-23.148722222222222,-0.10000000000000087
J155848.37-231559.1,239.70154166666666,-23.266416666666668,-0.05999999999999994
J160432.99+390212.9,241.13745833333329,39.03691666666666,0.31999999999999906
J161139.11+022908.1,242.9129583333333,2.4855833333333335,0.27000000000000013
J161628.34+062135.2,244.1180833333333,6.3597777777777775,0.04999999999999949
J161843.22+084306.9,244.6800833333333,8.718583333333333,0.9900000000000008
J163754.58-105231.6,249.47741666666667,-10.875444444444446,-0.22000000000000008
J170238.96+104515.2,255.66233333333335,10.754222222222221,0.43000000000000027
J171257.92+064540.3,258.2413333333333,6.7611944444444445,-0.1499999999999998
J172038.99+614548.9,260.16245833333323,61.76358333333334,0.2799999999999999
J172120.70+464026.1,260.33624999999995,46.67391666666666,-0.13000000000000023
J172509.16+225536.8,261.28816666666665,22.92688888888889,0.8200000000000008
J173421.02+502349.9,263.58758333333327,50.397194444444445,0.43000000000000027
J174018.21+112907.5,265.075875,11.485416666666666,-0.030000000000000582
J175510.28+180320.2,268.7928333333333,18.055611111111112,0.2299999999999992
J180821.29-045940.1,272.0887083333333,-4.994472222222222,0.19999999999999984
J180952.53-044812.5,272.46887499999997,-4.803472222222222,-0.08000000000000129
J181621.86+303248.9,274.0910833333333,30.546916666666668,0.9000000000000009
J182416.10-015910.8,276.0670833333333,-1.9863333333333333,0.19000000000000006
J182717.60+222616.9,276.82333333333327,22.438027777777776,-0.05999999999999994
J183058.56+454257.4,277.74399999999997,45.715944444444446,5.551115123125783e-16
J184111.36+631535.6,280.2973333333333,63.25988888888889,5.551115123125783e-16
J185021.04+344609.7,282.5876666666666,34.76936111111111,-0.23999999999999966
J185101.83+593508.6,282.75762499999996,59.58572222222222,-0.16999999999999937
J185853.08+391908.0,284.72116666666665,39.31888888888889,0.5499999999999995
J191915.54+304558.4,289.81475,30.766222222222222,-0.18999999999999895
J192504.54+683151.7,291.26891666666666,68.53102777777778,0.010000000000000342
J194419.69+354212.5,296.0820416666666,35.703472222222224,-0.2100000000000003
J201450.36+315600.2,303.70983333333334,31.93338888888889,1.44
J201901.74-071405.3,304.75724999999994,-7.234805555555556,-0.050000000000000155
J203042.79+074934.7,307.6782916666666,7.826305555555555,0.20000000000000162
J203556.02-094352.3,308.98341666666664,-9.731194444444444,0.4799999999999992
J204356.42+622048.9,310.98508333333325,62.34691666666667,0.24000000000000077
J205237.87-260018.0,313.15779166666664,-26.005,-0.010000000000001008
J210603.72+040702.4,316.5155,4.117333333333333,-0.22000000000000008
J211714.44-294005.2,319.31016666666665,-29.668111111111113,0.1000000000000002
J212438.82+184927.5,321.1617499999999,18.824305555555554,0.050000000000001266
J215918.90+030502.8,329.82874999999996,3.0841111111111115,-0.03999999999999859
J220117.10+322206.9,330.32124999999996,32.36858333333333,0.44000000000000006
J220625.35+330114.6,331.605625,33.02072222222222,0.10999999999999999
J220745.53-070325.1,331.9397083333333,-7.056972222222222,0.010000000000000342
J221628.62+195248.1,334.11924999999997,19.880027777777777,0.4199999999999987
J221912.81+111340.1,334.80337499999996,11.227805555555555,-0.22000000000000008
J222736.87-185453.1,336.9036249999999,-18.914749999999998,-0.09999999999999909
J222943.60+162516.5,337.4316666666666,16.42125,-0.07999999999999952
J223526.08+312822.3,338.85866666666664,31.472861111111108,-0.23999999999999966
J223617.59+510551.9,339.07329166666665,51.097750000000005,0.7199999999999994
J224700.20-150626.8,341.75083333333333,-15.107444444444445,-0.22000000000000008
J224931.09-162759.4,342.3795416666666,-16.4665,-0.22000000000000008
J225154.99-093600.5,342.97912499999995,-9.600138888888889,0.32000000000000084
J225915.51+201129.9,344.814625,20.19163888888889,-0.22000000000000008
J230516.86-110955.2,346.32024999999993,-11.165333333333333,-0.11000000000000065
J230606.72-155626.1,346.528,-15.940583333333334,-0.14
J231531.39+061714.2,348.88079166666665,6.287277777777778,-0.18999999999999895
J232152.15-190441.6,350.46729166666665,-19.078222222222223,-0.2000000000000005
J233212.40-295341.5,353.0516666666666,-29.894861111111112,-0.010000000000001008
J233432.53+131315.3,353.63554166666665,13.220916666666668,-0.12000000000000044
J233527.07+451140.9,353.8627916666666,45.194694444444444,-0.0899999999999993
J235119.56+493758.9,357.83149999999995,49.63302777777778,-0.12000000000000044
J235932.81-015154.1,359.88670833333333,-1.865027777777778,0.06000000000000105
