,RA,Dec,W1-W2
J065237.89+280214.3,103.157875,28.03730555555556,-0.6349999999999992
J065757.51+621913.9,104.48962499999999,62.320527777777784,-0.4699999999999992
J070037.46+280122.5,105.15608333333333,28.022916666666667,-0.4129999999999997
J070753.25-490046.2,106.97187499999998,-49.01283333333333,-0.35399999999999865
J071931.60+324944.9,109.88166666666665,32.82913888888889,-0.584
J073625.27+070440.0,114.10529166666664,7.0777777777777775,-0.41699999999999926
J075059.51+280415.4,117.74795833333332,28.070944444444443,-0.31499999999999895
J075353.10+085359.9,118.47124999999998,8.899972222222221,-0.3660000000000009
J075809.36+280329.2,119.53899999999999,28.058111111111113,-0.5859999999999997
J083618.33-192040.1,129.07637499999998,-19.344472222222223,-0.5040000000000008
J085335.80-032934.2,133.39916666666664,-3.4928333333333335,-0.40200000000000047
J090205.32+280138.2,135.52216666666664,28.027277777777776,-0.4619999999999992
J090206.59+003318.5,135.5274583333333,0.555138888888889,-0.3930000000000001
J091800.96+280220.5,139.504,28.03902777777778,-0.3380000000000004
J092416.05+351644.1,141.066875,35.27891666666667,-0.45400000000000007
J092507.00+275727.8,141.27916666666664,27.957722222222223,-0.48399999999999943
J092623.81+275700.9,141.59920833333334,27.95025,-0.43499999999999994
J093714.90+275913.2,144.31208333333333,27.987000000000002,-0.5080000000000003
J094222.68+424533.4,145.59449999999995,42.759277777777775,-0.3239999999999993
J095147.80+423348.7,147.94916666666666,42.56352777777777,-0.3920000000000007
J095723.93+263250.6,149.3497083333333,26.54738888888889,-0.4000000000000016
J100203.26+454456.3,150.51358333333332,45.74897222222222,-0.43199999999999983
J100743.69+113429.3,151.93204166666666,11.574805555555555,-0.3980000000000009
J101634.54+275144.1,154.14391666666666,27.862250000000003,-0.4419999999999996
J102236.87+301657.6,155.653625,30.282666666666664,-0.4310000000000004
J102921.73+275937.9,157.34054166666664,27.993861111111112,-0.4630000000000004
J103042.10+280040.4,157.67541666666665,28.011222222222223,-0.4019999999999987
J133100.85-453507.2,202.75354166666665,-45.58533333333334,-0.42000000000000115
J135421.74+280041.2,208.5905833333333,28.011444444444443,-0.44600000000000095
J135620.19-280350.7,209.08412499999997,-28.064083333333333,-0.48399999999999943
J135644.07-173014.0,209.18362499999998,-17.503888888888888,-0.3950000000000008
J135910.02-195005.4,209.79174999999995,-19.834833333333332,-0.4620000000000001
J141107.82+275826.3,212.78258333333332,27.97397222222222,-0.4500000000000005
J141144.97+275808.2,212.937375,27.968944444444443,-0.4159999999999998
J141311.37+280226.4,213.297375,28.040666666666667,-0.48699999999999954
J141403.20+275801.0,213.5133333333333,27.966944444444444,-0.4860000000000001
J145824.46+283953.3,224.60191666666665,28.664805555555553,-0.41699999999999926
J150108.17+225001.4,225.28404166666664,22.83372222222222,-0.33099999999999896
J150618.61+275824.0,226.57754166666663,27.973333333333333,-0.41099999999999903
J151016.58-024107.6,227.56908333333328,-2.6854444444444447,-0.3499999999999991
J151420.46+234104.1,228.58524999999997,23.684472222222222,-0.3380000000000004
J151943.12+260936.2,229.92966666666663,26.160055555555555,-0.3320000000000002
J152047.56+300208.5,230.19816666666665,30.035694444444445,-0.2879999999999997
J152424.72+292525.2,231.10299999999998,29.42366666666667,-0.42500000000000016
J153946.68+275951.0,234.94449999999998,27.997500000000002,-0.2639999999999988
J153946.73+280222.3,234.94470833333332,28.039527777777778,-0.43699999999999883
J154016.16+280010.2,235.0673333333333,28.002833333333335,-0.5880000000000004
J154019.25+280058.3,235.08020833333327,28.016194444444444,-0.542000000000001
J154302.42+280139.5,235.7600833333333,28.027638888888887,-0.4549999999999995
J183436.70+400724.3,278.6529166666666,40.123416666666664,-0.48499999999999976
J184110.13+244715.5,280.2922083333333,24.78763888888889,-0.491
J185848.03+280147.8,284.7001249999999,28.029944444444443,-0.5730000000000016
J190705.22+205313.4,286.77174999999994,20.887055555555555,-0.43000000000000005
J190712.86+205233.9,286.8035833333333,20.876083333333334,-0.43300000000000016
J191246.79+280346.1,288.19495833333326,28.062805555555556,-0.483
J192033.38-073945.4,290.1390833333333,-7.6626111111111115,-0.5259999999999992
J193238.07+003439.3,293.158625,0.5775833333333333,-0.6360000000000005
J194932.81-624921.4,297.38670833333333,-62.822611111111115,-0.48999999999999966
J201916.77-562123.2,304.8198749999999,-56.35644444444445,-0.4240000000000007
J202948.79+094121.5,307.45329166666664,9.689305555555556,-0.40900000000000014
J211832.15-450557.1,319.6339583333333,-45.09919444444445,-0.34199999999999997
J212310.80+641415.3,320.79499999999996,64.23758333333333,-0.4650000000000011
J212726.25-421519.7,321.85937499999994,-42.255472222222224,-0.3689999999999992
J213008.67-444632.2,322.5361249999999,-44.77561111111111,-0.38300000000000034
J001358.81-181648.1,3.4950416666666664,-18.280027777777775,-0.2100000000000003
J001643.96+230426.7,4.183166666666666,23.074083333333334,-1.2212453270876722e-15
J001851.51+515330.6,4.714624999999999,51.89183333333333,-0.09999999999999909
J003110.04+574936.3,7.791833333333332,57.826750000000004,-0.06999999999999973
J003140.64+333545.9,7.919333333333333,33.59608333333333,-0.13000000000000023
J004051.14+413631.4,10.213083333333332,41.60872222222223,0.15999999999999892
J013525.37+020518.4,23.855708333333332,2.0884444444444448,-0.22999999999999987
J013636.31+373840.6,24.151291666666665,37.64461111111111,1.4000000000000008
J020615.62+205435.3,31.56508333333333,20.909805555555554,1.260000000000002
J024610.23+015644.4,41.542624999999994,1.9456666666666667,-0.010000000000001008
J031555.29+073229.6,48.980374999999995,7.541555555555555,-0.1499999999999998
J031626.95+170518.5,49.11229166666666,17.088472222222222,-0.04000000000000037
J031627.78+265027.6,49.11574999999999,26.840999999999998,0.4699999999999994
J033053.14-035027.3,52.721416666666656,-3.8409166666666668,0.08000000000000063
J033328.27+305759.4,53.36779166666666,30.9665,-0.14
J033915.57-114645.0,54.814874999999994,-11.779166666666665,-0.18000000000000094
J034011.81-211013.2,55.049208333333326,-21.170333333333335,0.38999999999999935
J034909.44+151436.0,57.28933333333332,15.243333333333332,-1.2212453270876722e-15
J040116.80+255752.2,60.32,25.9645,0.050000000000001266
J043315.02+522716.7,68.31258333333332,52.454638888888894,0.3300000000000006
J043542.99+132344.9,68.92912499999998,13.395805555555555,-0.13000000000000023
J044130.52+044359.9,70.37716666666665,4.733305555555556,0.6999999999999998
J044552.98+362935.0,71.47075,36.49305555555556,-0.22999999999999987
J044633.45-242956.8,71.639375,-24.499111111111112,-0.14
J044730.40-121616.4,71.87666666666667,-12.271222222222223,0.08000000000000063
J050431.53+251138.5,76.13137499999999,25.194027777777777,-0.2000000000000005
J050650.20+523631.2,76.70916666666665,52.60866666666667,0.5699999999999991
J050824.82+242251.1,77.10341666666667,24.380861111111113,0.1500000000000009
J051557.68+310101.8,78.99033333333333,31.017166666666665,-0.009999999999999232
J054123.39+361813.1,85.34745833333334,36.303638888888884,-0.04000000000000037
J055105.96-123913.5,87.77483333333332,-12.65375,-0.17000000000000115
J055210.83+431244.2,88.045125,43.21227777777778,-0.2000000000000005
